GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05008039,Cramlington North,21,425,77,565,22.56047825,,
E05008040,Cramlington South East,247,821,353,645,25.54992505,,
E05008041,Cramlington Village,665,953,501,670,23.93021614,,
E05008042,Cramlington West,1778,1157,610,735,15.34653465,,
E05003704,Cranborne Chase,144,303,42,321,16.7498414,,
E05000502,Cranbrook,432,1788,1071,1464,10.66666667,,
E05003678,Crane,288,389,56,274,27.90701796,,
E05008785,Cranfield and Marston Moretaine,1254,1655,480,1408,17.0212766,,
E05000350,Cranford,3041,1954,1258,1537,13.57466063,,
E05000307,Cranham,517,2299,866,1710,14.28571429,,
E05007415,Cranleigh East,942,929,379,876,23.4375,,
E05007416,Cranleigh West,157,488,152,502,10.75268817,,
E05006494,Cranmer,125,551,67,277,26.28744621,,
E05003515,Cranmore,893,1123,506,814,18.81752061,,
E05006766,"Cranmore, Doulting and Nunney",278,383,76,308,21.82618528,,
E05001349,Craven,665,2621,1051,2217,11.98347107,,
E05005257,Craven,189,1251,598,800,13.97590361,,
E05006607,Craven,282,325,76,244,18.87381694,,
E05001072,Crawcrook and Greenside,844,1515,821,1191,17.94871795,,
E05002197,Crawley,1010,1380,633,974,17.44186047,,
E05007678,Crawley Down and Turners Hill,392,968,227,881,21.33092746,,
E05000072,Cray Meadows,2380,2240,1136,1527,17.10320716,,
E05000114,Cray Valley East,4119,3348,1916,2353,13.80208333,,
E05000115,Cray Valley West,5426,3656,1883,2273,21.96349331,,
E05000071,Crayford,2344,2220,1171,1553,19.59083762,,
E05001851,Credenhill,496,551,137,467,9.93049172,,
E05006767,Creech,199,536,124,349,9.724453556,,
E05003725,Creech Barrow,133,251,58,275,11.40907499,,
E05002138,Creekmoor,1109,1910,565,1376,11.95018759,,
E05000387,Cremorne,3492,1035,2328,1334,6.896551724,,
E05004047,Cressing and Stisted,403,473,114,320,13.58024691,,
E05000894,Cressington,1844,2871,1815,1891,25.99188412,,
E05008620,Crewe Central,1344,1255,1203,911,16.66666667,,
E05008621,Crewe East,2350,3461,1631,2070,14.41675079,,
E05008622,Crewe North,864,1171,487,738,25.23039441,,
E05008624,Crewe South,1386,2154,1577,1702,21.33450006,,
E05008623,Crewe St Barnabas,2114,1486,833,773,23.24230767,,
E05008625,Crewe West,1887,2288,1160,1505,10.32808776,,
E05006832,Crewkerne,991,1703,630,1234,14.64742353,,
E05005316,Cribden,148,551,239,401,8.95283773,,
E05003287,Crich,265,463,140,349,13.07970968,,
E05005951,Crick,199,213,56,233,17.08333333,,
E05000458,Cricket Green,4162,2155,1849,1577,17.08333333,,
E05008356,Cricklade and Latton,590,752,245,669,18.18181818,,
E05005916,Cringleford,395,531,133,653,10.25641026,,
E05005011,Crockenhill and Well Hill,227,388,108,266,10.25641026,,
E05005564,Croft,152,606,66,345,15.38461538,,
E05006279,Croft,52,189,31,160,18.14946619,,
E05008043,Croft,1361,1339,1034,685,22.07406811,,
E05001713,Croft Baker,1564,3177,2089,1817,14.77272727,,
E05005411,Croft Hill,159,429,101,317,17.46456436,,
E05000441,Crofton Park,2323,1834,2610,1890,19.96691169,,
E05001448,"Crofton, Ryhill and Walton",2414,3567,1271,1993,16.17753375,,
E05000152,Croham,1350,1543,2080,2309,20.43663701,,
E05005879,Crome,3615,2882,1277,1497,13.46801347,,
E05005847,Cromer Town,373,960,694,710,19.5335277,,
E05000654,Crompton,3729,3917,2474,2114,12.55605381,,
E05000724,Crompton,899,2109,921,1528,25.29164027,,
E05005917,Cromwells,389,425,96,342,27.08396064,,
E05004551,Crondall,441,423,68,445,24.77366617,,
E05007975,Crook North and Tow Law,1254,1935,787,1048,8.825251453,,
E05007976,Crook South,1742,2060,1185,1207,15.51724138,,
E05001046,Crookes,635,1676,1740,2041,21.29372898,,
E05003242,Crooklands,69,280,51,297,14.6984323,,
E05006532,Cropredy,171,371,90,352,16.49790095,,
E05006299,Cropton,86,265,47,202,16.14173228,,
E05001739,Crosby and Park,2745,3139,1657,1876,16.02209945,,
E05003210,Crosby Ravensworth,35,239,27,203,16.14173228,,
E05006768,Croscombe and Pilton,156,340,66,289,8.959281995,,
E05008560,Crosland Moor and Netherton,2291,4092,2583,2489,13.82488479,,
E05001421,Cross Gates and Whinmoor,4675,5284,3106,3274,18.43317972,,
E05006969,Cross Heath,2016,1770,1002,864,14.50980392,,
E05003989,Cross in Hand/Five Ashes,132,343,72,331,18.35517654,,
E05004024,Crouch,859,1678,314,1178,17.08542714,,
E05000269,Crouch End,1103,666,2306,1827,22.81216069,,
E05003990,Crowborough East,708,782,249,648,15.48387097,,
E05003991,Crowborough Jarvis Brook,380,404,151,378,27.85037471,,
E05003992,Crowborough North,396,692,230,767,15.2284264,,
E05003993,Crowborough St. Johns,51,307,63,286,13.63636364,,
E05003994,Crowborough West,122,693,249,682,15.35203493,,
E05008919,Crowcombe and Stogumber,116,151,37,172,17.78284839,,
E05003970,Crowhurst,185,460,87,343,24.35226059,,
E05005644,Crowland and Deeping St Nicholas,809,1242,267,816,6.896551724,,
E05006577,Crowmarsh,195,395,63,286,24.09083618,,
E05006924,Crown,166,687,67,314,25.68265889,,
E05007547,Crown,1962,1266,742,829,10.87719298,,
E05002276,Crown Wood,1338,952,415,1002,23.3145764,,
E05002277,Crowthorne,472,683,283,626,22.42133854,,
E05004824,Croxley Green,232,703,293,653,15.78947368,,
E05004825,Croxley Green North,272,482,188,432,22.28571429,,
E05004826,Croxley Green South,115,360,130,412,14.75425039,,
E05000895,Croxteth,3111,3647,2000,1693,28.07017544,,
E05005497,Croxton Kerrial,111,277,54,243,20.89552239,,
E05006056,Croyland,2168,1876,737,1117,19.97222117,,
E05003120,Crummock,40,188,35,206,9.075100162,,
E05000698,Crumpsall,2606,3329,2787,2197,16.11379299,,
E05000116,Crystal Palace,4265,1670,3207,2067,13.97979073,,
E05007548,Cubbington,335,826,219,731,19.8029592,,
E05007679,Cuckfield,442,444,187,577,30.3030303,,
E05001887,Cuckoo Oak,1069,1442,700,786,8.675799087,,
E05007276,Cuddington,215,739,295,730,16.32653061,,
E05000977,Cudworth,1779,2965,1252,1405,19.64077433,,
E05001602,"Culcheth, Glazebury and Croft",898,1868,510,1348,31.03015931,,
E05001120,Cullercoats,759,1534,1040,1403,11.14754098,,
E05003516,Cullompton North,597,813,271,534,14.5651561,,
E05003517,Cullompton Outer,94,289,42,260,27.97376157,,
E05003518,Cullompton South,505,812,285,541,14.83617089,,
E05005134,Culverden,287,685,1042,1453,14.17221777,,
E05004789,Cunningham,1494,924,539,838,12.33821047,,
E05004638,Cupernham,329,737,243,650,15.16952831,,
E05006949,Curborough,1641,1206,513,668,16.36725677,,
E05007464,Curdworth,118,611,84,426,15.42553191,,
E05003164,Currock,1131,1308,919,931,22.82799434,,
E05006833,Curry Rivel,248,430,108,376,19.68994154,,
E05000479,Custom House,5040,2575,2208,1788,21.92387065,,
E05002250,Cuxton and Halling,337,874,247,744,16.96508056,,
E05003211,Dacre,71,247,53,209,17.67955801,,
E05001693,Dale,544,2264,580,2086,12.5,,
E05001833,Dales,3819,3878,3239,2371,17.1257477,,
E05006300,Dales,70,198,21,217,20.08553176,,
E05002198,Dallow,1685,3229,1699,1718,17.87887092,,
E05000235,Dalston,5916,1954,4423,2417,16.59339669,,
E05003165,Dalston,223,965,289,817,25.08153502,,
E05001396,Dalton,3387,3870,2639,2529,21.6752447,,
E05003121,Dalton,47,228,41,235,12.81741667,,
E05003147,Dalton North,89,1137,424,792,17.96875,,
E05003148,Dalton South,418,1257,607,836,24.21052632,,
E05006320,Danby,271,317,61,287,27.41595902,,
E05007055,Dane,91,337,34,218,24.17769439,,
E05005089,Dane Valley,2667,1838,1095,1132,15.18333854,,
E05008626,Dane Valley,504,1207,352,1150,27.5862069,,
E05003995,Danehill/Fletching/Nutley,231,675,130,601,12.13114754,,
E05002400,Danesborough,350,656,215,610,23.40536345,,
E05005928,Danesholme,781,907,368,534,21.38404297,,
E05005155,Daneshouse with Stoneyholme,561,1617,858,590,15.77060932,,
E05000073,Danson Park,828,2032,1029,1522,14.1955836,,
E05006035,Danvers and Wardoun,263,482,101,464,14.28571429,,
E05001582,Daresbury,64,449,65,492,29.77591328,,
E05000978,Darfield,1748,2751,1053,1465,15.17926348,,
E05001309,Darlaston South,5293,4357,2163,1814,19.51869255,,
E05001775,Darley,2212,1853,2162,1999,17.44680851,,
E05003351,Darley Dale,538,1071,370,766,19.80161943,,
E05001047,Darnall,5339,6374,3169,2957,21.82327017,,
E05003565,Dartington,207,226,85,257,24.80579166,,
E05003566,Dartmouth and Kingswear,311,711,515,800,13.51351351,,
E05003567,Dartmouth Townstal,859,480,246,324,13.76437898,,
E05000979,Darton East,1102,2232,861,1433,22.80726921,,
E05000980,Darton West,1299,2418,871,1414,19.30304207,,
E05003971,Darwell,408,778,144,628,13.35740072,,
E05000117,Darwin,255,916,182,711,12.39522291,,
E05002359,Datchet,650,565,225,654,23.88059701,,
E05004723,Datchworth & Aston,337,310,63,299,23.5709946,,
E05008666,Davenham and Moulton,1200,1842,638,1513,22.59241072,,
E05000787,Davenport and Cale Green,3694,3004,1901,1922,20.3810342,,
E05005060,Davington Priory,851,747,316,381,21.47225841,,
E05000826,Davyhulme East,890,1648,726,1258,18.35185304,,
E05000827,Davyhulme West,959,1642,637,1339,27.71227778,,
E05007977,Dawdon,1192,1911,1182,998,13.59032797,,
E05001888,Dawley Magna,2064,2196,945,1350,17.79595663,,
E05003599,Dawlish Central and North East,466,1808,886,1287,21.63649077,,
E05003600,Dawlish South West,529,1024,528,803,18.67703208,,
E05006429,Daybrook,926,1253,845,745,19.06691936,,
E05000236,De Beauvoir,5806,1787,3882,2259,19.59654179,,
E05008756,De Parys,391,945,661,978,19.30365172,,
E05006036,Deanshanger,332,561,120,463,21.84738602,,
E05000981,Dearne North,2685,3614,1784,1399,20.13422819,,
E05000982,Dearne South,1900,3383,1376,1463,25.55682394,,
E05007138,Debenham,268,404,132,340,18.41045973,,
E05001073,Deckham,3902,2639,2100,1339,16.88782996,,
E05006533,Deddington,180,327,114,334,9.677419355,,
E05004125,Dedham and Langham,237,448,106,409,13.58024691,,
E05005274,Deepdale,1142,1439,687,687,20.44334975,,
E05005668,Deeping St James,444,949,288,896,20.44334975,,
E05007978,Deerness Valley,1893,2096,1148,1312,14.13617742,,
E05008829,Delapre and Briar Hill,2931,2652,1595,2005,21.40746949,,
E05002739,Delph,160,388,124,261,17,,
E05007979,Delves Lane and Consett South,1920,2640,1510,1597,21.5361689,,
E05002401,Denbigh,1529,1730,765,1194,22.20575913,,
E05001397,Denby Dale,1021,2775,876,2141,23.10224737,,
E05001093,Dene,414,1147,737,1102,20.21757043,,
E05007980,Deneside,2019,2302,1250,952,22.69319501,,
E05002661,Denham North,566,740,288,475,21.818469,,
E05002662,Denham South,310,535,138,473,26.79348528,,
E05004657,Denmead,500,935,281,842,19.34384438,,
E05007652,Denne,1004,869,586,943,9.351304036,,
E05001094,Denton,3046,2696,1863,1517,18.43317972,,
E05005805,Denton,784,1884,309,1201,15.36936746,,
E05003166,Denton Holme,964,1321,1086,1010,14.66241012,,
E05000804,Denton North East,1308,2566,1362,1646,14.44444444,,
E05000805,Denton South,3628,3048,1796,1725,16.55546801,,
E05000806,Denton West,648,2488,1103,1669,14.75064157,,
E05000937,Derby,3473,3450,2504,1628,25.82678499,,
E05005363,Derby,391,811,459,724,17.84091977,,
E05005299,Derby and Thornley,279,612,312,422,20.86092715,,
E05003370,Derby Road East,574,1026,785,774,21.44804168,,
E05003371,Derby Road West,942,1281,598,835,13.47962382,,
E05005725,Dereham-Central,1437,1738,803,1023,10,,
E05005726,Dereham-Humbletoft,406,581,172,350,14.3902439,,
E05005727,Dereham-Neatherd,541,1099,413,664,15.63636364,,
E05005728,Dereham-Toftwood,354,1018,303,786,21.9858156,,
E05001670,Derringham,1561,2664,1554,1804,19.89247312,,
E05005806,Dersingham,413,1285,302,820,10.92896175,,
E05001748,Derwent,168,553,199,485,22.37437563,,
E05001776,Derwent,4843,3570,2089,1893,18.97810219,,
E05006301,Derwent,395,568,106,460,18.91891892,,
E05003122,Derwent Valley,130,196,71,219,20.85889571,,
E05006321,Derwent Valley,280,763,246,642,16.99029126,,
E05005992,Desborough Loatland,726,980,352,765,22.04370136,,
E05005993,Desborough St Giles,282,847,233,663,12.1193127,,
E05004989,Detling and Thurnham,78,383,66,339,15.35947712,,
E05008357,Devizes and Roundway South,765,673,325,626,17.50415562,,
E05008358,Devizes East,892,788,297,625,22.08718643,,
E05008359,Devizes North,1349,908,735,759,14.3812709,,
E05006474,Devon,2157,1760,882,832,30.90867398,,
E05002080,Devonport,5432,3070,2805,2151,24.29906542,,
E05003920,Devonshire,1365,2409,2659,2053,15.26315789,,
E05001398,Dewsbury East,3435,4680,2421,2588,27.6056338,,
E05001399,Dewsbury South,3317,4845,1844,2176,12.30806054,,
E05001400,Dewsbury West,4233,5323,2505,2305,16.37630662,,
E05004590,Dibden and Hythe East,748,932,395,891,12.18637993,,
E05005893,Dickleburgh,279,590,81,397,16.37630662,,
E05006578,Didcot All Saints,972,1010,437,776,20.06578947,,
E05006579,Didcot Ladygrove,323,530,232,831,10.14769831,,
E05006580,Didcot Northbourne,1099,927,517,819,11.18012422,,
E05006581,Didcot Park,937,1229,451,748,NA,,
E05000699,Didsbury East,1170,1427,1247,1633,12.78538813,,
E05000700,Didsbury West,889,882,1560,1726,22.76105223,,
E05005364,Digmoor,1667,1141,827,633,27.14598349,,
E05005300,Dilworth,64,420,115,350,9.701121827,,
E05008936,Dinnington,1426,2802,1145,1706,21.17117117,,
E05003397,Dinting,35,217,94,262,26.78906884,,
E05008627,Disley,205,523,209,624,8.670520231,,
E05002680,Disraeli,1223,831,413,720,9.959648128,,
E05005918,Diss,1169,1902,873,1321,16.7539267,,
E05003186,Distington,1054,1055,442,568,11.55581991,,
E05005894,Ditchingham and Broome,208,531,116,367,16.48475314,,
E05003947,Ditchling and Westmeston,165,314,111,332,25.33936652,,
E05001583,Ditton,1432,1851,833,976,17.28395062,,
E05008540,Ditton,513,853,248,645,15.10204082,,
E05005807,Docking,362,487,76,319,12.2324159,,
E05007901,Dodderhill,301,524,98,308,12.65822785,,
E05002740,Doddington,92,445,91,301,18.01470588,,
E05002052,Dodington,154,997,313,989,14.3902439,,
E05008667,Dodleston and Huntington,127,446,171,483,12.07813135,,
E05007083,Dodnash,268,585,127,472,14.18918919,,
E05000983,Dodworth,1182,2414,918,1356,15.83710407,,
E05002173,Dogsthorpe,3516,2617,1395,1345,15.27942041,,
E05000088,Dollis Hill,2925,2452,1449,1659,15.99298831,,
E05005645,"Donington, Quadring and Gosberton",811,1874,324,1040,21.15064814,,
E05001889,Donnington,2269,1741,766,880,23.79816988,,
E05007609,Donnington,98,259,107,300,17.87206143,,
E05002151,Dorcan,1599,1550,717,1249,15.10416667,,
E05003751,Dorchester East,944,802,527,738,19.87477677,,
E05003752,Dorchester North,1096,939,860,848,16.10816814,,
E05003753,Dorchester South,216,546,194,546,24.8526598,,
E05003754,Dorchester West,1101,804,378,629,14.48556743,,
E05007465,Dordon,671,952,251,437,16.42554603,,
E05001048,Dore and Totley,994,1887,1017,2216,14.89361702,,
E05007318,Dorking North,274,458,384,516,14.89361702,,
E05007319,Dorking South,762,795,549,875,25.96919897,,
E05007392,Dormansland and Felcourt,221,527,110,452,13.33333333,,
E05001507,Dormanstown,1536,1726,961,1006,17.33178265,,
E05000172,Dormers Wells,3378,2533,1590,1552,16.66095152,,
E05002663,Dorney and Burnham South,96,211,46,185,17.61658031,,
E05001288,Dorridge and Hockley Heath,350,1080,373,1220,12.29508197,,
E05001890,Dothill,296,421,233,381,14.21319797,,
E05000847,Douglas,3567,3641,2011,1770,16.82476449,,
E05003352,Dovedale and Parwich,153,351,60,229,27.73109244,,
E05003353,Doveridge and Sudbury,81,407,73,280,15.01976285,,
E05002053,Downend,309,1463,687,1400,14.98945393,,
E05004209,Downhall and Rawreth,142,725,132,558,9.756097561,,
E05000442,Downham,5672,3307,2621,2064,21.90885671,,
E05005808,Downham Old Town,513,723,331,429,23.84713113,,
E05002719,Downham Villages,544,803,139,549,22.27368099,,
E05004468,Downland,203,262,34,260,25.73529412,,
E05002299,Downlands,555,364,55,332,21.98302078,,
E05008932,Downlands and Forest,295,404,70,390,15.76086957,,
E05002681,Downley and Plomer Hill,248,689,157,564,27.38540828,,
E05005111,Downs,310,622,88,458,10.95890411,,
E05004874,Downs North,284,382,74,327,22.42476347,,
E05004875,Downs West,352,483,81,329,18.12585263,,
E05004990,Downswood and Otham,153,284,75,356,19.46997141,,
E05008360,Downton and Ebble Valley,467,814,244,687,11.72839506,,
E05001156,Doxford,1865,2040,1001,1261,20,,
E05002081,Drake,800,894,1666,1389,15.46851188,,
E05007902,Drakes Broughton,178,400,72,302,10.4266343,,
E05007827,Drakes Cross and Walkers Heath,510,1060,238,657,19.31901173,,
E05003372,Draycott,453,805,288,578,14.41440434,,
E05005952,Drayton,959,1125,438,904,14.28571429,,
E05006608,Drayton,242,412,115,307,10.82631868,,
E05002446,Drayton and Farlington,372,1896,700,1720,13.88124431,,
E05005764,Drayton North,253,319,107,356,10.06711409,,
E05005765,Drayton South,124,627,105,357,23.80952381,,
E05008725,Dresden and Florence,668,1346,546,598,12.81969857,,
E05003643,Drewsteignton,107,195,38,231,15.58935361,,
E05001694,Driffield and Rural,993,3077,1293,2219,16.14735703,,
E05001749,Dringhouses and Woodthorpe,1042,1739,906,1470,17.22222222,,
E05007903,Droitwich Central,666,651,279,372,17.9748229,,
E05007904,Droitwich East,976,1171,636,867,17.46647889,,
E05007905,Droitwich South East,109,511,81,610,20,,
E05007906,Droitwich South West,879,957,378,734,19.2139738,,
E05007907,Droitwich West,1948,1254,439,739,22.5689879,,
E05003423,Dronfield North,1083,837,386,591,22.73966532,,
E05003424,Dronfield South,316,737,259,758,12.5,,
E05003425,Dronfield Woodhouse,112,525,139,497,11.24625808,,
E05004658,"Droxford, Soberton and Hambledon",212,226,45,237,17.4863388,,
E05000807,Droylsden East,1590,2790,1606,1666,10.76235902,,
E05000808,Droylsden West,913,2774,1343,1612,18.69662338,,
E05001671,Drypool,1553,3023,2579,1963,19.62276473,,
E05006638,Ducklington,162,372,68,247,18.06167401,,
E05000089,Dudden Hill,2756,2375,2234,1898,12.97709924,,
E05008521,Duffield,245,536,276,608,9.950248756,,
E05000938,Duke's,604,2913,2497,2385,21.12676056,,
E05005227,Duke's,174,241,536,429,14.44954128,,
E05000809,Dukinfield,3029,2943,1693,1751,15.13754153,,
E05000810,Dukinfield Stalybridge,1674,2401,1297,1572,17.31943295,,
E05002720,Dullingham Villages,321,315,82,306,20.84490071,,
E05008920,Dulverton and District,442,515,193,469,21.963514,,
E05004639,Dun Valley,341,290,62,239,14.63414634,,
E05007498,Dunchurch and Knightlow,535,867,230,829,12.10526316,,
E05000459,Dundonald,353,603,1364,1024,21.60278746,,
E05005699,Dunholme,177,439,106,314,19.2392994,,
E05003466,Dunkeswell,109,459,85,339,27.84963939,,
E05001834,Dunkirk and Lenton,1426,974,1858,1336,10.89108911,,
E05008786,Dunstable-Central,409,852,565,787,15.91259596,,
E05008787,Dunstable-Icknield,296,1372,378,1084,19.01467236,,
E05008788,Dunstable-Manshead,1629,1060,612,753,12.04379562,,
E05008789,Dunstable-Northfields,2081,1834,845,1249,21.71700649,,
E05008790,Dunstable-Watling,544,1340,445,1234,19.89247312,,
E05008921,Dunster and Timberscombe,240,285,103,203,15.01449751,,
E05003327,Dunston,2501,1811,1048,1036,24.67874222,,
E05001074,Dunston and Teams,3449,2397,1968,1294,11.90132898,,
E05001075,Dunston Hill and Whickham East,1004,1698,983,1213,26.46545452,,
E05005460,Dunton,107,300,71,278,17.7677738,,
E05005012,Dunton Green and Riverhead,441,508,247,576,22.13221398,,
E05007981,Durham South,1005,1172,570,827,23.45844584,,
E05007697,Durrington,634,1236,510,835,16.47903861,,
E05008361,Durrington and Larkhill,927,830,293,820,10.46738074,,
E05004387,Dursley,1378,1115,566,935,22.75010109,,
E05003493,Duryard,139,287,126,343,14.85148515,,
E05002799,Duxford,489,367,115,300,24.01329617,,
E05001467,Dyke House,1816,1555,1073,672,17.96215727,,
E05005034,Dymchurch and St Mary's Bay,515,2044,449,1058,16.78571429,,
E05007850,Dyson Perrins,749,686,243,527,17.28395062,,
E05005624,"Eagle, Swinderby and Witham St Hughs",181,664,112,615,21.875,,
E05001533,Eaglescliffe,481,1401,540,1234,18.72003246,,
E05008863,Eakring,114,512,126,365,14.10124493,,
E05000173,Ealing Broadway,1244,870,2449,2229,17.64705882,,
