Zone Code,Zone Name,people,households,rent,%rent
40UBGP,Chilcompton,2029,27,755,37.2104485
00ACFZ,Childs Hill,17261,332,6851,39.69063206
00BYFH,Childwall,16461,155,6393,38.83725169
09UEGF,Chiltern,4514,81,1810,40.09747452
11UFGQ,Chiltern Rise,5390,65,2151,39.90723562
38UDGQ,Chiltern Woods,2267,70,934,41.19982356
20UGGC,Chilton,5184,22,2245,43.30632716
37UDGG,Chilwell East,4815,49,2049,42.55451713
37UDGH,Chilwell West,7915,81,3381,42.71636134
24UNGK,"Chilworth, Nursling and Rownhams",6382,127,2416,37.85647133
24UBHY,Chineham,7003,78,2919,41.68213623
00BHGA,Chingford Green,9497,59,4176,43.97178056
38UDGR,Chinnor,5857,75,2197,37.51067099
46UCHJ,Chippenham Allington,2554,40,1048,41.03367267
46UCHK,Chippenham Audley,2627,15,1024,38.9798249
46UCHL,Chippenham Avon,2404,21,1056,43.92678869
46UCHM,Chippenham Hill Rise,2615,35,1071,40.95602294
46UCHN,Chippenham London Road,2515,13,1045,41.55069583
46UCHP,Chippenham Monkton Park,1997,22,884,44.2663996
46UCHQ,Chippenham Park,2575,29,1061,41.2038835
46UCHR,Chippenham Pewsham,5361,36,2143,39.97388547
46UCHS,Chippenham Redland,2615,18,1092,41.75908222
46UCHT,Chippenham Westcroft/Queen's,2802,31,1118,39.90007138
30ULGG,Chipping,1337,24,507,37.92071803
38UFGX,Chipping Norton,5972,77,2540,42.53181514
22UHGN,"Chipping Ongar, Greensted and Marden Ash",4115,69,1698,41.2636695
00HDPA,Chipping Sodbury,6382,54,2660,41.67972422
43UFFW,"Chipstead, Hooley and Woodmansterne",6912,103,2653,38.38252315
39UFGM,Chirbury,914,13,346,37.85557987
00CKFD,Chirton,8334,11,3809,45.70434365
00AFGJ,Chislehurst,14739,201,5996,40.68118597
30UEGC,Chisnall,3946,42,1588,40.24328434
00ATGA,Chiswick Homefields,10290,163,4551,44.22740525
00ATGB,Chiswick Riverside,10935,191,4906,44.86511203
18UEGP,Chittlehampton,2175,33,869,39.95402299
43UJFU,Chobham,3800,90,1596,42
11UCGU,"Cholesbury, The Lee and Bellingdon",2290,61,897,39.17030568
35UFGP,Chollerton with Whittington,1218,28,508,41.70771757
38UDGS,Cholsey and Wallingford South,5072,100,2028,39.98422713
35UGFY,Choppington,2891,9,1238,42.82255275
00CHFE,Chopwell and Rowlands Gill,9325,59,4082,43.77479893
30UEGD,Chorley East,6420,30,2798,43.58255452
30UEGE,Chorley North East,6791,58,2866,42.20291562
30UEGF,Chorley North West,6106,95,2582,42.28627579
30UEGG,Chorley South East,5901,50,2634,44.63650229
30UEGH,Chorley South West,6338,30,2646,41.74818555
26UJGB,Chorleywood East,3895,118,1473,37.81771502
26UJGC,Chorleywood West,5320,142,2125,39.94360902
00BNFN,Chorlton,14356,90,6580,45.83449429
00CHFF,Chowdene,8324,43,3713,44.60595867
22UGGH,Christ Church,4201,89,1751,41.68055225
00ADGF,Christchurch,10390,92,4332,41.69393648
16UBGR,Christchurch,3110,81,1507,48.45659164
24UFFR,Christchurch,3838,18,1678,43.72068786
43UDGC,Christchurch,4668,179,2007,42.99485861
23UDGM,Christchurch and English Bicknor,1517,38,611,40.27686223
13UBGK,Christleton,4281,119,1685,39.35996263
18UHGT,Chudleigh,5472,59,2244,41.00877193
18UEGQ,Chulmleigh,2087,32,872,41.78246287
00BMFB,Church,11029,164,4537,41.13700245
00BYFJ,Church,18314,183,7601,41.50376761
00CAGE,Church,12485,76,5486,43.94072887
00MCMU,Church,10315,66,3284,31.83713039
30UGFY,Church,5264,20,2093,39.7606383
00GFNQ,Church Aston and Lilleshall,2912,71,1158,39.76648352
24UGFT,Church Crookham East,4711,84,1917,40.69199745
24UGFU,Church Crookham West,4999,71,2072,41.44828966
41UGGL,Church Eaton,2032,36,818,40.25590551
00BCGC,Church End,9997,115,4097,40.98229469
17UKFX,Church Gresley,4805,29,2027,42.18522373
47UDFR,Church Hill,8493,54,3419,40.25668197
22UJFT,Church Langley,7661,23,3198,41.74389766
00BKGE,Church Street,6490,27,2756,42.46533128
39UFGN,Church Stretton North,1970,26,949,48.17258883
39UFGP,Church Stretton South,2216,41,983,44.35920578
23UDGN,Churcham and Huntley,1692,24,692,40.89834515
23UGGH,Churchdown Brookfield,4138,104,1772,42.82261962
23UGGJ,Churchdown St John's,6634,67,2844,42.87006331
00BKGD,Churchill,8391,75,4080,48.62352521
38UCFX,Churchill,6075,39,2240,36.87242798
45UBFR,Churchill,4392,16,2044,46.53916211
23UCGT,Churn Valley,1966,51,709,36.06307223
41UCGJ,Churnet,2462,36,959,38.95207149
41UHGX,Churnet,3226,22,1317,40.82455053
00HHMQ,Churston-with-Galmpton,6794,91,3081,45.34883721
23UDGP,Cinderford East,3607,19,1489,41.28084281
23UDGQ,Cinderford West,4509,15,1964,43.55732978
00MDMU,Cippenham Green,8619,42,3383,39.2504931
00MDMW,Cippenham Meadows,9294,57,3867,41.6074887
23UCGU,Cirencester Beeches,4030,44,1549,38.43672457
23UCGW,Cirencester Chesterton,4013,42,1563,38.94841764
23UCGX,Cirencester Park,2972,33,1540,51.81695828
23UCGY,Cirencester Stratton-Whiteway,3457,73,1415,40.93144345
23UCGZ,Cirencester Watermoor,3852,33,1800,46.72897196
13UBGL,City & St Anne's,2892,14,1760,60.85753804
00DAFH,City and Holbeck,20676,39,10056,48.63609983
47UEFS,Claines,7873,110,3292,41.81379398
00ECNH,Clairville,5706,23,2368,41.50017525
43UDGD,Clandon and Horsley,8409,273,3346,39.79070044
24UCGS,Clanfield and Finchdean,4725,63,1872,39.61904762
09UDGK,Clapham,5374,57,2248,41.83103833
00AYGB,Clapham Common,12270,159,5388,43.91198044
00AYGC,Clapham Town,13332,132,6035,45.2670267
42UFGS,Clare,1975,26,873,44.20253165
18UDGL,Clare and Shuttern,3203,57,1354,42.27286919
00BRFE,Claremont,12763,55,5364,42.02773643
00EYND,Claremont,7430,33,3491,46.98519515
26UGFZ,Clarence,6069,157,2422,39.9077278
44UFGB,Clarendon,4954,87,2505,50.56519984
12UDGF,Clarkson,2129,27,916,43.02489432
36UDGP,Claro,3037,58,1248,41.09318406
00CBFE,Clatterbridge,16906,308,6751,39.93256832
00CBFF,Claughton,13723,168,5821,42.41783867
44UEGU,Claverdon,2246,47,889,39.58147818
22UQGN,Clavering,1389,35,543,39.09287257
39UBGF,Claverley,1477,18,604,40.89370345
17UJGG,Clay Cross North,5073,24,2304,45.41691307
17UJGH,Clay Cross South,3696,15,1583,42.83008658
00MBNR,Clay Hill,5705,32,2300,40.31551271
33UDGD,Claydon,7426,38,3461,46.60651764
42UEGR,Claydon and Barham,4200,55,1715,40.83333333
43UBFZ,Claygate,6492,152,2577,39.69500924
00BCGD,Clayhall,11855,197,4136,34.88823281
00CXFG,Clayton,14491,112,5691,39.27265199
41UEGE,Clayton,4027,31,1767,43.87881798
30ULGH,Clayton-le-Dale with Ramsgreave,2468,42,1009,40.88330632
30UGFZ,Clayton-le-Moors,5044,47,2034,40.32513878
30UEGJ,Clayton-le-Woods and Whittle-le-Woods,6881,77,2710,39.38381049
30UEGK,Clayton-le-Woods North,6867,46,2909,42.36202126
30UEGL,Clayton-le-Woods West and Cuerden,4217,46,1700,40.31301873
37UCGH,Clayworth,1905,43,799,41.94225722
00CLFF,Cleadon and East Boldon,9037,111,3681,40.73254399
00CLFG,Cleadon Park,8070,27,3228,40
16UEGH,Cleator Moor North,4160,22,1801,43.29326923
16UEGJ,Cleator Moor South,2779,16,1202,43.25296869
00CZFF,Cleckheaton,14937,80,6564,43.94456718
39UFGQ,Clee,2614,39,1035,39.5944912
23UGGK,Cleeve Grange,1944,27,905,46.55349794
23UGGL,Cleeve Hill,3460,100,1452,41.96531792
23UGGM,Cleeve St Michael's,3735,33,1694,45.35475234
23UGGN,Cleeve West,4265,44,1856,43.51699883
00BCGE,Clementswood,11286,104,3696,32.74853801
33UEGX,Clenchwarton,2200,19,913,41.5
39UFGR,Cleobury Mortimer,2774,39,1111,40.05046864
00AUGB,Clerkenwell,9773,61,4632,47.39588663
00HCNS,Clevedon Central,3076,22,1308,42.52275683
00HCNT,Clevedon East,3442,41,1437,41.74898315
00HCNU,Clevedon North,2547,18,1221,47.93875147
00HCNW,Clevedon South,3294,25,1421,43.13904068
00HCNX,Clevedon Walton,2837,59,1134,39.9718012
00HCNY,Clevedon West,3306,28,1396,42.22625529
00HCNZ,Clevedon Yeo,3455,32,1354,39.18958032
00AJGD,Cleveland,14179,213,5729,40.40482404
30UQGM,Cleveleys Park,5994,34,2720,45.37871205
00MENF,Clewer East,4393,44,1825,41.54336444
00MENG,Clewer North,7233,99,3137,43.37066224
00MENH,Clewer South,5220,53,2132,40.84291188
32UEGP,Cliff Villages,4500,63,1872,41.6
00BUFF,Clifford,10095,62,4099,40.60425953
29UNGK,Cliffsend and Pegwell,4444,45,1966,44.23942394
00EYNE,Clifton,6938,14,3127,45.07062554
00FFNJ,Clifton,12017,98,5337,44.41208288
00HBNW,Clifton,10293,142,4670,45.37064024
16UBGS,Clifton,1492,8,639,42.82841823
30UFGC,Clifton,3887,51,1954,50.27013121
17UFGL,Clifton and Bradley,1784,40,721,40.41479821
09UCGP,Clifton and Meppershall,4279,69,1655,38.67726104
00HBNX,Clifton East,9359,91,4477,47.8363073
00FYNP,Clifton North,12813,157,5232,40.83352845
00FYNQ,Clifton South,13648,32,5901,43.23710434
00HHMR,Clifton-with-Maidenway,7043,64,3021,42.89365327
29UNGL,Cliftonville East,6113,75,2849,46.60559463
29UNGM,Cliftonville West,6939,34,3002,43.26271797
18UKGK,Clinton,1583,22,616,38.91345546
34UCGN,Clipston,1841,41,744,40.41281912
37UGGS,Clipstone,3469,16,1425,41.0781205
00AMGD,Clissold,10438,50,4712,45.14274765
39UCGE,Clive and Myddle,2552,43,1049,41.10501567
30UDGT,Cliviger with Worsthorne,5358,82,2194,40.94811497
00AFGK,Clock House,15757,126,6885,43.69486577
18UKGL,Clovelly Bay,1616,13,666,41.21287129
30UJGB,Clover Hill,5236,46,2121,40.50802139
17UCGG,Clowne North,3707,16,1619,43.67413002
17UCGH,Clowne South,3740,27,1538,41.12299465
00BYFK,Clubmoor,13387,35,5505,41.12198401
39UFGS,Clun,1086,16,500,46.04051565
39UFGT,Clun Forest,964,22,405,42.01244813
00HANX,Clutton,2444,30,928,37.9705401
18UBGT,Clyst Valley,2171,42,945,43.52832796
17UJGJ,Coal Aston,3362,40,1509,44.88399762
30UDGU,Coal Clough with Deerplay,5410,50,2127,39.31608133
23UFGS,Coaley and Uley,2324,66,911,39.19965577
31UHGG,Coalville,4496,18,1868,41.5480427
32UBFU,Coastal,3851,37,1505,39.08075824
30UJGC,Coates,5508,45,2322,42.15686275
00EENA,Coatham,5154,19,2359,45.77027551
43UBGA,Cobham and Downside,6158,142,2568,41.70185125
43UBGB,Cobham Fairmile,4760,124,1680,35.29411765
00EHNE,Cockerton East,5081,21,2122,41.7634324
00EHNF,Cockerton West,4180,13,1846,44.16267943
20UHGA,Cockfield,1545,4,717,46.40776699
00AKGP,Cockfosters,12536,192,5030,40.12444161
00HHMS,Cockington-with-Chelston,11118,147,4603,41.40133117
39UCGF,Cockshutt,1297,30,445,34.30994603
20UJFZ,Cockton Hill,4603,65,2042,44.36237237
26UFGG,Codicote,2560,49,1138,44.453125
17UBGJ,Codnor and Waingroves,4966,42,2044,41.15988723
41UFHR,Codsall North,4036,52,1719,42.59167493
41UFHS,Codsall South,3952,88,1520,38.46153846
34UGGS,Cogenhoe,1439,36,594,41.27866574
22UCGW,Coggeshall and North Feering,4778,71,2092,43.78401005
13UHGQ,Cogshall,2159,41,855,39.60166744
18UKGM,Coham Bridge,1557,14,640,41.1046885
45UBFS,Cokeham,4212,26,1882,44.68186135
40UDKC,Coker,5258,102,2310,43.93305439
36UEGJ,Colburn,3606,31,1381,38.29728231
00MBNS,Cold Ash,3206,87,998,31.12913288
24UPGN,Colden Common and Twyford,5137,93,2202,42.86548569
00AYGD,Coldharbour,14376,75,6184,43.01613801
11UBHA,Coldharbour,6363,19,2710,42.58997328
29UGFY,Coldharbour,4794,17,1957,40.82186066
00ALGS,Coldharbour and New Eltham,12425,89,5193,41.79476861
00BPFE,Coldhurst,11935,59,4090,34.26895685
40UBGQ,Coleford,2350,17,927,39.44680851
23UDGR,Coleford Central,3055,25,1381,45.20458265
23UDGS,Coleford East,5296,46,2221,41.93731118
19UDGC,Colehill East,4734,74,1910,40.34643008
19UDGD,Colehill West,2318,68,937,40.42277826
00FNNN,Coleman,12099,117,4564,37.7221258
12UBFU,Coleridge,7427,83,3230,43.48996903
46UCHU,Colerne,2807,54,1032,36.76522978
44UBGB,Coleshill North,3153,16,1304,41.35743736
44UBGC,Coleshill South,3190,27,1432,44.89028213
00ACGA,Colindale,13860,151,5711,41.2049062
00BEGG,College,10294,152,4603,44.71536818
00EHNG,College,3732,108,1561,41.82743837
00GFNR,College,3070,42,1306,42.54071661
13UBGM,College,5434,30,2179,40.09937431
18UHGU,College,5280,76,2187,41.42045455
23UBFW,College,5559,83,2503,45.02608383
30UKFZ,College,3517,67,1319,37.50355417
35UGFZ,College,3650,22,1702,46.63013699
43UCFQ,College,5372,137,2166,40.3201787
00ANGD,College Park and Old Oak,7643,34,3199,41.85529242
00MANA,College Town,5905,66,1979,33.51397121
00BAFZ,Colliers Wood,9293,55,4054,43.62423329
00CMFC,Colliery,9006,18,4016,44.59249389
46UBGR,Collingbourne,1535,30,593,38.63192182
37UGGT,Collingham and Meering,4472,79,1947,43.53756708
21UGGG,Collington,4248,54,1994,46.93973635
00CKFE,Collingwood,9239,26,4091,44.27968395
00MDMX,Colnbrook with Poyle,5408,34,2233,41.29068047
00CZFG,Colne Valley West,13540,104,5892,43.5155096
26UGGA,Colney Heath,5449,69,2144,39.34666911
33UCGU,Coltishall,2509,32,1076,42.8856118
41UDGQ,Colton and Mavesyn Ridware,1750,26,659,37.65714286
39UEGF,Column,4369,108,1882,43.07621881
00AWGB,Colville,7909,54,4007,50.66380073
18UBGU,Coly Valley,4280,69,1884,44.01869159
00ADGG,Colyers,10595,55,4334,40.90608778
00HANY,Combe Down,5339,88,2342,43.86589249
18UEGR,Combe Martin,3839,40,1621,42.22453764
12UGHC,Comberton,2189,54,895,40.88624943
40UEGM,Comeytrowe,5583,88,2446,43.81157084
41UGGM,Common,4102,23,1952,47.58654315
00HGMY,Compton,11597,175,4871,42.00224196
00MBNT,Compton,3045,53,1174,38.55500821
37UJGK,Compton Acres,4918,75,1788,36.35624237
24UPGP,Compton and Otterbourne,3724,157,1457,39.12459721
39UEGG,Condover,2140,44,866,40.46728972
13UCGB,Congleton Central,4355,47,1940,44.54649828
13UCGC,Congleton North,3727,24,1590,42.66165817
13UCGD,Congleton North West,3565,46,1549,43.45021038
13UCGE,Congleton South,5867,140,2365,40.31020965
13UCGF,Congleton West,5249,81,2133,40.63631168
00HCPA,Congresbury,3447,69,1368,39.68668407
33UBGY,Conifer,2132,17,893,41.88555347
32UCHG,Coningsby and Tattershall,5551,74,2067,37.23653396
00CEFJ,Conisbrough,14172,41,5848,41.26446514
16UGHG,Coniston,1867,27,809,43.33154794
21UDFY,Conquest,4985,50,2064,41.40421264
20UDGH,Consett East,1548,12,676,43.66925065
20UDGJ,Consett North,4426,28,2041,46.11387257
20UDGK,Consett South,3231,11,1407,43.54688951
15UDGD,"Constantine, Gweek and Mawnan",3740,63,1681,44.94652406
47UGGA,Cookley,2491,18,1012,40.62625452
00DAFJ,Cookridge,21405,296,9216,43.0553609
00AXGD,Coombe Hill,10318,236,3705,35.90812173
23UGGP,Coombe Hill,4560,62,1942,42.5877193
00AXGE,Coombe Vale,9271,190,3597,38.79840362
00AFGL,Copers Cope,14229,156,7586,53.31365521
22UGGJ,Copford and West Stanway,1876,33,703,37.47334755
00MRMS,Copnor,13303,74,5236,39.35954296
13UDGK,Coppenhall,4346,21,1779,40.93419236
00ACGB,Coppetts,14504,156,6263,43.1811914
30UEGM,Coppull,6459,40,2590,40.09908655
39UEGH,Copthorne,4371,121,1943,44.45207046
45UGGS,Copthorne and Worth,4580,96,1736,37.90393013
17UHGJ,Corbar,3589,66,1554,43.29896907
35UFGQ,Corbridge,3006,75,1372,45.64204923
19UDGE,Corfe Mullen Central,5160,73,2015,39.0503876
19UDGF,Corfe Mullen North,2408,55,948,39.36877076
19UDGG,Corfe Mullen South,2579,36,1095,42.45831718
26UCGT,Corner Hall,5935,46,2294,38.65206403
20UDGL,Cornsay,1625,18,663,40.8
18UGGR,Cornwood and Sparkwell,2311,25,991,42.88186932
00MFNF,Coronation,5871,119,2205,37.55748595
00EXNC,Corporation Park,6644,108,2246,33.80493679
33UFGS,Corpusty,2241,30,965,43.06113342
00KGNB,Corringham and Fobbing,5710,34,2264,39.6497373
46UCHW,Corsham,4633,63,1916,41.3554932
39UFGU,Corve Valley,1045,18,423,40.4784689
31UBFZ,Cosby with South Whetstone,4901,39,1845,37.64537849
00CRFF,Coseley East,12054,30,5003,41.50489464
00CRFG,Coseley West,12101,47,4822,39.84794645
34UGGT,Cosgrove,2024,23,848,41.8972332
00MRMT,Cosham,13134,75,5289,40.26952947
37UDGJ,Cossall and Kimberley,6849,38,2860,41.75792086
34UGGU,Cote,1871,39,734,39.2303581
17UHGK,Cote Heath,4022,22,1593,39.60716062
37UJGL,Cotgrave,7373,53,2857,38.74949139
00HBNY,Cotham,10902,115,4922,45.14767932
20UHGB,Cotherstone with Lartington,685,10,291,42.48175182
17UGGE,Cotmanhay,4394,12,1930,43.92353209
41UGGN,Coton,4014,16,1660,41.3552566
00HDPB,Cotswold Edge,3526,91,1387,39.33635848
12UGHD,Cottenham,7389,117,2989,40.45202328
00FPMT,Cottesmore,2941,45,1049,35.66814009
00FBNH,Cottingham North,8871,116,3361,37.88749859
00FBNJ,Cottingham South,8897,74,3859,43.37417107
00ECNJ,Coulby Newham,8657,65,3574,41.28450965
00AHGJ,Coulsdon East,12225,192,4887,39.97546012
00AHGK,Coulsdon West,13220,242,4697,35.52950076
20UJGA,Coundon,4316,14,1852,42.91010195
31UBGA,Countesthorpe,6666,66,2655,39.8289829
00BYFL,County,14275,23,6449,45.17688266
30UNGE,Coupe Green and Gregson Lane,3555,46,1459,41.04078762
43UCFR,Court,5049,26,1889,37.41334918
34UGGW,Courteenhall,3382,35,1415,41.83914843
00AWGC,Courtfield,9578,103,4895,51.10670286
24ULFR,Cove and Southwood,6548,55,2503,38.22541234
00HXNB,Covingham and Nythe,8569,87,3538,41.28836504
29UKGM,Cowden and Hever,1901,50,775,40.76801683
00MWPN,Cowes Castle East,2215,30,1203,54.31151242
00MWPP,Cowes Castle West,2256,39,971,43.04078014
00MWPQ,Cowes Central,2558,23,1053,41.16497263
00MWPR,Cowes Medina,2634,7,1122,42.59681093
45UFGH,"Cowfold, Shermanbury and West Grinstead",5252,92,2005,38.17593298
18UCFW,Cowick,5655,26,2306,40.7780725
38UCFY,Cowley,5460,38,2332,42.71062271
38UCFZ,Cowley Marsh,4886,37,2069,42.34547687
36UBGE,Cowling,2096,14,823,39.26526718
35UDGN,Cowpen,4807,10,1981,41.21073435
24UHFU,Cowplain,9215,79,3792,41.15029843
36UCGQ,Cowtons,1714,52,698,40.72345391
00MENJ,Cox Green,7203,114,2758,38.28960155
00MSMX,Coxford,14232,63,5844,41.0623946
29UHGM,Coxheath and Hunton,6863,76,2807,40.90048084
20UEGH,Coxhoe,5543,21,2376,42.86487462
47UDFS,Crabbs Cross,5683,65,2280,40.11965511
00CSFE,Cradley Heath and Old Hill,12450,41,5307,42.62650602
20UDGM,Craghead and South Stanley,5022,17,2050,40.82039028
16UGHH,Crake Valley,1823,30,758,41.57981349
36UCGR,Crakehall,1680,36,701,41.72619048
35UDGP,Cramlington East,5408,18,2360,43.63905325
35UDGQ,Cramlington Eastfield with East Hartford,3877,30,1438,37.09053392
35UDGR,Cramlington North,5606,67,2009,35.83660364
35UDGS,Cramlington Parkside,3355,48,1265,37.70491803
35UDGT,Cramlington South East,4152,42,1894,45.61657033
35UDGU,Cramlington Village,4385,51,1923,43.85404789
35UDGW,Cramlington West,3615,10,1444,39.94467497
19UEGP,Cranborne Chase,1872,52,828,44.23076923
00BCGF,Cranbrook,11858,147,4094,34.52521504
19UDGH,Crane,2209,49,841,38.07152558
09UCGQ,Cranfield,5438,86,2011,36.98050754
00ATGC,Cranford,10936,117,3860,35.2962692
00ARGD,Cranham,12242,139,5111,41.7497141
43ULGK,Cranleigh East,6413,128,2611,40.71417433
43ULGL,Cranleigh West,4021,110,1568,38.99527481
37UJGM,Cranmer,2107,34,783,37.16184148
18UDGM,Cranmore,4821,45,2119,43.95353661
32UEGQ,Cranwell and Byard's Leap,2876,49,967,33.62308762
00CXFH,Craven,15875,182,6752,42.53228346
30UJGD,Craven,5589,44,2420,43.29933799
38UEGT,Craven,2233,79,901,40.34930587
00CHFG,Crawcrook and Greenside,9331,47,4006,42.93216161
00KAMX,Crawley,7113,32,2804,39.42077886
45UGGT,Crawley Down and Turners Hill,7157,126,2695,37.65544222
00ADGJ,Cray Meadows,10295,66,4418,42.91403594
00AFGM,Cray Valley East,14663,66,6463,44.07692832
00AFGN,Cray Valley West,16121,89,6694,41.52347869
00ADGH,Crayford,10290,36,4459,43.33333333
00GAPH,Credenhill,3273,54,1292,39.47448824
40UBGR,Creech,2300,19,981,42.65217391
19UGFQ,Creech Barrow,1851,33,784,42.35548352
00HPMX,Creekmoor,9257,62,3988,43.08091174
00AWGD,Cremorne,9290,96,4595,49.46178687
22UCGX,Cressing and Stisted,2155,20,896,41.57772622
40UDKD,Crewkerne,7520,73,3314,44.06914894
30UMFP,Cribden,3627,57,1386,38.2133995
17UBGK,Crich,2281,24,1011,44.3226655
34UCGP,Crick,1545,34,633,40.97087379
00BAGA,Cricket Green,10369,63,4209,40.59214968
46UCHX,Cricklade,4733,92,1874,39.59433763
33UHHB,Cringleford,3948,103,1696,42.95845998
15UGFW,Crinnis,1821,35,859,47.17188358
00AAFQ,Cripplegate,3007,26,1830,60.857998
29UKGN,Crockenhill and Well Hill,1860,22,762,40.96774194
32UCHH,Croft,2289,26,912,39.84272608
35UDGX,Croft,4867,14,2151,44.19560304
36UEGK,Croft,1295,31,504,38.91891892
00FCMQ,Croft Baker,11677,38,5385,46.11629699
31UBGB,Croft Hill,2251,26,897,39.84895602
00DBFD,Crofton and Ackworth,15365,158,6219,40.47510576
00AZGH,Crofton Park,13904,71,5812,41.8009206
00AHGL,Croham,14443,204,6825,47.25472547
33UGFU,Crome,9894,33,4158,42.02546998
33UFGT,Cromer Town,3882,17,1925,49.58784132
00BPFF,Crompton,11066,90,4621,41.75853967
33UHHC,Cromwells,2256,36,916,40.60283688
24UGFW,Crondall,4053,122,1478,36.46681471
20UJGB,Crook North,1635,9,698,42.6911315
20UJGC,Crook South,4662,40,1996,42.81424281
16UGHJ,Crooklands,2244,33,871,38.81461676
38UBHA,Cropredy,2702,58,1138,42.11695041
36UFGH,Cropton,1502,25,638,42.47669774
00FDND,Crosby and Park,11738,98,4691,39.96421878
16UFGL,Crosby Ravensworth,1339,24,515,38.46153846
00CZFH,Crosland Moor,15694,126,6551,41.74206703
41UEGF,Cross Heath,6157,16,2709,43.99870067
21UHGQ,Cross in Hand/Five Ashes,2291,47,896,39.10955914
20UEGJ,Crossgate and Framwelgate,4791,107,1782,37.19474014
22UBFT,Crouch,7491,56,3122,41.67667868
00APGD,Crouch End,10762,109,5402,50.19513102
21UHGR,Crowborough East,5247,60,1955,37.25938632
21UHGS,Crowborough Jarvis Brook,2686,29,1064,39.61280715
21UHGT,Crowborough North,5054,97,2010,39.77047883
21UHGU,Crowborough St. Johns,2193,60,889,40.5380757
21UHGW,Crowborough West,4759,111,1974,41.47930237
40UFGB,Crowcombe and Stogumber,1085,37,482,44.42396313
21UGGH,Crowhurst,2583,56,994,38.48238482
32UFGA,Crowland,3607,35,1520,42.14028278
38UDGT,Crowmarsh,2414,46,889,36.82684341
41UCGK,Crown,2532,49,987,38.98104265
44UFGC,Crown,5829,44,2414,41.41362155
00MANB,Crown Wood,8466,42,3503,41.3772738
00MANC,Crowthorne,5200,68,1923,36.98076923
26UJGD,Croxley Green,5327,77,2186,41.03623052
26UJGE,Croxley Green North,3384,50,1338,39.53900709
26UJGF,Croxley Green South,3452,42,1368,39.62920046
00BYFM,Croxteth,16543,123,6691,40.44611014
31UGFW,Croxton Kerrial,1662,34,701,42.17809868
34UHFT,Croyland,7608,37,2917,38.34121977
16UBGT,Crummock,1477,52,618,41.84157075
00BNFP,Crumpsall,11363,65,4992,43.9320602
00AFGP,Crystal Palace,11233,51,5677,50.53859165
44UFGD,Cubbington,5777,97,2310,39.98615198
45UGGU,Cuckfield,4840,137,1923,39.73140496
00GFNS,Cuckoo Oak,5648,30,2222,39.34135977
43UCFS,Cuddington,5791,76,2306,39.82041098
13UHGR,Cuddington & Oakmere,5766,145,2350,40.75615678
00CCFE,Cudworth,10021,48,4102,40.93403852
00EUNF,"Culcheth, Glazebury and Croft",11454,127,4363,38.09149642
00CKFF,Cullercoats,9407,75,4229,44.95588392
18UDGN,Cullompton North,3299,41,1339,40.58805699
18UDGP,Cullompton Outer,1844,30,715,38.77440347
