GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese
East Rural,0.000775358,0.03693403,0.007585053,0.036034711,0.48408367
East Saltdean and Telscombe Cliffs,0.018820047,0.15541217,0.06469604,0.161200176,0.526644404
East Sheen,0.038838373,0.058182223,0.097155605,0.151345786,0.359163249
East Southbourne and Tuckton,0.021569042,0.185671376,0.092470719,0.235917047,0.5025762
East Tilbury,0.031789667,0.133162754,0.034578918,0.12663627,0.549927613
East Walworth,0.426728695,0.218155523,0.36196319,0.249595529,0.577423993
East Wickham,0.083738634,0.258538213,0.107863915,0.211648772,0.50253624
East Wittering,0.03531402,0.1257092,0.042275516,0.122076776,0.50253624
East Wolds and Coastal,0.075350673,0.324507732,0.069827105,0.308721871,0.479534726
East Woodhay,0.01346303,0.034041606,0.005577245,0.042506251,0.832610684
Eastbourne,0.093959258,0.182556458,0.103067485,0.135902339,0.587866296
Eastbrook,0.131176429,0.275670264,0.116564417,0.204735991,0.511193464
Eastbrook,0.087122013,0.106685949,0.056887897,0.088983674,0.604894763
Eastbury,0.281948262,0.272889087,0.200780814,0.222532725,0.666811045
Eastcliff,0.072178755,0.196907331,0.184606804,0.187233417,0.610285521
Eastcote and East Ruislip,0.054909424,0.150739793,0.071388734,0.224297691,0.345107634
Eastcott,0.025798266,0.14361998,0.172336866,0.236505368,0.599596874
Eastcotts,0.054697963,0.045277561,0.017512549,0.05853802,0.834090996
Eastern Rother,0.046028054,0.13027033,0.039486893,0.121488454,0.20704446
Eastfield,0.154507648,0.171765491,0.099163413,0.11045742,0.585915523
Eastfield,0.098611405,0.133274002,0.086224205,0.115163995,0.316879021
Eastgate,0.032001128,0.056179775,0.055214724,0.060155905,0.554148414
Eastham,0.080778177,0.282790077,0.133742331,0.274452125,0.622947047
Eastington and Standish,0.013604004,0.034152853,0.008700502,0.031328136,0.511351435
Eastlands,0.0081765,0.080320392,0.033909649,0.117517282,0.364141257
Eastleigh Central,0.154507648,0.18211147,0.120245399,0.220473599,0.483016268
Eastleigh North,0.073588497,0.136277673,0.05354155,0.150757464,0.409198105
Eastleigh South,0.201945443,0.203470909,0.098940323,0.169583762,0.693413092
Eastmoor,0.009586241,0.02514184,0.006134969,0.048242389,0.693413092
Eastney and Craneswater,0.052019454,0.209255757,0.181483547,0.280041183,0.442563991
Easton,0.124339184,0.233952609,0.240602342,0.270628034,0.574050563
Easton,0.014590823,0.045388809,0.006804239,0.052360641,0.606014026
Easton-in-Gordano,0.002819483,0.031149182,0.006804239,0.052360641,0.568448491
Eastrop,0.058222316,0.070419401,0.093363079,0.142520959,0.605203842
Eastry,0.043067597,0.108688397,0.028220859,0.105456685,0.616576413
Eastville,0.098188482,0.207030815,0.160178472,0.264009413,0.823467647
Eastwood North and Greasley (Beauvale),0.01007965,0.078206697,0.02163971,0.063832917,0.623355447
Eastwood Park,0.018890534,0.243631105,0.068488567,0.207971761,0.752394146
Eastwood South,0.12948474,0.29257982,0.141550474,0.191204589,0.546730359
Eaton,0.066680764,0.130047836,0.073842722,0.186792175,0.61139011
Eaton Bray,0.032001128,0.081210368,0.01662019,0.082659215,0.602698444
Eaton Manor,0.213928244,0.212926911,0.106971556,0.163700544,0.798705934
Eaton Park,0.041939804,0.163088219,0.061461238,0.098838064,0.609487022
Eccles,0.145273842,0.259316943,0.208588957,0.228415944,0.56876547
Ecclesall,0.022626348,0.151184781,0.109760178,0.2987204,0.64369977
Eccleshall,0.03362233,0.130381577,0.030563302,0.134284454,0.520186342
Eccleshill,0.280961444,0.485148515,0.279643056,0.367259891,0.355939469
Eccleston,0.045323183,0.197018578,0.077858338,0.231063392,0.555357695
Eccleston and Mawdesley,0.010291112,0.098008677,0.024316788,0.11354611,0.472299308
Eckington,0.014238387,0.038157748,0.007696598,0.0519194,0.46291375
Eckington North,0.042151265,0.087662699,0.035471277,0.079864686,0.230604453
Eckington South,0.092267569,0.126042941,0.04896821,0.076334755,0.589938861
Eden,0.010855008,0.05295361,0.018516453,0.066186204,0.417633706
Edenbridge North and East,0.049199972,0.092668817,0.035359732,0.099426386,0.838656688
Edenbridge South and West,0.06534151,0.089220158,0.034578918,0.081335491,0.443139344
"Edenthorpe, Kirk Sandall and Barnby Dun",0.04708536,0.278340194,0.103290574,0.262685689,0.540409635
Edgbaston,0.265172341,0.289353654,0.375460123,0.430798647,0.754965278
Edgeley and Cheadle Heath,0.138436597,0.300812104,0.220524261,0.276364171,0.718451244
Edgmond,0.010784521,0.040048949,0.007027328,0.048095308,0.544860267
Edgware,0.172693311,0.242852375,0.16742889,0.2987204,0.573638926
Edgware,0.077465285,0.232840138,0.108756274,0.190763348,0.493375955
Edisford and Low Moor,0.03002749,0.062965847,0.031121026,0.05530225,0.418528486
Edlesborough,0.010995982,0.039047725,0.006915784,0.051331078,0.317721336
Edlington and Warmsworth,0.129202791,0.411725442,0.1836029,0.276658332,0.420377358
Edmonton Green,0.519842109,0.438535988,0.411935304,0.360788351,0.317721336
Edwalton Village,0.043208571,0.070419401,0.04327942,0.073687307,0.420377358
Edwinstowe,0.041516882,0.134942708,0.037925265,0.107957053,0.286325947
Effingham,0.008599422,0.031371676,0.005577245,0.04544786,0.535879841
Efford and Lipson,0.241559174,0.297697185,0.196653653,0.276658332,0.309777844
Eggborough,0.025304857,0.081989098,0.018293363,0.072804824,0.377286945
Eggbuckland,0.109607387,0.270552898,0.11846068,0.269745551,0.73361245
Eggwood,0.018820047,0.048948715,0.013831567,0.053537285,0.596587671
Egham Hythe,0.102911116,0.128824118,0.058895706,0.130901603,0.481717478
Egham Town,0.043138084,0.085437757,0.078416062,0.128548316,0.436588873
Egremont North,0.066257842,0.11046835,0.045064138,0.08442418,0.349953935
Egremont South,0.046450976,0.099343642,0.047518126,0.079570525,0.592042462
Elham and Stelling Minnis,0.003876789,0.032595394,0.009035137,0.044859538,0.805220816
Ellacombe,0.021780503,0.160640783,0.115002789,0.15590528,0.869832843
Elland,0.119052654,0.265880521,0.163859453,0.257390793,0.523028979
"Ellel, University",0.007471629,0.084325286,0.019631902,0.086924548,0.523028979
Ellen,0.031155283,0.077984203,0.020858896,0.066480365,0.767462269
Ellenborough,0.066680764,0.115585716,0.049525934,0.080453008,0.451112495
Ellesmere Port Town,0.222175231,0.258871955,0.174679308,0.196205324,0.405494377
Ellesmere Urban,0.0365123,0.096451218,0.033463469,0.089424915,0.586446243
Ellington,0.017762741,0.043720102,0.005800335,0.054566848,0.66572143
Ellis,0.018820047,0.097229948,0.030451757,0.101191352,0.596412891
Elm and Christchurch,0.037992528,0.138391367,0.021751255,0.098102662,0.796300169
Elm Park,0.116867555,0.336633663,0.150920245,0.266068539,0.268918446
Elmbridge,0.021569042,0.097563689,0.038482989,0.112075305,0.354458293
Elmdon,0.061605695,0.266881744,0.104406023,0.260185321,0.423198629
Elmhurst and Watermead,0.099880172,0.17332295,0.093697713,0.184291808,0.479419754
Elmley Castle and Somerville,0.021216607,0.042496384,0.008254322,0.04868363,0.441559524
Elmswell and Norton,0.045182209,0.103126043,0.023982153,0.101044271,0.394980582
Elmton-with-Creswell,0.100232607,0.201023473,0.078750697,0.115605236,0.601923762
Elsenham and Henham,0.020370762,0.05373234,0.010596765,0.065303721,0.255901695
Elson,0.019806865,0.085437757,0.033575014,0.088101191,0.592382877
Elstead and Thursley,0.025798266,0.058627211,0.013385388,0.072804824,0.782224621
Elstow,0.031860154,0.066748248,0.017958728,0.068539491,0.735991835
Elstree,0.024036089,0.069418178,0.016954824,0.078246801,0.565619056
Elswick,0.348699514,0.402603182,0.36787507,0.245624357,0.481186661
Elswick and Little Eccleston,0.003524353,0.025475581,0.002453988,0.030592734,0.433067995
Eltham North,0.114964404,0.226499054,0.148800892,0.246506839,0.649117576
Eltham South,0.166208501,0.250750918,0.183937535,0.259449919,0.433067995
Eltham West,0.324310989,0.278117699,0.140435025,0.189439623,0.723503119
Elthorne,0.188200465,0.196684837,0.265476854,0.287101044,0.798722155
Elton,0.089941496,0.200355991,0.104963748,0.219296955,0.420737161
Elton,0.012899133,0.094671265,0.021751255,0.09427857,0.383344529
Elton and Folksworth,0.017410305,0.042162643,0.008031233,0.05206648,0.441801276
Elvet,0.027701417,0.059739682,0.072950363,0.081923812,0.441801276
Elwick,0.007894551,0.036155301,0.007808143,0.038387998,0.854965585
Ely East,0.028688236,0.074313049,0.055883993,0.095161053,0.319756522
Ely North,0.080214281,0.110913339,0.052649191,0.13296073,0.60781473
Ely South,0.032494537,0.04494382,0.021751255,0.069274893,0.793004785
Ely West,0.045041235,0.085104016,0.051533742,0.092366524,0.45931454
Embsay-with-Eastby,0.006555297,0.02592057,0.011600669,0.037652596,0.649441453
Emerson Park,0.022414887,0.257425743,0.060457334,0.234152081,0.627458621
Emerson Valley,0.136321985,0.139726332,0.06993865,0.25636123,0.722799047
Emersons Green,0.049058998,0.13371899,0.045621863,0.194440359,0.63706403
Emmbrook,0.025727779,0.085437757,0.039263804,0.141932637,0.225232997
Emneth with Outwell,0.028758723,0.150517299,0.023201339,0.104132961,0.399999461
Empress,0.045534644,0.088552675,0.047406581,0.131637005,0.213143085
Emsworth,0.065411997,0.170875515,0.074958171,0.209883806,0.445353612
Enderby and St John's,0.045675619,0.102347313,0.042275516,0.094572731,0.582053306
Endlebury,0.108691055,0.228056514,0.100725042,0.215767025,0.394338337
Enfield Highway,0.272362022,0.395372121,0.220412716,0.328283571,0.353692759
Enfield Lock,0.279974625,0.352653243,0.241829336,0.34078541,0.599921032
Englefield Green East,0.008035525,0.026699299,0.019743447,0.050889837,0.553220592
Englefield Green West,0.090223444,0.090888864,0.056887897,0.097955582,0.421038328
Ennerdale,0.003806302,0.015685838,0.002900167,0.017061333,0.487201494
Epping Hemnall,0.059632058,0.124374235,0.049302844,0.133549051,0.442691728
Epping Lindsey and Thornwood Common,0.076267005,0.140393815,0.049860569,0.127665833,0.375455063
Ercall,0.013392542,0.059294694,0.024205243,0.064274158,0.451112495
Ercall Magna,0.017762741,0.066414507,0.011042945,0.053537285,0.513265772
Erdington,0.304927046,0.586383357,0.433017289,0.484483012,0.506450817
Eriswell and The Rows,0.028476775,0.170319279,0.019854992,0.181056038,0.380574905
Erith,0.164869246,0.241406163,0.178248745,0.262391528,0.544696972
Erme Valley,0.027489956,0.069529425,0.020524261,0.096631858,0.565394327
Ermin,0.0081765,0.019245745,0.003457892,0.032210619,0.516503113
Ermine,0.025445831,0.035376571,0.006692694,0.04559494,0.437932542
Ermine,0.020441249,0.052286127,0.015058561,0.057508457,0.753422933
Erpingham,0.016212025,0.044053844,0.008254322,0.047065745,0.542613264
Esh,0.069359273,0.151296028,0.079643056,0.128989557,0.687409516
Esher,0.046944386,0.061074647,0.028332404,0.113840271,0.649772431
Esk Valley,0.025516318,0.082434086,0.026436141,0.101632593,0.70234193
Essington,0.047155847,0.137167649,0.025320692,0.091336961,0.332504591
Eston,0.132022274,0.22438536,0.137646403,0.151639947,0.546730359
Etching Hill and The Heath,0.045746106,0.155189676,0.046737312,0.137667304,0.44503165
Ethandune,0.039613731,0.074646791,0.020301171,0.092954846,0.660611534
Eton and Castle,0.013744978,0.031037935,0.020635806,0.030298573,0.825248101
Eton Park,0.066116868,0.1561909,0.089682097,0.121488454,0.65896691
Eton Wick,0.026362163,0.043942597,0.019854992,0.04868363,0.393698177
Etruria and Hanley,0.106505956,0.212815664,0.14623536,0.150463303,0.331255881
Ettingshall,0.330513851,0.40115697,0.251645287,0.250330931,0.6838364
Ettington,0.014097413,0.030704194,0.004796431,0.043829975,0.711783039
Etwall,0.017410305,0.077984203,0.019631902,0.102809237,0.631440326
Euxton North,0.019524917,0.070196907,0.024093698,0.078246801,0.391473894
Euxton South,0.004652146,0.059405941,0.016285555,0.073246066,0.748824999
Evelyn,0.696694157,0.270552898,0.47607362,0.377555523,0.688194692
Evendons,0.021780503,0.066080765,0.021305075,0.120311811,0
Evenwood,0.066257842,0.230170208,0.073842722,0.171642889,0.3475237
Eversley,0.0141679,0.035376571,0.00501952,0.04544786,0.627634775
Everton,0.59307817,0.64267438,0.539542666,0.310192675,0.627634775
Everton,0.010361599,0.038046501,0.006915784,0.044565377,0.48847152
Evesham North,0.07711285,0.13104906,0.069492471,0.115016914,0.466477898
Evesham South,0.054697963,0.117921905,0.039486893,0.11031034,0.567658812
Evington,0.07831113,0.277005229,0.101394311,0.219149875,0.800552345
Ewanrigg,0.104391344,0.127155412,0.055660904,0.069569054,0.410745962
Ewell,0.022273913,0.080431639,0.04874512,0.111928225,0.43223685
Ewell Court,0.00768309,0.11391701,0.029894032,0.113987351,0.566631021
Ewhurst,0.012617185,0.025698075,0.005131065,0.034416826,0.579196541
Ewhurst and Sedlescombe,0.020793684,0.045833797,0.012604573,0.053978526,0.392355524
Ewood,0.087897371,0.172655468,0.124037925,0.147962936,0.591702312
Exbourne,0.003312892,0.036822783,0.00524261,0.036917194,0.397074138
Exe Valley,0.012476211,0.035154077,0.010039041,0.046771584,0.370822748
Exeter,0.055402834,0.065079542,0.039486893,0.044271216,0.727037603
Exhall,0.051596532,0.222827901,0.079085332,0.163406383,0.295273633
Exmouth Brixington,0.026714598,0.127934142,0.040825432,0.130754523,0.290644671
Exmouth Halsdon,0.031296257,0.127934142,0.048187395,0.155611119,0.309689811
Exmouth Littleham,0.072813139,0.169763044,0.087674289,0.17855567,0.422265845
Exmouth Town,0.017833228,0.121036823,0.118237591,0.165759671,0.913402998
Exmouth Withycombe Raleigh,0.10305209,0.155745912,0.068934746,0.157376085,0.434933667
Exning,0.020511736,0.044721326,0.015058561,0.04206501,0.234935993
Exton,0.00888137,0.021359439,0.004238706,0.028974849,0.400194847
Exwick,0.143793614,0.158749583,0.085554936,0.183556405,0.302444734
Eye,0.028265313,0.04950495,0.017289459,0.047801147,0.377412535
Eye and Thorney,0.056178191,0.137056402,0.037255996,0.12001765,0.325738038
Eynesford,0.031930641,0.073756814,0.012827663,0.068833652,0.307345344
Eynsford,0.008951857,0.02781177,0.010262131,0.036328872,0.374950645
Eynsford,0.017410305,0.05217488,0.008254322,0.045889101,0.3816308
Eynsham and Cassington,0.045816593,0.107019691,0.039040714,0.114722753,0.208707467
Eyres Monsell,0.347078311,0.393925909,0.208477412,0.235034564,0.516503113
Eythorne and Shepherdswell,0.047155847,0.096228724,0.023870608,0.096337697,0.636755854
Facit and Shawforth,0.025093395,0.086438981,0.03736754,0.074275629,0.400314953
Failsworth East,0.078804539,0.257203248,0.136754044,0.216649507,0.747003195
Failsworth West,0.1237048,0.289019913,0.161628555,0.222679806,0.711084788
Fair Oak and Horton Heath,0.017339818,0.127489153,0.029894032,0.149580821,0.412445709
Fairburn with Brotherton,0.030309438,0.086772722,0.024316788,0.073687307,0.412445709
Fairestone,0.012264749,0.123706753,0.032459565,0.105897926,0.638354261
Fairfield,0.168746035,0.186450106,0.423982153,0.417267245,0.451726253
Fairfield,0.142806795,0.120146846,0.347350809,0.272981321,0.563048292
Fairfield,0.01945443,0.114584492,0.044729504,0.121047213,0.57240414
Fairfield and Howley,0.203919081,0.32762265,0.266257669,0.293719665,0.481186661
Fairford,0.036159865,0.073756814,0.020858896,0.083247536,0.568329055
Fairhaven,0.003524353,0.078985427,0.045064138,0.095013973,0.723488213
Fairlop,0.07422288,0.235732562,0.119687674,0.248860126,0.536179422
Fairstead,0.132233735,0.148737346,0.076854434,0.133401971,0.452855736
Falconwood and Welling,0.008669909,0.214373123,0.08153932,0.212531255,0.53616892
Falkland,0.033269895,0.080209145,0.027663134,0.109133696,0.525008123
Fallings Park,0.257136815,0.368450328,0.175125488,0.236799529,0.598777785
Fallowfield,0.264749418,0.240627434,0.211935304,0.223562289,0.777333457
Falmouth Arwenack,0.018961021,0.045055067,0.058003346,0.099426386,0.815852195
Falmouth Boslowick,0.031366744,0.069306931,0.034132738,0.098396823,0.450740413
Falmouth Gyllyngvase,0.008951857,0.042830126,0.056330173,0.098543904,0.426968445
Falmouth Penwerris,0.095087052,0.094003782,0.066257669,0.08780703,0.41963953
Falmouth Trescobeas,0.068724889,0.101902325,0.052426102,0.098102662,0.778821471
Falsgrave Park,0.066257842,0.134608967,0.084774122,0.094425651,0.700707028
Fant,0.090011983,0.151963511,0.101394311,0.192969554,0.318746237
Faraday,0.625361246,0.238624986,0.376352482,0.279011619,0.261385347
Fareham East,0.032846973,0.112248303,0.066480759,0.14943374,0.692183703
Fareham North,0.027771904,0.114918233,0.058114891,0.150610384,0.714970746
Fareham North-West,0.112779305,0.147958616,0.066369214,0.14281512,0.284165351
Fareham South,0.104179883,0.148848593,0.088789738,0.158111487,0.579876572
Fareham West,0.011559879,0.124930471,0.039933073,0.142520959,0.770714228
Faringdon and The Coxwells,0.11891168,0.130492825,0.054099275,0.151787028,0.348992523
Farington East,0.01007965,0.061185894,0.02163971,0.059273423,0.783635186
Farington West,0.021780503,0.077872956,0.021974345,0.075305192,0.46166181
Farley,0.212166068,0.285460007,0.181706637,0.228857185,0.549652996
Farlingaye,0.020511736,0.039158972,0.013050753,0.042653331,0.537087239
Farmborough,0.016212025,0.04305262,0.008477412,0.049419032,0.273516628
Farmhill and Paganhill,0.032635511,0.046167538,0.028109314,0.046036182,0.31726593
Farnborough and Crofton,0.082328893,0.23962621,0.11344116,0.30519194,0.582543211
Farndon,0.027842391,0.100233619,0.025989961,0.119576408,0.705988262
Farndon,0.016141538,0.063744577,0.0163971,0.069716135,0.391473894
Farnham,0.070416579,0.188452553,0.093028444,0.189733784,0.391473894
Farnham Bourne,0.005357017,0.030704194,0.009704406,0.06162671,0.741786848
Farnham Castle,0.043913442,0.060740906,0.047295036,0.084130019,0.482936431
Farnham Firgrove,0.034891097,0.055401046,0.031678751,0.073687307,0.497779304
Farnham Hale and Heath End,0.018961021,0.058960952,0.01617401,0.075158111,0.598549261
Farnham Moor Park,0.049340946,0.062075871,0.031678751,0.085012502,0.795870828
Farnham Royal,0.033904279,0.066970742,0.019297267,0.090160318,0.27684712
Farnham Shortheath and Boundstone,0.030802848,0.049059962,0.018851088,0.06824533,0.302880067
Farnham Upper Hale,0.057024036,0.06819446,0.022420524,0.081923812,0.490860375
Farnham Weybourne and Badshot Lea,0.025234369,0.073311826,0.023424428,0.085747904,0.560187456
Farnham Wrecclesham and Rowledge,0.032142102,0.054288575,0.017289459,0.077070157,0.442171526
"Farningham, Horton Kirby and South Darenth",0.04060055,0.0914451,0.029113218,0.100308869,0.446951645
Farnley and Wortley,0.378163107,0.633329625,0.383268265,0.513163701,0.694365968
Farnsfield and Bilsthorpe,0.079438923,0.166759373,0.046402677,0.159729372,0.790613033
Farnworth,0.348770001,0.465791523,0.300725042,0.319017503,0.440665679
Farnworth,0.031860154,0.123706753,0.044729504,0.140461833,0.299960516
Faverdale,0.005568478,0.023028146,0.006246514,0.044124136,0.581885257
Fawdon,0.283005568,0.291133608,0.224316788,0.21091337,0.543950138
Fawkham and West Kingsdown,0.021216607,0.16153076,0.024539877,0.134725695,0.742507657
"Fawley, Blackfield and Langley",0.032142102,0.1276004,0.031567206,0.133549051,0.375122721
Fazakerley,0.154084725,0.44532206,0.279419967,0.306956905,0.388650765
Fazeley,0.074293367,0.131716542,0.045175683,0.095749375,0.689973848
Featherstone,0.28201875,0.54933808,0.226770775,0.324312399,0.425798268
Featherstone and Shareshill,0.05956157,0.136166426,0.034913553,0.091631122,0.584733158
Felbridge,0.007048707,0.027255535,0.006023424,0.037946757,0.255045347
Felixstowe East,0.011630366,0.081544109,0.025989961,0.101044271,0.258719031
Felixstowe North,0.054486502,0.108465903,0.059564975,0.100455949,0.276497514
Felixstowe South,0.034891097,0.104349761,0.051756832,0.108986616,0.491108035
Felixstowe South East,0.012828646,0.082879074,0.049972114,0.102367995,0.624444643
Felixstowe West,0.126312822,0.180998999,0.082654769,0.157376085,0.585859615
Fellgate and Hedworth,0.189680694,0.190566248,0.128722811,0.167377556,0.63706403
Felling,0.320575174,0.317276671,0.262242052,0.188851302,0.41963953
Felpham East,0.006625784,0.095783736,0.025989961,0.105750846,0.4447153
Felpham West,0.00359484,0.108688397,0.038371445,0.118252684,0.407053615
Felsted,0.031296257,0.071865614,0.013720022,0.083688778,0.754030492
Feltham North,0.162472686,0.268327956,0.125153374,0.233122518,0.78963794
Feltham West,0.313315007,0.266436756,0.182375906,0.317399618,0.63374738
Fenham,0.194755762,0.286572477,0.19955382,0.221209001,0.646377251
Feniton and Buckerell,0.005709452,0.039826455,0.009815951,0.04868363,0.680218361
Fenny Compton,0.018538098,0.03504283,0.006804239,0.04544786,0.452315461
Fens,0.038838373,0.130715319,0.052314557,0.114428592,0.753284085
Fenside,0.126383309,0.154188453,0.069046291,0.09413149,0.705597268
Fenstanton,0.020441249,0.047947491,0.01572783,0.057214296,0.439344342
Fenton East,0.070698527,0.200244744,0.104852203,0.138549787,0.52010617
Fenton West and Mount Pleasant,0.072672165,0.175102904,0.107863915,0.12016473,0.615604331
Feock and Kea,0.014943258,0.069084437,0.022197434,0.109133696,0.765204153
Ferndale,0.384859378,0.194459895,0.480200781,0.322547433,0.541334994
Ferndown Central,0.016212025,0.128935365,0.045733408,0.120605971,0.245405197
Ferndown Links,0.071544372,0.134497719,0.041494702,0.130901603,0.401906772
Fernhill,0.092620004,0.145844922,0.05354155,0.14943374,0.375000162
Fernhill,0.046803412,0.100122372,0.028890128,0.098396823,0.294058515
Fernhurst,0.001973638,0.069751919,0.018070273,0.091336961,0.731942927
Fernhurst,0.043772468,0.070641896,0.021081985,0.09074864,0.768310663
Ferring,0.004581659,0.113360774,0.035359732,0.126342109,0.47509569
Ferry,0.065059562,0.251752142,0.063134412,0.227533461,0.413565725
Ferryhill,0.141819976,0.28267883,0.159955382,0.184733049,0.538520445
Fetcham East,0.017692253,0.044165091,0.013608477,0.065156641,0.294604078
Fetcham West,0.004511172,0.045055067,0.009927496,0.068980732,0.488201044
Fieldway,0.506449567,0.302703304,0.188733965,0.211501691,0.386175282
Figge's Marsh,0.197998167,0.202247191,0.195872839,0.226503898,0.544169208
Filey,0.050116304,0.20914451,0.09726715,0.179438153,0.308071524
Fillongley,0.014872771,0.073645567,0.009704406,0.065156641,0.675046035
Filton,0.088249806,0.198242296,0.117902956,0.230769231,0.636882471
Filwood,0.384295482,0.411169207,0.194199665,0.235475805,0.668204281
Finchampstead North,0.010784521,0.049282456,0.008588957,0.082070893,0.422942928
Finchampstead South,0.034045253,0.070753143,0.01572783,0.078688042,0.532816131
Finchley Church End,0.05357017,0.174769162,0.177133296,0.301662009,0.456636321
Findon,0.012123775,0.048948715,0.012939208,0.059126342,0.392479958
Finedon,0.051807993,0.113472021,0.040490798,0.102515076,0.431299139
Fineshade,0.022978783,0.037824007,0.007919688,0.04221209,0.534651846
Finningley,0.072460703,0.259984425,0.083881762,0.297690837,0.353164522
Finsbury Park,0.449002608,0.268995439,0.482766313,0.315340491,0.403057709
Firth Park,0.725875802,0.69562799,0.439040714,0.41564936,0.354973766
Fishbourne,0.010995982,0.034041606,0.01115449,0.043829975,0.656163629
Fishergate,0.04997533,0.10512849,0.16196319,0.192969554,0.560807475
Fishtoft,0.054345528,0.172432974,0.043948689,0.135608178,0.302552565
Fishwick,0.117290477,0.170986762,0.108867819,0.120605971,0.416282414
Fiskerton,0.013744978,0.055178552,0.009481316,0.041623768,0.38344562
Five Village,0.055120885,0.120925576,0.018851088,0.089571996,0.322898437
Flackwell Heath and Little Marlow,0.03531402,0.11313828,0.027440045,0.134725695,0.498748218
Fladbury,0.01585959,0.045945044,0.009369771,0.048242389,0.642515988
Flamstead End,0.055614295,0.137056402,0.034690463,0.135019856,0.780303568
Fleckney,0.016493973,0.084102792,0.020078081,0.085747904,0.322678114
Fleet,0.006343836,0.075203026,0.012046849,0.052948963,0.671743338
Fleet Central,0.011418905,0.066414507,0.044617959,0.111781144,0.455199734
Fleet Courtmoor,0.021498555,0.057737234,0.019297267,0.087071628,0.574477952
Fleet North,0.027771904,0.036266548,0.013720022,0.097073099,0.261069359
Fleet Pondtail,0.015789103,0.059517188,0.020524261,0.076187675,0.700607778
Fleet West,0.034186227,0.060407164,0.018851088,0.08442418,0.496511077
Fleggburgh,0.01656446,0.051952386,0.009035137,0.048977791,0.418578731
Fletton and Woodston,0.086346655,0.205028368,0.145008366,0.222091484,0.252789306
Flexbury and Poughill,0.021710016,0.089220158,0.018181818,0.090454479,0.58384412
Flimby,0.038133503,0.056068528,0.020189626,0.037652596,0.744573044
Flitwick,0.085218862,0.202692179,0.071054099,0.239005736,0.744573044
Flixton,0.050398252,0.184670152,0.08655884,0.211942933,0.399755072
Flore,0.01177134,0.02970297,0.007250418,0.039417561,0.873722379
Foggy Furze,0.05476845,0.131716542,0.094032348,0.093543168,0.228261631
Foleshill,0.326073166,0.531872288,0.38404908,0.347109869,0.64757831
Folkestone Cheriton,0.091703672,0.177327845,0.08131623,0.16546551,0.320791107
Folkestone East,0.119757524,0.135053955,0.071165644,0.099573467,0.489745485
Folkestone Foord,0.053640657,0.122928023,0.09771333,0.118841006,0.542480856
Folkestone Harbour,0.061817157,0.136833908,0.126938093,0.125312546,0.634165079
Folkestone Harvey Central,0.050891661,0.158638336,0.235471277,0.194146198,0.575638309
Folkestone Harvey West,0.006625784,0.089998888,0.084439487,0.124282983,0.497779304
Folkestone Morehall,0.012546698,0.077539215,0.041048522,0.093396088,0.767462269
Folkestone Park,0.031648692,0.13182779,0.061907418,0.131048684,0.682439006
Folkestone Sandgate,0.022696835,0.081766604,0.046179587,0.109280777,0.395642366
Forches and Whiddon Valley,0.079579897,0.097786183,0.047852761,0.089424915,0.692908792
Ford,0.260026785,0.366447881,0.249525934,0.249742609,0.419894316
Ford Green and Smallthorne,0.101219426,0.180776505,0.099051868,0.111339903,0.366618408
Fordham and Stour,0.028476775,0.086216487,0.014277747,0.09074864,0.484434816
Fordham Villages,0.038697399,0.075648014,0.016508645,0.076775996,0.394362185
Fordingbridge,0.052935786,0.133274002,0.045621863,0.135755258,0.3901345
Forebridge,0.0365123,0.082434086,0.097601785,0.122370937,0.480736202
Forest,0.102417706,0.218489265,0.205577245,0.230033829,0.679276795
Forest,0.004229224,0.04305262,0.006134969,0.037358435,0.354686693
Forest,0.002819483,0.126376683,0.028778583,0.128548316,0.415412945
Forest,0.021005146,0.046390032,0.010039041,0.04544786,0.690423326
Forest,0.00888137,0.040938925,0.013943112,0.066333284,0.668785185
Forest Bradgate,0.015577642,0.042941373,0.013720022,0.059567583,0.440109751
Forest Gate North,0.308874322,0.253420848,0.326715003,0.31504633,0.390588893
Forest Gate South,0.261718475,0.27389031,0.364640268,0.337108398,0.708738711
Forest Hill,0.271163741,0.181666481,0.330953709,0.302985733,0.769488914
Forest Hill and Holton,0.016775922,0.039381466,0.01070831,0.048242389,0.676782589
Forest North West,0.00169169,0.038268995,0.0054657,0.05515517,0.582155843
Forest Row,0.023824628,0.061297141,0.02163971,0.097808501,0.571340884
Forncett,0.013533517,0.05028368,0.00524261,0.051625239,0.31385849
Fornham,0.01466131,0.047947491,0.010150586,0.039711722,0.287255747
Forsbrook,0.015436667,0.120480587,0.031455661,0.110898662,0.393011095
Fortis Green,0.090646366,0.100233619,0.198438371,0.231357553,0.409285206
Forton,0.081764996,0.095561242,0.057557167,0.095896455,0.441650941
Fortune Green,0.140974131,0.102569808,0.323145566,0.26959847,0.41571792
Fosse,0.099034327,0.301924574,0.229670943,0.283571113,0.455572162
Fosse,0.024106576,0.067971966,0.014723926,0.073540227,0.544711252
Fosseridge,0.016071051,0.027923017,0.008923592,0.04206501,0.464755897
Foulness and Great Wakering,0.044759287,0.131494048,0.036809816,0.121194293,0.298618348
Foulridge,0.002326073,0.027923017,0.007919688,0.036034711,0.528131701
Four Marks and Medstead,0.023119758,0.077984203,0.011712214,0.099132225,0.382881174
