GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese
Hampton Court,0.018608585,0.053954834,0.006804239,0.055890572,0.276814917
Hampton North,0.13907098,0.148403604,0.101728946,0.189880865,0.297156403
Hampton Wick,0.084936914,0.090110135,0.128276631,0.185615532,0.331308849
Hamworthy East,0.069359273,0.14628991,0.06469604,0.132225327,0.548396019
Hamworthy West,0.120039473,0.164311937,0.063469046,0.145756729,0.769413151
Handbridge Park,0.035384507,0.114361998,0.081762409,0.173554935,0.668455749
Handforth,0.151547191,0.181888975,0.111991076,0.196352405,0.550435089
Handley Vale,0.019736378,0.046390032,0.008477412,0.054125607,0.460651595
Handside,0.091351237,0.091000111,0.080423871,0.138255626,0.538723765
Handsworth Wood,0.228025657,0.605629102,0.343000558,0.483453449,0.304380874
Hanford and Trentham,0.050891661,0.259984425,0.066926938,0.216355346,0.608937935
Hanger Hill,0.054134066,0.129714095,0.189960959,0.319605824,0.557883402
Hangleton and Knoll,0.252273208,0.343085994,0.187506972,0.297984998,0.670086179
Hanham,0.049834355,0.212148181,0.072392638,0.20458891,0.752109287
Hanley Park and Shelton,0.045111722,0.095672489,0.112660346,0.1234005,0.38572491
Hanneys,0.01007965,0.030036712,0.007138873,0.039417561,0.510860752
Hanover and Elm Grove,0.130753507,0.172432974,0.301171221,0.291219297,0.327405357
Hans Town,0.114048072,0.078762932,0.309760178,0.270039712,0.463625104
Hanslope Park,0.041093959,0.066080765,0.02208589,0.094719812,0.497004168
Hanworth,0.332276027,0.27010791,0.159509202,0.256067069,0.602221343
Hanworth,0.104814267,0.131605295,0.056553263,0.166200912,0.59554941
Hanworth Park,0.170931134,0.235732562,0.130172895,0.236799529,0.425097418
Happisburgh,0.013885952,0.069529425,0.010150586,0.057214296,0.408653346
Hapton with Park,0.058927187,0.147402381,0.069604016,0.119429328,0.452575562
Harbledown,0.003876789,0.037601513,0.014835471,0.047654067,0.559402373
Harborne,0.188834849,0.36077428,0.352147239,0.426827475,0.505245994
Harbour,0.061182773,0.125931694,0.098382599,0.096926019,0.536903011
Harbour,0.096144358,0.153743464,0.08655884,0.133990293,0.563640119
Harbour,0.029463593,0.086883969,0.079308422,0.1234005,0.6322356
Harbour,0.041939804,0.162531984,0.112548801,0.138843948,0.451112495
Harbour,0.08648763,0.222605407,0.198438371,0.188704221,0.596512389
Harbury,0.029111158,0.079875403,0.018516453,0.07780556,0.569291261
Hardhorn,0.01466131,0.063410835,0.031790296,0.078835123,0.581543239
Hardway,0.027560443,0.08076538,0.041160067,0.12001765,0.466082096
Hardwick,0.201240572,0.227834019,0.15147797,0.12987204,0.539923719
Hardwick,0.015013745,0.026031817,0.006469604,0.037799676,0.601483326
Hardwicke,0.014520336,0.073979308,0.020635806,0.095749375,0.858310701
Harefield,0.120673856,0.158415842,0.054991634,0.145609648,0.378607896
Harefield,0.247480087,0.346645901,0.175794757,0.303279894,0.47509569
Hareholme,0.060689364,0.125820447,0.066369214,0.105309604,0
Harestone,0.009163319,0.042718879,0.024986057,0.072657744,0.304851176
Harewood,0.080073307,0.276893982,0.077858338,0.335343433,0.497406436
Harewood,0.015718616,0.032261653,0.006692694,0.038240918,0.24984692
Harington,0.012335236,0.153075982,0.052983826,0.232828357,0.397744121
Harlescott,0.123845774,0.129714095,0.064026771,0.096778938,0.533397576
Harlesden,0.537675337,0.341528535,0.448856665,0.346668628,0.597883629
Harleston,0.052301403,0.130604072,0.044617959,0.114575673,0.342298925
Harling and Heathlands,0.02763093,0.103014796,0.020524261,0.089866157,0.83714065
Harlow Common,0.178684711,0.204472133,0.086224205,0.159288131,0.583973226
Harlow Moor,0.019383943,0.072421849,0.045956497,0.099720547,0.613389138
Harmans Water,0.132445196,0.115251975,0.071054099,0.1557582,0.591824893
Harold Wood,0.130119123,0.29981088,0.14032348,0.270922194,0.387992407
Harpenden East,0.072037781,0.078540438,0.041383157,0.111634064,0.359440638
Harpenden North,0.032001128,0.053954834,0.02755159,0.096190616,0.642742842
Harpenden South,0.020229788,0.056068528,0.020078081,0.103691719,0.381805724
Harpenden West,0.019242969,0.056179775,0.041717791,0.121782615,0.41823714
Harper Green,0.281948262,0.386027367,0.193084216,0.268863068,0.394338337
Harpole and Grange,0.036089378,0.092001335,0.022308979,0.089277835,0.252272618
Harpur,0.099316275,0.17944154,0.164082543,0.176643624,0.384949329
Harpurhey,0.469937267,0.551563021,0.50797546,0.379614649,0.647257435
Harraby,0.072742652,0.183335187,0.090239822,0.13957935,0.481186661
Harrietsham and Lenham,0.033904279,0.115474469,0.02755159,0.111192822,0.672622218
Harringay,0.132233735,0.17677161,0.377021751,0.286953964,0.701543169
Harrington,0.00528653,0.068305707,0.017847183,0.062656273,0.569065558
Harrold,0.021921477,0.058849705,0.019074177,0.075011031,0.61764258
Harrow on the Hill,0.09367731,0.143731227,0.138650307,0.22091484,0.579790485
Harrow Road,0.395009516,0.200244744,0.389737869,0.263274011,0.5677521
Harrow Weald,0.111792486,0.196907331,0.102175125,0.211795852,0.508477845
Harroway,0.086981039,0.131939037,0.051422197,0.14605089,0.821630978
Harrowby,0.13667442,0.173211703,0.079308422,0.122518017,0.628411014
Harrowgate Hill,0.012687672,0.122038047,0.058895706,0.123988822,0.751193444
Harston and Hauxton,0.018961021,0.030704194,0.008923592,0.039270481,0.506542324
Hart,0.033904279,0.123373011,0.052537646,0.122665098,0.370539461
Hart Plain,0.158666385,0.220380465,0.093363079,0.209736726,0.408554712
Hartburn,0.00408825,0.103571031,0.036921361,0.134872775,0.738847019
Hartcliffe,0.273489815,0.357659361,0.173006135,0.239446977,0.474638252
Hartfield,0.010925495,0.034375348,0.006581149,0.053096044,0.499393724
Hartford and Greenbank,0.043349545,0.110245856,0.042052426,0.152816591,0.498495534
Harting,0.018044689,0.031927912,0.007250418,0.041623768,0.442726294
Hartington and Taddington,0.007542116,0.038380243,0.007138873,0.034122665,0.371979637
Hartland and Bradworthy,0.01536618,0.068083213,0.013273843,0.071039859,0.364688838
Hartlebury,0.016352999,0.05028368,0.008923592,0.056037653,0.692793026
Hartley,0.047367308,0.104572255,0.047183491,0.105162524,0.644919823
Hartley and Hodsoll Street,0.035736942,0.11580821,0.02710541,0.126342109,0.504618568
Hartley Wintney,0.047508282,0.083212816,0.028443949,0.091925283,0.469120677
"Hartlip, Newington and Upchurch",0.040248114,0.128156636,0.028667038,0.111486983,0.353795026
Harton,0.177979841,0.226499054,0.151366425,0.18193852,0.346950039
Hartpury,0.004652146,0.026143064,0.004573341,0.032651861,0.586446243
Hartshill,0.039120321,0.095783736,0.029782487,0.074275629,0.549927613
Hartshill and Basford,0.049904842,0.130159083,0.099274958,0.133401971,0.549927613
Hartsholme,0.011348418,0.102681055,0.040044618,0.139432269,0.66142001
Hartside,0.005427504,0.024585605,0.002788622,0.023827033,0.518592013
Harvington and Norton,0.03362233,0.059405941,0.011823759,0.056184733,0.590356305
Harwell,0.033058434,0.056513517,0.016062465,0.070157376,0.72556736
Harwich East,0.031648692,0.077094226,0.054991634,0.062215032,0.458469694
Harwich East Central,0.031296257,0.131939037,0.077300613,0.108986616,0.408554712
Harwich West,0.030943822,0.155968406,0.050306748,0.117958523,0.273504372
Harwich West Central,0.057940368,0.137946379,0.061015059,0.106633328,0.277839997
Harworth,0.097836047,0.252530871,0.094590073,0.16222974,0.216757279
Haselbury,0.22436033,0.367337857,0.262688232,0.299897044,0.292532854
Hasland,0.061182773,0.148737346,0.072169548,0.131784086,0.327835246
Haslemere Critchmere and Shottermill,0.046521463,0.094560018,0.038148355,0.102515076,0.474212941
Haslemere East and Grayswood,0.061817157,0.075648014,0.044060234,0.112516547,0.4489499
Haslingfield and The Eversdens,0.018044689,0.026588052,0.007138873,0.046918665,0.303907365
Haslington,0.019172482,0.137390144,0.030674847,0.148404177,0.303907365
Hassocks,0.044547825,0.111580821,0.060903514,0.16546551,0.503567436
"Hastingwood, Matching and Sheering Village",0.01825615,0.043386361,0.007919688,0.042800412,0.65245649
Hatch End,0.070557553,0.149293581,0.068488567,0.189439623,0.547304143
Hatch Lane,0.180517375,0.257203248,0.136754044,0.216943668,0.292366579
Hatch Warren and Beggarwood,0.038063015,0.057959729,0.017624094,0.115458156,0.46076556
Hateley Heath,0.323958554,0.47124263,0.220635806,0.251066333,0.725817921
Hatfield,0.132656658,0.37601513,0.127941997,0.266656861,0.466939426
Hatfield Central,0.190315077,0.158193347,0.116787507,0.17223121,0.683046468
Hatfield East,0.108761542,0.108020914,0.073173452,0.141932637,0.499293941
Hatfield Heath,0.017551279,0.03315163,0.008254322,0.033093102,0.459805008
Hatfield Peverel,0.043631494,0.096896206,0.028890128,0.087071628,0.585546679
Hatfield South,0.138225136,0.110579597,0.073284997,0.127518753,0.441855421
Hatfield Villages,0.079650384,0.062409612,0.059341885,0.125459626,0.529058273
Hatfield West,0.155987876,0.137167649,0.093809258,0.186645095,0.666237433
Hatherleigh,0.013815465,0.050839915,0.0109314,0.04883071,0.687409516
Hathersage and Eyam,0.030591386,0.051841139,0.021751255,0.073098985,0.59046327
Hatton,0.016352999,0.055289799,0.020524261,0.053537285,0.501747481
"Hatton, Stretton and Walton",0.002326073,0.027366782,0.007585053,0.04235917,0.542681752
Haughley and Wetherden,0.029816029,0.050061186,0.017289459,0.049713193,0.306690399
Haughton East,0.104884754,0.120925576,0.072838818,0.085453743,0.763284093
Haughton North,0.035384507,0.071754366,0.035359732,0.078540962,0.872279048
Haughton West,0.050821174,0.137946379,0.053095371,0.099132225,0.564985145
Haven,0.003947276,0.092335076,0.023201339,0.056625974,0.524032049
"Havenstreet, Ashey and Haylands",0.017198844,0.074313049,0.03190184,0.075158111,0.5387046
Haverhill East,0.099034327,0.173545444,0.067484663,0.152963671,0.560605819
Haverhill North,0.11841827,0.18934253,0.072058003,0.160906016,0.695047399
Haverhill South,0.129766688,0.148403604,0.063245956,0.112516547,0.48286327
Haverhill West,0.049693381,0.091778841,0.024093698,0.096631858,0.601908403
Haverigg,0.007189681,0.051952386,0.011266035,0.027945286,0.586673678
Havering Park,0.189680694,0.345867171,0.119799219,0.27592293,0.813314942
Haverstock,0.456121802,0.206363333,0.371556051,0.258273275,0.234424271
Haverstoe,0.028688236,0.240738681,0.075292805,0.218414473,0.636145077
Hawcoat,0.002467047,0.112025809,0.033686559,0.116340638,0.282474219
Hawes and High Abbotside,0.007824064,0.030592947,0.008700502,0.030592734,0.304582746
Hawes Side,0.054275041,0.206140839,0.126157278,0.163994705,0.346314101
Hawkedon,0.019313456,0.07353432,0.028109314,0.160170613,0.81151977
Hawkhurst and Sandhurst,0.063156411,0.110357103,0.030340212,0.119723489,0.779509594
Hawks Green,0.031648692,0.084992769,0.01662019,0.108986616,0.718872525
Hawkshead,0.012828646,0.029146735,0.006804239,0.040741285,0.562734037
Hawkwell North,0.005216043,0.081989098,0.018851088,0.084865421,0.510860234
Hawkwell South,0.009938676,0.103793525,0.0382599,0.102367995,0.359068974
Hawkwell West,0.003171918,0.076982979,0.016508645,0.072951905,0.45877459
Haxby and Wigginton,0.030943822,0.2209367,0.095259342,0.244006472,0.392617935
Haydock,0.153309368,0.307264434,0.131399888,0.225180174,0.638824264
Haydon,0.039049834,0.103126043,0.044841049,0.093249007,0.598398591
Haydon and Hadrian,0.037005709,0.087773946,0.025432236,0.095455214,0.507196751
Haydon Wick,0.027067033,0.156524641,0.060234244,0.192381233,0.56367031
Hayes and Coney Hall,0.031860154,0.222049171,0.092805354,0.295778791,0.325998706
Hayfield,0.016352999,0.03504283,0.015504741,0.038535079,0.399757868
Haygate,0.071191936,0.086883969,0.057445622,0.068686572,0.540687204
Hayle North,0.043701981,0.114918233,0.047295036,0.101632593,0.689724178
Hayle South,0.062310566,0.109133385,0.03759063,0.095896455,0.686336227
Hayley Green and Cradley South,0.121096779,0.290466125,0.100948132,0.221650243,0.611122597
Hayling,0.086064707,0.089553899,0.040602342,0.077364318,0.516041182
Hayling East,0.05187848,0.229057737,0.067484663,0.219149875,0.465932905
Hayling West,0.036300839,0.175325398,0.065030675,0.203559347,0.367883969
Haymill,0.147811377,0.162976972,0.088901283,0.211795852,0.445336939
Hayton,0.006837245,0.036711536,0.008812047,0.046477423,0.522864246
Haytor,0.007471629,0.044165091,0.00591188,0.054713929,0.527013962
Haywards Heath Ashenground,0.044829774,0.067638224,0.042721695,0.101632593,0.699364464
Haywards Heath Bentswood,0.090152957,0.088663923,0.054768544,0.105309604,0.484623709
Haywards Heath Franklands,0.060548389,0.052842363,0.028443949,0.091778203,0.412445709
Haywards Heath Heath,0.018115176,0.059739682,0.063245956,0.115016914,0.354773216
Haywards Heath Lucastes,0.027208007,0.046612526,0.034355828,0.09736726,0.358531237
Haywood and Hixon,0.02953408,0.110357103,0.025766871,0.127518753,0.496427868
Hazel Grove,0.052653838,0.238736233,0.121918572,0.281364907,0.341777441
Hazlemere North,0.012264749,0.072421849,0.015281651,0.085747904,0.341777441
Hazlemere South,0.020934658,0.059962176,0.025432236,0.077364318,0.583927284
Heacham,0.027419469,0.166648125,0.053430006,0.124577144,0.351094973
Headcorn,0.023190245,0.095672489,0.025209147,0.100161788,0.586172841
Headingley,0.102981603,0.111024586,0.28700502,0.275775849,0.574319563
Headington,0.040882498,0.047724997,0.096486336,0.122076776,0.31784807
Headington Hill and Northway,0.062169592,0.068750695,0.057780257,0.088689513,0.416549647
Headlands,0.072742652,0.112693292,0.058784161,0.087218709,0.554312687
Headless Cross and Oakenshaw,0.096637767,0.211480699,0.084216397,0.183703486,0.670027991
Headley,0.043138084,0.085660251,0.020412716,0.101485513,0.563099532
Headstone North,0.022837809,0.118255646,0.059341885,0.172966613,0.682458932
Headstone South,0.052724325,0.129491601,0.115002789,0.205912634,0.385081875
Heage and Ambergate,0.022837809,0.119368117,0.02710541,0.091484042,0.68657872
Heald Green,0.032353563,0.223495383,0.068153932,0.25327254,0.293108626
Healey,0.077465285,0.218044276,0.093363079,0.20135314,0.670454883
Healey and Whitworth,0.039825192,0.081099121,0.046068042,0.075305192,0.80180262
Heanor and Loscoe,0.043842955,0.154855935,0.052872281,0.103103398,0.355994008
Heanor East,0.069077324,0.161753254,0.05989961,0.115311075,0.336468868
Heanor West,0.047367308,0.15696963,0.071388734,0.122959259,0.612957777
Heanton Punchardon,0.02114612,0.032817889,0.0109314,0.037358435,0.55348932
Heath,0.305349968,0.283568806,0.212046849,0.217090749,0.542071504
Heath,0.020229788,0.117031928,0.040825432,0.126047948,0.421819475
Heath,0.001973638,0.088330181,0.025209147,0.113987351,0.728661908
Heath,0.052089941,0.084325286,0.033686559,0.09736726,0.541413869
Heath,0.013744978,0.033374124,0.009369771,0.032946021,0.457714141
Heath,0.079650384,0.162531984,0.051868377,0.119723489,0.380570418
Heath,0.061464721,0.195461119,0.069380926,0.150022062,0.288711997
Heath and Reach,0.02593924,0.079875403,0.01617401,0.076187675,0.482936431
Heath Charnock and Rivington,0.004440685,0.036489042,0.008477412,0.040888366,0.31784807
Heath Hayes East and Wimblebury,0.047367308,0.151407276,0.048410485,0.112810707,0.307643931
Heath Town,0.396066822,0.371787741,0.335415505,0.305486101,0.289919996
Heatherside,0.007753577,0.048281233,0.012493028,0.093837329,0.235430383
Heathfield,0.103193064,0.204917121,0.106748466,0.274010884,0.369778912
Heathfield,0.144568972,0.187117588,0.100055772,0.192087072,0.369778912
Heathfield East,0.004581659,0.036711536,0.004461796,0.047065745,0.35484156
Heathfield North and Central,0.035948403,0.143174992,0.047964306,0.170466245,0.563340481
Heathrow Villages,0.125326003,0.206029592,0.143781372,0.260332402,0.567468407
Heaton,0.301332206,0.390366003,0.197546012,0.271363436,0.536858201
Heaton,0.106364982,0.378796307,0.156385945,0.266068539,0.592310956
Heaton and Lostock,0.024177064,0.181443987,0.063357501,0.242976908,0.740656486
Heatons North,0.063931769,0.203359662,0.14099275,0.256214149,0.722485486
Heatons South,0.053922605,0.190788742,0.117679866,0.256949551,0.729702345
Heavitree,0.019524917,0.089553899,0.072058003,0.108104133,0.346813254
Hebburn North,0.213857757,0.19390366,0.172783045,0.180614796,0.402853949
Hebburn South,0.149432579,0.210813216,0.149247072,0.1753199,0.691567883
Heckington Rural,0.041164446,0.130937813,0.034355828,0.12325342,0.324395502
Heckmondwike,0.103897935,0.427967516,0.177691021,0.320341227,0.538276604
Hedge End Grange Park,0.049622894,0.040827678,0.014612381,0.106045007,0.522010372
Hedge End St John's,0.015507154,0.139726332,0.0382599,0.144874246,0.371427053
Hedge End Wildern,0.040952985,0.106352208,0.03257111,0.103103398,0.487851296
Hedgerley and Fulmer,0.011418905,0.019356992,0.00524261,0.026621562,0.487851296
Hedingham and Maplestead,0.053217735,0.133162754,0.033575014,0.13972643,0.487851296
Hednesford Green Heath,0.019383943,0.108020914,0.027663134,0.092366524,0.466605247
Hednesford North,0.105378163,0.196796084,0.083770218,0.147962936,0.746135191
Hednesford South,0.01825615,0.106240961,0.025432236,0.097955582,0.545928139
Heene,0.033269895,0.176660363,0.171221417,0.211795852,0.545928139
Heighington and Coniscliffe,0.009515754,0.04839248,0.013943112,0.06809825,0.337181894
Heighington and Washingborough,0.025586805,0.124930471,0.041606247,0.144580085,0.300491187
Hellaby,0.051596532,0.215263099,0.080312326,0.211795852,0.581113734
Hellesdon North West,0.035454994,0.174991656,0.046960402,0.137814384,0.66073225
Hellesdon South East,0.009938676,0.134386472,0.035471277,0.119576408,0.573722557
Hellifield and Long Preston,0.011136956,0.042385137,0.011712214,0.044124136,0.546546681
Hellingly,0.010361599,0.113027033,0.021974345,0.117811443,0.397485467
Helmingham and Coddenham,0.013110594,0.035599066,0.005577245,0.040005883,0.716357643
Helmshore,0.028970184,0.104572255,0.033351924,0.105309604,0.509491759
Helmsley,0.026150701,0.072866837,0.022643614,0.079717606,0.283556425
Helperby,0.010714034,0.028256758,0.004350251,0.0323577,0.388448868
Helsby,0.018185663,0.080209145,0.02710541,0.100014708,0.362952224
Helston Central,0.051455558,0.09867616,0.055549359,0.100161788,0.738353176
Helston North,0.020088814,0.084770275,0.024762967,0.103544639,0.620856681
Hemel Hempstead Town,0.140551209,0.117143175,0.091243726,0.129283718,0.803561485
Hemingbrough,0.013674491,0.068750695,0.015393196,0.0714811,0.336535456
Hemlington,0.179248608,0.16798309,0.112325711,0.12678335,0.555215378
Hemmingwell,0.132938606,0.17332295,0.084551032,0.166642153,0.375098263
Hempnall,0.01945443,0.05028368,0.009146682,0.047506986,0.45908268
Hempstead and Wigmore,0.00288997,0.129825342,0.029782487,0.151934108,0.458427832
Hemswell,0.005991401,0.049171209,0.010150586,0.049713193,0.458427832
Hemsworth,0.275392965,0.559795305,0.227663134,0.305486101,0.830374735
Henbury,0.25509269,0.25408833,0.149247072,0.226650978,0.626675836
Hendon,0.130471558,0.221604183,0.25900725,0.366524489,0.691647771
Hendon,0.258405583,0.389587273,0.367317345,0.265774379,0.629733179
Hendreds,0.048213153,0.07086439,0.018739543,0.075893514,0.41874259
Heneage,0.05357017,0.300700857,0.193976576,0.253419621,0.639313102
Henfield,0.050962148,0.097674936,0.034690463,0.114575673,0.614916182
Hengrove,0.131035455,0.312048059,0.114891244,0.249448448,0.633234491
Henleaze,0.020229788,0.091778841,0.062799777,0.178261509,0.550387418
Henley,0.406992317,0.494604517,0.291912995,0.372260627,0.590873072
Henley,0.036653274,0.104794749,0.037702175,0.11031034,0.48800335
Henley North,0.052653838,0.090888864,0.051533742,0.121341374,0.356623169
Henley South,0.048636075,0.06552453,0.042052426,0.106780409,0.502997922
Hensingham,0.056389652,0.108465903,0.060234244,0.083541697,0.480099648
Hermitage,0.023331219,0.05373234,0.007808143,0.046771584,0.33728037
Hermitage and Knaphill South,0.059843519,0.083101569,0.036029002,0.113251949,0.453697567
Herne and Broomfield,0.01656446,0.165090666,0.039152259,0.168407119,0.742928388
Herne Hill,0.315429619,0.16687062,0.416954824,0.301662009,0.476065352
Heron,0.062663001,0.245299811,0.176129392,0.214590381,0.314709759
Heron Wood,0.133925425,0.16798309,0.065699944,0.121782615,0.554588016
"Herongate, Ingrave and West Horndon",0.006555297,0.070196907,0.015839375,0.075305192,0.575931384
Hersham North,0.06534151,0.100233619,0.044283324,0.109574937,0.384478262
Hersham South,0.048495101,0.107687173,0.047295036,0.118988086,0.36485582
Herstmonceux,0.015084232,0.055734787,0.013050753,0.061332549,0.572776471
Hertford,0.028124339,0.12837913,0.034802008,0.117811443,0.612957777
Hertford Bengeo,0.048636075,0.103348537,0.053430006,0.140167672,0.723011499
Hertford Castle,0.071685346,0.100344866,0.066034579,0.160611855,0.6253055
Hertford Heath,0.022978783,0.052619869,0.011712214,0.052507722,0.507433206
Hertford Kingsmead,0.038133503,0.061630882,0.023759063,0.08457126,0.658533167
Hertford Rural North,0.015295693,0.031705418,0.006469604,0.044859538,0.483551148
Hertford Rural South,0.016987383,0.032706641,0.004907975,0.042800412,0.260614828
Hertford Sele,0.118065835,0.108020914,0.063580591,0.110604501,0.464793864
Hesket,0.006202862,0.05373234,0.008365867,0.056478894,0.577423993
Hesketh-with-Becconsall,0.00937478,0.076093003,0.013496933,0.072069422,0.401956205
Heslington,0.009163319,0.013127155,0.01617401,0.024268275,0.384949329
Hessle,0.076830902,0.291133608,0.134188511,0.288718929,0.580471986
Hesters Way,0.175160358,0.137946379,0.100390407,0.151345786,0.24789839
Heston Central,0.138013674,0.187228835,0.121918572,0.215472864,0.382791457
Heston East,0.122365546,0.176104127,0.113106525,0.22415061,0.413820528
Heston West,0.24621132,0.232172655,0.139654211,0.225327254,0.177768113
Heswall,0.013392542,0.155968406,0.064584495,0.263862333,0.558620509
Hethersett,0.037287658,0.108020914,0.033463469,0.116193558,0.598121275
Hetton,0.21667724,0.34931583,0.184606804,0.236505368,0.538113853
Hevingham,0.014379361,0.067304483,0.007138873,0.060155905,0.52260963
Hewelsfield and Woolaston,0.007753577,0.028924241,0.00568879,0.035446389,0.252789306
Heworth,0.207936844,0.26020692,0.219185722,0.281511987,0.640975995
Heworth Without,0.002326073,0.071976861,0.029894032,0.085894985,0.582368594
Hexham Central with Acomb,0.066328329,0.095561242,0.064584495,0.106045007,0.793773815
Hexham East,0.056742088,0.0952275,0.058895706,0.083394617,0.328731481
Hexham West,0.015154719,0.050061186,0.022643614,0.077217238,0.502917671
Hextable,0.016846409,0.075314273,0.018181818,0.081335491,0.700788755
Heybridge East,0.014238387,0.072421849,0.014166202,0.082217973,0.434563286
Heybridge West,0.049763868,0.087773946,0.029224763,0.080747169,0.678182542
Heyfords and Bugbrooke,0.034256714,0.07353432,0.018516453,0.078688042,0.707471271
Heyhouses,0.026855572,0.100344866,0.053653095,0.11692896,0.313817388
Heysham Central,0.025234369,0.116364445,0.057445622,0.098985145,0.363963195
Heysham North,0.009092831,0.127377906,0.094143893,0.114869834,0.358664648
Heysham South,0.044618313,0.126710424,0.055772448,0.148698338,0.418134616
High Barnet,0.064636639,0.182000222,0.156162856,0.296514193,0.418134616
High Cross,0.001057306,0.076760485,0.029559398,0.086630387,0.451952386
High Fell,0.316909847,0.318834131,0.230897936,0.190616267,0.399755072
High Harrogate,0.020582223,0.072199355,0.10273285,0.143844683,0.568475969
High Heath,0.019031508,0.049727445,0.011935304,0.047065745,0.353656121
High Legh,0.014379361,0.069974413,0.012604573,0.080747169,0.361615104
High Littleton,0.012899133,0.057069752,0.012493028,0.055743492,0.479649323
"High Ongar, Willingale and The Rodings",0.024318038,0.052397375,0.004796431,0.039417561,0.56937647
High Street,0.169168957,0.231171432,0.324261015,0.292984262,0.476548115
High Street,0.153591316,0.191901213,0.142331288,0.206648036,0.713243985
High Town,0.069147811,0.155300923,0.186503067,0.220473599,0.495377152
High Weald,0.031084796,0.066970742,0.016285555,0.096926019,0.62680894
Higham,0.027348981,0.085993993,0.020412716,0.080600088,0.701821419
Higham,0.070839501,0.117588163,0.038706079,0.115458156,0.715482138
Higham and Pendleside,0.001621203,0.021693181,0.004015616,0.030592734,0.821630978
Higham Ferrers Chichele,0.027560443,0.071531872,0.024874512,0.067509928,0.743238987
Higham Ferrers Lancaster,0.03411574,0.088997664,0.024205243,0.09089572,0.493276778
Higham Hill,0.312257701,0.262654355,0.232013385,0.251507575,0.257778568
Highbridge and Burnham Marine,0.119546063,0.216264323,0.092582264,0.17517282,0.282241895
Highbury East,0.235990696,0.143508733,0.328722811,0.235769966,0.588658527
Highbury West,0.355113837,0.179219046,0.487116564,0.391528166,0.565963984
Highcliffe,0.01296962,0.109912115,0.056107083,0.114869834,0.588462838
Higher Blackley,0.37040953,0.402714429,0.290351366,0.297837917,0.757479076
Higher Croft,0.179460069,0.197129825,0.116118238,0.142226798,0.490669669
Highfield,0.029745542,0.184892647,0.093586168,0.148110016,0.598164202
Highfield,0.165362656,0.150294805,0.070719465,0.12325342,0.461939195
Highfield,0.001973638,0.038936478,0.009258226,0.04544786,0.454271869
Highfield,0.015436667,0.055957281,0.007361963,0.070745698,0.628014011
Highfields and Western Downs,0.157468105,0.163644454,0.093474624,0.143844683,0.692682194
Highgate,0.245647424,0.12648793,0.252314557,0.213119576,0.614947409
Highgate,0.080566716,0.070530649,0.241160067,0.255478747,0.761150609
Highlands,0.073236061,0.224941595,0.122253207,0.272540079,0.470373478
Highley,0.039543244,0.101902325,0.029670943,0.080158847,0.55348932
Highnam with Haw Bridge,0.014731797,0.062632106,0.010262131,0.074275629,0.406636615
Highwoods,0.100444069,0.122928023,0.090239822,0.175614061,0.627633262
Highworth,0.076267005,0.160640783,0.063580591,0.177231946,0.609702353
Hildenborough,0.020723197,0.061964623,0.019185722,0.081335491,0.605109608
Hilgay with Denver,0.017621766,0.06630326,0.012269939,0.049419032,0.728525599
Hill,0.057587933,0.161197019,0.067038483,0.117664362,0.45031134
Hill,0.110030309,0.108688397,0.050418293,0.109574937,0.368568506
Hill Forts,0.047155847,0.079652909,0.017735639,0.098838064,0.527678987
Hill Head,0.009304293,0.108465903,0.035471277,0.150169143,0.67192752
Hillcrest,0.003242405,0.036377795,0.009927496,0.045153699,0.311754738
Hillfields,0.193205047,0.299254645,0.149581707,0.265333137,0.800389694
Hillingdon East,0.123281878,0.213483146,0.09771333,0.2272393,0.465664511
Hillmorton,0.053217735,0.119590611,0.043614055,0.117370202,0.562178475
Hillrise,0.365616409,0.189898765,0.32437256,0.242241506,0.509491759
Hillsborough,0.2049059,0.365112916,0.255103179,0.346080306,0.305742575
Hillside,0.041375908,0.054733563,0.176687117,0.178996911,0.607290751
Hillside,0.0141679,0.065858271,0.027663134,0.13296073,0.223313147
Hillside,0.037005709,0.108243409,0.03803681,0.099132225,0.36485582
Hillside,0.002114612,0.068305707,0.016062465,0.08118841,0.901822211
Hillsides,0.013815465,0.032261653,0.004461796,0.036770113,0.534358022
Hilltop and Townsend,0.017903715,0.066192012,0.031455661,0.087954111,0
Hilperton,0.042503701,0.074869285,0.023089794,0.087218709,0.641686392
Hilsea,0.130894481,0.280120147,0.158059119,0.274452125,0.631017238
Hiltingbury East,0.003453866,0.056847258,0.017512549,0.099867628,0.320705888
Hiltingbury West,0.004299711,0.052842363,0.014054657,0.08780703,0.448484655
Hilton,0.027842391,0.092780065,0.020301171,0.133549051,0.461939195
Himley and Swindon,0.014449848,0.070530649,0.009258226,0.043682895,0.815852764
Hinchley Wood,0.014379361,0.04494382,0.021305075,0.07780556,0.553712949
Hinckley Castle,0.028053852,0.145956169,0.080535416,0.137667304,0.467279532
Hinckley Clarendon,0.060266441,0.168316832,0.060680424,0.167230475,0.551597791
Hinckley De Montfort,0.026150701,0.204027144,0.073284997,0.192087072,0.478453347
Hinckley Trinity,0.064777613,0.157637112,0.055437814,0.131931166,0.377546457
Hindhead,0.020793684,0.049838692,0.013608477,0.07795264,0.46312912
Hindley,0.195954042,0.378573812,0.182598996,0.247536402,0.323875637
