Zone Code,Zone Name,people,households,rent,%rent,nocar,%nocar
42UHGC,Carlton,4720,40,1914,40.55084746,33,0.699152542
42UHGD,Carlton Colville,6612,55,2590,39.17120387,51,0.771324864
37UEGG,Carlton Hill,7204,40,3103,43.07329262,62,0.860632982
30UHGK,Carnforth,4253,33,1762,41.42957912,49,1.15212791
26UJGA,Carpenders Park,4926,58,2136,43.36175396,40,0.812017864
39UDFT,Carreg Llwyd,2764,10,1100,39.79739508,31,1.121562952
20UEGF,Carrville and Gilesgate Moor,5274,47,2342,44.40652256,32,0.606750095
00BFGF,Carshalton Central,9833,118,4112,41.81836672,70,0.711888539
00BFGG,Carshalton South and Clockhouse,9747,170,3542,36.33938648,60,0.615574023
17UFGJ,Carsington Water,1855,29,733,39.5148248,34,1.832884097
38UFGR,Carterton North East,2995,19,1025,34.22370618,431,14.39065109
38UFGS,Carterton North West,4599,54,1832,39.83474668,213,4.631441618
38UFGT,Carterton South,4211,63,1581,37.54452624,134,3.182142009
16UGHF,Cartmel,1758,22,774,44.02730375,44,2.502844141
40UDJW,Cary,5193,101,2280,43.90525708,135,2.59965338
20UEGG,Cassop-cum-Quarrington,5586,38,2463,44.09237379,51,0.912996778
00CGFF,Castle,13688,37,6238,45.57276447,198,1.446522501
00CJFD,Castle,11436,123,4709,41.17698496,69,0.603357817
00FNNL,Castle,13465,82,6004,44.58967694,208,1.544745637
00GAPF,Castle,3153,77,1323,41.96003806,72,2.283539486
09UDGH,Castle,8259,89,3848,46.59159705,148,1.791984502
12UBFS,Castle,7244,89,2143,29.58310326,251,3.464936499
16UDGF,Castle,5452,36,2663,48.84446075,135,2.476155539
18UDGK,Castle,3296,44,1533,46.51092233,76,2.305825243
19UGFP,Castle,1969,37,842,42.76282377,84,4.266124937
21UDFW,Castle,6091,30,3193,52.42160565,120,1.970119849
22UGGG,Castle,7032,71,3547,50.44084187,162,2.303754266
29UDGC,Castle,1316,8,567,43.08510638,3,0.227963526
29UEGM,Castle,2011,27,1121,55.74341124,58,2.884137245
29UPHP,Castle,4761,68,1808,37.97521529,101,2.121403067
30UHGL,Castle,6989,84,2933,41.96594649,95,1.359278867
32UDFS,Castle,6684,38,3191,47.74087373,154,2.304009575
34UFGB,Castle,9068,30,4647,51.24614027,225,2.481252757
34UHFS,Castle,6497,55,2786,42.88132984,91,1.400646452
36UGFZ,Castle,4112,26,2256,54.86381323,115,2.796692607
37UGGQ,Castle,5778,44,2750,47.5943233,78,1.349948079
39UDFU,Castle,2634,40,1299,49.3166287,48,1.822323462
41UKFP,Castle,6869,38,3212,46.76080943,120,1.746979182
45UHFP,Castle,7895,49,3421,43.33122229,66,0.835972134
00CRFE,Castle and Priory,11393,30,4355,38.22522602,260,2.282103046
00CTFB,Castle Bromwich,11857,90,4723,39.83301004,59,0.497596357
31UHGF,Castle Donington,6533,61,2769,42.38481555,79,1.20924537
42UDFW,Castle Hill,7528,94,3023,40.15674814,50,0.664187035
00MENE,Castle Without,6176,101,3119,50.50194301,114,1.845854922
00ETNC,Castlefields,6429,23,2981,46.36801991,92,1.43101571
39UEGE,Castlefields and Quarry,4488,37,2341,52.16131907,99,2.205882353
00DBFA,Castleford Ferry Fryston,12644,42,5197,41.10249921,68,0.537804492
00DBFB,Castleford Glasshoughton,13557,51,5705,42.08158147,127,0.936785425
00DBFC,Castleford Whitwood,12260,24,5464,44.56769984,92,0.75040783
20UDGF,Castleside,1527,10,646,42.30517354,21,1.37524558
00BQFC,Castleton,9715,69,4031,41.49253731,102,1.0499228
00CMFA,Castletown,10322,16,4320,41.85235419,64,0.620034877
20UDGG,Catchgate,3022,13,1272,42.09133024,22,0.727994705
00AZGG,Catford South,14031,106,5543,39.50538094,99,0.7055805
00BHFY,Cathall,10608,56,4191,39.50791855,151,1.423453997
47UEFR,Cathedral,7458,78,3599,48.25690534,161,2.158755699
00BEGE,Cathedrals,13115,60,5204,39.679756,220,1.677468547
47UBGA,Catshill,4428,37,1734,39.1598916,52,1.174345077
30UQGL,Catterall,2324,33,887,38.16695353,28,1.204819277
36UEGH,Catterick,2743,31,1001,36.492891,104,3.791469194
33UGFT,Catton Grove,9148,43,4170,45.58373415,195,2.131613467
09UDGJ,Cauldwell,8656,63,3203,37.00323475,137,1.58271719
37UGGR,Caunton,2129,44,889,41.75669328,55,2.583372475
00ASGK,Cavendish,11239,95,4420,39.32734229,73,0.649523979
42UFGQ,Cavendish,1845,26,788,42.7100271,41,2.222222222
38UBGZ,Caversfield,2899,35,1027,35.42600897,158,5.450155226
00MCMT,Caversham,9265,67,4027,43.46465192,115,1.241230437
41UHGP,Caverswall,1707,12,652,38.19566491,29,1.698886936
36UHGS,Cawood with Wistow,3789,45,1553,40.98706783,39,1.029295329
39UFGL,Caynham with Ashford,1221,33,508,41.60524161,27,2.211302211
36UGGA,Cayton,4161,43,1880,45.18144677,46,1.105503485
00AMGB,Cazenove,10500,100,3783,36.02857143,97,0.923809524
22UEFZ,Cedar Hall,5641,38,2410,42.72292147,28,0.496365893
41UHGQ,Cellarhead,3342,17,1357,40.60442849,27,0.807899461
00BLFG,Central,10713,45,4668,43.57322879,288,2.688322599
00BNFK,Central,11689,42,6188,52.93866028,320,2.737616563
00CCFD,Central,10439,38,4735,45.35875084,160,1.532713861
00CEFH,Central,10185,34,4887,47.98232695,245,2.405498282
00CFFH,Central,8004,30,3511,43.86556722,214,2.673663168
00CMFB,Central,12398,23,4486,36.18325536,115,0.927568963
00EHND,Central,3611,13,1744,48.29687067,61,1.689282747
00GAPG,Central,2503,38,1279,51.09868158,87,3.475829005
00HNMY,Central,7955,54,4184,52.59585167,162,2.03645506
00HXNA,Central,8780,59,4126,46.99316629,161,1.833712984
00JANE,Central,8762,87,3278,37.41154987,168,1.917370463
00MDMS,Central,10083,87,3285,32.57958941,77,0.763661609
11UCGQ,Central,4086,78,1642,40.18600098,44,1.076847773
13UEFW,Central,3790,8,1683,44.40633245,46,1.213720317
16UCFQ,Central,5585,15,2546,45.58639212,93,1.665174575
21UGGF,Central,4947,35,2700,54.57853244,96,1.940570042
23UFGQ,Central,1685,17,776,46.05341246,34,2.017804154
26UKFP,Central,6577,39,3051,46.38893112,77,1.170746541
29UGFW,Central,6286,61,2618,41.6481069,80,1.272669424
30UFGB,Central,4227,51,2116,50.0591436,78,1.845280341
30UGFX,Central,4839,22,1598,33.02335193,56,1.157263897
32UBFT,Central,1699,7,884,52.03060624,43,2.53090053
34UBFN,Central,5413,32,2256,41.67744319,78,1.44097543
35UGFX,Central,3907,11,1710,43.76759662,53,1.356539544
36UGGB,Central,4697,17,1994,42.45262934,72,1.532893336
45UHFQ,Central,7467,32,4054,54.2922191,176,2.357037632
47UDFQ,Central,5455,47,2194,40.21998167,70,1.283226398
00BQFD,Central and Falinge,9469,48,4004,42.2853522,220,2.323371
33UDGC,Central and Northgate,7179,30,3277,45.64702605,131,1.824766681
29UNGJ,Central Harbour,7550,55,3442,45.58940397,114,1.509933775
00MLNE,Central Hove,8268,33,5052,61.1030479,206,2.491533624
00MWPL,Central Rural,2773,52,1111,40.06491165,41,1.478543094
00MAMZ,Central Sandhurst,5295,72,2168,40.94428706,34,0.642115203
00MRMQ,Central Southsea,14125,67,5944,42.08141593,184,1.302654867
21UDFX,Central St Leonards,5775,27,3473,60.13852814,127,2.199134199
18UEGN,Central Town,4574,28,2299,50.26235243,110,2.404897245
46UCHH,Cepen Park,5124,57,1967,38.38797814,16,0.31225605
42UBGP,Chadacre,1945,34,791,40.66838046,38,1.953727506
00BPFB,Chadderton Central,10784,95,4486,41.59866469,104,0.964391691
00BPFC,Chadderton North,10269,79,4285,41.72752946,131,1.275684098
00BPFD,Chadderton South,10061,44,4177,41.51674784,109,1.083391313
00FKND,Chaddesden,13178,64,5426,41.17468508,123,0.933373805
38UFGU,Chadlington and Churchill,1938,65,779,40.19607843,75,3.86996904
41UDGM,Chadsmead,3661,24,1490,40.6992625,45,1.229172357
00BCGB,Chadwell,11030,56,4436,40.2175884,75,0.679963735
00ABGA,Chadwell Heath,9299,32,3990,42.90783955,102,1.096892139
00KGMZ,Chadwell St Mary,9631,29,3936,40.86803032,72,0.74758592
00KGNA,Chafford and North Stifford,5618,23,2211,39.35564258,24,0.427198291
18ULGC,Chagford,1470,29,681,46.32653061,43,2.925170068
21UFGH,Chailey and Wivelsfield,4684,124,1780,38.00170794,74,1.579846285
43UKGA,Chaldon,1821,30,638,35.03569467,14,0.768808347
00MWPM,"Chale, Niton and Whitwell",2699,39,1211,44.8684698,45,1.667284179
11UCGR,Chalfont Common,4545,95,1432,31.50715072,44,0.96809681
11UCGS,Chalfont St Giles,6696,211,2695,40.2479092,57,0.85125448
23UFGR,Chalford,6276,110,2612,41.61886552,47,0.74888464
38UDGP,Chalgrove,2909,34,1089,37.43554486,16,0.550017188
29UGFX,Chalk,2214,19,950,42.90876242,20,0.903342367
46UDGW,Chalke Valley,1922,69,799,41.57127992,56,2.913631634
00KFMR,Chalkwell,9207,132,4065,44.15118931,106,1.151297925
29UMGF,Chalkwell,5299,34,2178,41.10209473,46,0.868088319
00KAMW,Challney,11819,103,4488,37.97275573,188,1.590659108
00MDMT,Chalvey,7412,65,2831,38.19481921,94,1.268213708
45UFGF,Chanctonbury,7681,159,3141,40.89311288,85,1.106626741
24UDFY,Chandler's Ford East,4851,54,1969,40.58956916,26,0.535971965
24UDFZ,Chandler's Ford West,5296,57,2204,41.6163142,28,0.528700906
45UFGG,Chantry,8751,190,3809,43.52645412,154,1.75979888
00DAFG,Chapel Allerton,18206,103,7949,43.6614303,241,1.323739427
17UHGG,Chapel East,2046,24,845,41.30009775,20,0.977517107
00BHFZ,Chapel End,11098,49,4443,40.0342404,76,0.684808074
00CGFG,Chapel Green,23082,147,9436,40.88033966,135,0.584871328
32UCHF,Chapel St Leonards,4613,24,2105,45.63190982,54,1.170604812
17UHGH,Chapel West,4370,47,1776,40.64073227,53,1.212814645
40UDJX,Chard Avishayes,2359,21,959,40.65281899,29,1.229334464
40UDJY,Chard Combe,2061,17,935,45.36632703,37,1.795245027
40UDJZ,Chard Crimchard,2755,22,1121,40.68965517,17,0.617059891
40UDKA,Chard Holyrood,2436,20,1131,46.42857143,46,1.888341544
40UDKB,Chard Jocelyn,2397,15,1048,43.72131831,45,1.877346683
00HDNZ,Charfield,3689,53,1281,34.72485769,45,1.219842776
47UBGB,Charford,5174,24,2171,41.95979899,80,1.546192501
29UBHF,Charing,2284,26,1021,44.70227671,53,2.320490368
38UFGW,Charlbury and Finstock,3777,95,1598,42.30871062,54,1.429706116
00CSFD,Charlemont,11230,59,4773,42.50222618,221,1.96794301
00MRMR,Charles Dickens,15256,36,6152,40.32511799,363,2.379391715
00BNFL,Charlestown,10779,38,5015,46.52565173,214,1.985341868
00ALGR,Charlton,12608,70,5652,44.8286802,142,1.126269036
24UNGJ,Charlton,2051,28,834,40.66309118,17,0.828863969
23UBFT,Charlton Kings,5514,96,2322,42.11099021,57,1.033732318
23UBFU,Charlton Park,4816,128,2166,44.97508306,43,0.892857143
00EFMC,Charltons,4812,19,2038,42.3524522,28,0.581878637
43UEGK,Charlwood,2027,27,826,40.74987667,35,1.726689689
19UHHB,Charminster and Cerne Valley,3731,63,1608,43.09836505,94,2.519431788
19UHHC,Charmouth,1687,23,777,46.05809129,23,1.363366924
30UNGD,Charnock,3352,23,1442,43.01909308,26,0.775656325
00FNNM,Charnwood,10664,57,4185,39.24418605,95,0.890847712
18UGGQ,Charterlands,1972,31,823,41.73427992,33,1.673427992
29UCGF,Chartham and Stone Street,4941,101,2011,40.7002631,77,1.55838899
41UGGK,Chartley,1726,52,707,40.9617613,29,1.6801854
00MFNE,Charvil,2990,60,1076,35.98662207,7,0.234113712
00ASGL,Charville,11429,65,4302,37.64108846,85,0.74372211
00AKGN,Chase,12531,80,5388,42.99736653,157,1.252892826
34UGGR,Chase,3242,51,1341,41.36335595,51,1.573103023
47UCHT,Chase,6193,93,2644,42.69336347,61,0.984983045
41UDGN,Chase Terrace,5068,32,2005,39.56195738,38,0.749802684
41UDGP,Chasetown,3581,27,1469,41.02206088,38,1.061156102
30ULGF,Chatburn,1324,13,554,41.8429003,31,2.341389728
00AMGC,Chatham,10728,48,4761,44.37919463,147,1.370246085
00LCNN,Chatham Central,14663,80,6070,41.39671281,184,1.254859169
17UFGK,Chatsworth,1692,42,772,45.62647754,170,10.04728132
00BEGF,Chaucer,13058,69,5161,39.52366365,202,1.546944402
33UFGR,Chaucer,2347,30,1027,43.75798892,45,1.917341287
26UCGS,Chaulden & Shrubhill,5135,65,2055,40.0194742,32,0.623174294
00BSFD,Cheadle,14261,209,6105,42.80905967,146,1.023771124
00BSFE,Cheadle Hulme North,14690,153,6313,42.9748128,120,0.816882233
00BSFF,Cheadle Hulme South,14262,211,5669,39.74898331,90,0.631047539
41UHGR,Cheadle North East,3581,11,1436,40.10053058,40,1.117006423
41UHGS,Cheadle South East,3664,26,1514,41.3209607,51,1.391921397
41UHGT,Cheadle West,4921,46,1940,39.42288153,51,1.036374721
00BFGH,Cheam,9695,206,3805,39.24703455,71,0.732336256
41UHGU,Checkley,5402,54,2111,39.07811922,48,0.888559793
42UFGR,Chedburgh,2175,45,857,39.40229885,28,1.287356322
40UCGY,Cheddar and Shipham,6115,107,2646,43.27064595,74,1.210139002
11UBGZ,Cheddington,3243,40,1241,38.26703669,42,1.295097132
41UHGW,Cheddleton,4474,50,1768,39.51721055,43,0.961108628
33UHHA,Chedgrave and Thurton,2611,30,1029,39.41018767,48,1.838376101
23UCGS,Chedworth,1655,62,686,41.45015106,92,5.558912387
00BNFM,Cheetham,12846,60,4848,37.73937412,227,1.767087031
13UGGS,Chelford,2597,72,1041,40.08471313,33,1.270696958
00GLND,Chell and Packmoor,11803,30,4737,40.13386427,148,1.253918495
00FKNE,Chellaston,12153,133,5107,42.02254587,125,1.028552621
26UHFS,Chells,6163,27,2446,39.68846341,33,0.535453513
22UFGH,Chelmer Village and Beaulieu Park,8406,67,3558,42.32690935,58,0.689983345
22UFGJ,Chelmsford Rural West,2695,40,1103,40.92764378,76,2.820037106
00CTFC,Chelmsley Wood,10927,26,4558,41.71318752,98,0.896860987
00AFGH,Chelsfield and Pratts Bottom,14068,175,5543,39.40147853,79,0.561558146
24UPGM,Cheriton and Bishops Sutton,2138,64,833,38.9616464,97,4.536950421
12UBFT,Cherry Hinton,8303,94,3546,42.70745514,104,1.252559316
32UHGF,Cherry Willingham,3761,36,1608,42.75458655,37,0.983780909
00BXFB,Cherryfield,5823,13,2475,42.50386399,89,1.528421776
43UGFS,Chertsey Meads,5359,40,2350,43.85146483,74,1.380854637
43UGFU,Chertsey South and Row Town,5227,50,2079,39.77424909,43,0.822651617
43UGFT,Chertsey St Ann's,5483,40,2397,43.71694328,75,1.367864308
11UCGT,Chesham Bois and Weedon Hill,4921,186,1877,38.14265393,44,0.89412721
26UBFS,Cheshunt Central,7172,48,3043,42.42889013,56,0.780814278
26UBFT,Cheshunt North,7444,35,2994,40.22031166,41,0.550779151
19UHHD,Chesil Bank,2118,54,915,43.20113314,87,4.107648725
41UFHP,Cheslyn Hay North and Saredon,4221,28,1658,39.27979152,38,0.900260602
41UFHQ,Cheslyn Hay South,4017,43,1491,37.11725168,22,0.547672392
00AXGB,Chessington North and Hook,8721,62,3417,39.18128655,82,0.940259145
00AXGC,Chessington South,9488,76,3865,40.7356661,107,1.127740304
20UBFU,Chester Central,2670,6,1205,45.13108614,18,0.674157303
20UBFW,Chester East,3348,29,1484,44.32497013,34,1.015531661
20UBFX,Chester North,4655,39,2051,44.06015038,28,0.601503759
20UBFY,Chester South,3236,22,1498,46.29171817,22,0.679851669
20UBFZ,Chester West,3456,12,1505,43.5474537,11,0.318287037
41UEGD,Chesterton,7111,26,2791,39.24905077,90,1.265644776
29UCGG,Chestfield and Swalecliffe,7916,79,3507,44.30267812,62,0.78322385
12UCFX,Cheveley,3901,86,1665,42.68136375,185,4.74237375
46UBGQ,Cheverell,1980,34,664,33.53535354,21,1.060606061
35UEFY,Chevington,3223,16,1001,31.05802048,54,1.675457648
35UCFW,Cheviot,934,28,422,45.18201285,105,11.24197002
00HANU,Chew Valley North,2307,64,911,39.48851322,40,1.733853489
00HANW,Chew Valley South,2254,46,887,39.35226264,30,1.330967169
00CQFC,Cheylesmore,13983,121,6300,45.05470929,185,1.323035114
45UDGQ,Chichester East,7004,66,3252,46.43061108,150,2.141633352
45UDGR,Chichester North,5849,106,2521,43.10138485,111,1.897760301
45UDGS,Chichester South,6339,65,2844,44.86512068,143,2.255876321
45UDGT,Chichester West,4539,35,2191,48.27054417,82,1.806565323
19UHHE,Chickerell,5282,40,2262,42.82468762,69,1.306323362
43ULGJ,Chiddingfold and Dunsfold,3812,136,1484,38.9296957,70,1.836306401
21UHGP,Chiddingly and East Hoathly,2727,66,1037,38.02713605,53,1.943527686
19UHHF,Chideock and Symondsbury,1706,33,793,46.48300117,33,1.934349355
00MBNQ,Chieveley,2710,56,921,33.98523985,154,5.682656827
22UHGL,Chigwell Row,2161,27,855,39.5650162,25,1.156871819
22UHGM,Chigwell Village,3937,86,1454,36.93167386,46,1.168402337
40UBGP,Chilcompton,2029,27,755,37.2104485,26,1.281419418
00ACFZ,Childs Hill,17261,332,6851,39.69063206,250,1.448351776
00BYFH,Childwall,16461,155,6393,38.83725169,91,0.552821821
09UEGF,Chiltern,4514,81,1810,40.09747452,27,0.598139123
11UFGQ,Chiltern Rise,5390,65,2151,39.90723562,69,1.280148423
38UDGQ,Chiltern Woods,2267,70,934,41.19982356,67,2.955447728
20UGGC,Chilton,5184,22,2245,43.30632716,37,0.713734568
37UDGG,Chilwell East,4815,49,2049,42.55451713,35,0.726895119
37UDGH,Chilwell West,7915,81,3381,42.71636134,221,2.792166772
24UNGK,"Chilworth, Nursling and Rownhams",6382,127,2416,37.85647133,41,0.64243184
24UBHY,Chineham,7003,78,2919,41.68213623,23,0.328430673
00BHGA,Chingford Green,9497,59,4176,43.97178056,91,0.958197325
38UDGR,Chinnor,5857,75,2197,37.51067099,49,0.836605771
46UCHJ,Chippenham Allington,2554,40,1048,41.03367267,21,0.822239624
46UCHK,Chippenham Audley,2627,15,1024,38.9798249,24,0.913589646
46UCHL,Chippenham Avon,2404,21,1056,43.92678869,30,1.247920133
46UCHM,Chippenham Hill Rise,2615,35,1071,40.95602294,38,1.453154876
46UCHN,Chippenham London Road,2515,13,1045,41.55069583,39,1.550695825
46UCHP,Chippenham Monkton Park,1997,22,884,44.2663996,14,0.701051577
46UCHQ,Chippenham Park,2575,29,1061,41.2038835,25,0.970873786
46UCHR,Chippenham Pewsham,5361,36,2143,39.97388547,32,0.596903563
46UCHS,Chippenham Redland,2615,18,1092,41.75908222,31,1.185468451
46UCHT,Chippenham Westcroft/Queen's,2802,31,1118,39.90007138,35,1.24910778
30ULGG,Chipping,1337,24,507,37.92071803,57,4.263275991
38UFGX,Chipping Norton,5972,77,2540,42.53181514,67,1.12190221
22UHGN,"Chipping Ongar, Greensted and Marden Ash",4115,69,1698,41.2636695,35,0.85054678
00HDPA,Chipping Sodbury,6382,54,2660,41.67972422,76,1.190849264
43UFFW,"Chipstead, Hooley and Woodmansterne",6912,103,2653,38.38252315,52,0.752314815
39UFGM,Chirbury,914,13,346,37.85557987,22,2.407002188
00CKFD,Chirton,8334,11,3809,45.70434365,95,1.139908807
00AFGJ,Chislehurst,14739,201,5996,40.68118597,124,0.84130538
30UEGC,Chisnall,3946,42,1588,40.24328434,38,0.963000507
00ATGA,Chiswick Homefields,10290,163,4551,44.22740525,116,1.127308066
00ATGB,Chiswick Riverside,10935,191,4906,44.86511203,148,1.353452218
18UEGP,Chittlehampton,2175,33,869,39.95402299,68,3.126436782
43UJFU,Chobham,3800,90,1596,42,83,2.184210526
11UCGU,"Cholesbury, The Lee and Bellingdon",2290,61,897,39.17030568,29,1.266375546
35UFGP,Chollerton with Whittington,1218,28,508,41.70771757,45,3.694581281
38UDGS,Cholsey and Wallingford South,5072,100,2028,39.98422713,90,1.77444795
35UGFY,Choppington,2891,9,1238,42.82255275,21,0.726392252
00CHFE,Chopwell and Rowlands Gill,9325,59,4082,43.77479893,77,0.825737265
30UEGD,Chorley East,6420,30,2798,43.58255452,104,1.619937695
30UEGE,Chorley North East,6791,58,2866,42.20291562,70,1.030776027
30UEGF,Chorley North West,6106,95,2582,42.28627579,55,0.900753357
30UEGG,Chorley South East,5901,50,2634,44.63650229,72,1.220132181
30UEGH,Chorley South West,6338,30,2646,41.74818555,90,1.420006311
26UJGB,Chorleywood East,3895,118,1473,37.81771502,20,0.513478819
26UJGC,Chorleywood West,5320,142,2125,39.94360902,46,0.864661654
00BNFN,Chorlton,14356,90,6580,45.83449429,125,0.870716077
00CHFF,Chowdene,8324,43,3713,44.60595867,48,0.576645843
22UGGH,Christ Church,4201,89,1751,41.68055225,45,1.07117353
00ADGF,Christchurch,10390,92,4332,41.69393648,73,0.702598653
16UBGR,Christchurch,3110,81,1507,48.45659164,44,1.414790997
24UFFR,Christchurch,3838,18,1678,43.72068786,47,1.224596144
43UDGC,Christchurch,4668,179,2007,42.99485861,35,0.749785775
23UDGM,Christchurch and English Bicknor,1517,38,611,40.27686223,16,1.05471325
13UBGK,Christleton,4281,119,1685,39.35996263,38,0.887643074
18UHGT,Chudleigh,5472,59,2244,41.00877193,62,1.133040936
18UEGQ,Chulmleigh,2087,32,872,41.78246287,51,2.44369909
00BMFB,Church,11029,164,4537,41.13700245,88,0.797896455
00BYFJ,Church,18314,183,7601,41.50376761,170,0.928251611
00CAGE,Church,12485,76,5486,43.94072887,154,1.233480176
00MCMU,Church,10315,66,3284,31.83713039,173,1.677169171
30UGFY,Church,5264,20,2093,39.7606383,108,2.051671733
00GFNQ,Church Aston and Lilleshall,2912,71,1158,39.76648352,104,3.571428571
24UGFT,Church Crookham East,4711,84,1917,40.69199745,18,0.382084483
24UGFU,Church Crookham West,4999,71,2072,41.44828966,50,1.00020004
41UGGL,Church Eaton,2032,36,818,40.25590551,32,1.57480315
00BCGC,Church End,9997,115,4097,40.98229469,102,1.020306092
17UKFX,Church Gresley,4805,29,2027,42.18522373,44,0.915712799
47UDFR,Church Hill,8493,54,3419,40.25668197,91,1.071470623
22UJFT,Church Langley,7661,23,3198,41.74389766,34,0.443806292
00BKGE,Church Street,6490,27,2756,42.46533128,98,1.510015408
39UFGN,Church Stretton North,1970,26,949,48.17258883,22,1.116751269
39UFGP,Church Stretton South,2216,41,983,44.35920578,24,1.083032491
23UDGN,Churcham and Huntley,1692,24,692,40.89834515,27,1.595744681
23UGGH,Churchdown Brookfield,4138,104,1772,42.82261962,54,1.30497825
23UGGJ,Churchdown St John's,6634,67,2844,42.87006331,52,0.78384082
00BKGD,Churchill,8391,75,4080,48.62352521,197,2.347753545
38UCFX,Churchill,6075,39,2240,36.87242798,105,1.728395062
45UBFR,Churchill,4392,16,2044,46.53916211,42,0.956284153
23UCGT,Churn Valley,1966,51,709,36.06307223,81,4.120040692
41UCGJ,Churnet,2462,36,959,38.95207149,47,1.909017059
41UHGX,Churnet,3226,22,1317,40.82455053,47,1.456912585
00HHMQ,Churston-with-Galmpton,6794,91,3081,45.34883721,54,0.794818958
23UDGP,Cinderford East,3607,19,1489,41.28084281,46,1.275298032
23UDGQ,Cinderford West,4509,15,1964,43.55732978,68,1.508094921
00MDMU,Cippenham Green,8619,42,3383,39.2504931,56,0.649727347
00MDMW,Cippenham Meadows,9294,57,3867,41.6074887,75,0.80697224
23UCGU,Cirencester Beeches,4030,44,1549,38.43672457,41,1.017369727
23UCGW,Cirencester Chesterton,4013,42,1563,38.94841764,41,1.021679541
23UCGX,Cirencester Park,2972,33,1540,51.81695828,101,3.398384926
23UCGY,Cirencester Stratton-Whiteway,3457,73,1415,40.93144345,35,1.012438531
23UCGZ,Cirencester Watermoor,3852,33,1800,46.72897196,77,1.998961578
13UBGL,City & St Anne's,2892,14,1760,60.85753804,123,4.253112033
00DAFH,City and Holbeck,20676,39,10056,48.63609983,817,3.951441285
47UEFS,Claines,7873,110,3292,41.81379398,59,0.749396672
00ECNH,Clairville,5706,23,2368,41.50017525,81,1.41955836
43UDGD,Clandon and Horsley,8409,273,3346,39.79070044,102,1.212986086
24UCGS,Clanfield and Finchdean,4725,63,1872,39.61904762,34,0.71957672
09UDGK,Clapham,5374,57,2248,41.83103833,54,1.004838109
00AYGB,Clapham Common,12270,159,5388,43.91198044,131,1.067644662
00AYGC,Clapham Town,13332,132,6035,45.2670267,214,1.605160516
42UFGS,Clare,1975,26,873,44.20253165,27,1.367088608
18UDGL,Clare and Shuttern,3203,57,1354,42.27286919,76,2.372775523
00BRFE,Claremont,12763,55,5364,42.02773643,141,1.104755935
00EYND,Claremont,7430,33,3491,46.98519515,145,1.951547779
26UGFZ,Clarence,6069,157,2422,39.9077278,82,1.351128687
44UFGB,Clarendon,4954,87,2505,50.56519984,88,1.77634235
12UDGF,Clarkson,2129,27,916,43.02489432,26,1.221230625
36UDGP,Claro,3037,58,1248,41.09318406,63,2.074415542
00CBFE,Clatterbridge,16906,308,6751,39.93256832,162,0.958239678
00CBFF,Claughton,13723,168,5821,42.41783867,116,0.845296218
44UEGU,Claverdon,2246,47,889,39.58147818,23,1.024042743
22UQGN,Clavering,1389,35,543,39.09287257,22,1.58387329
39UBGF,Claverley,1477,18,604,40.89370345,23,1.557210562
17UJGG,Clay Cross North,5073,24,2304,45.41691307,52,1.025034496
17UJGH,Clay Cross South,3696,15,1583,42.83008658,29,0.784632035
00MBNR,Clay Hill,5705,32,2300,40.31551271,45,0.78878177
33UDGD,Claydon,7426,38,3461,46.60651764,187,2.51817937
42UEGR,Claydon and Barham,4200,55,1715,40.83333333,47,1.119047619
43UBFZ,Claygate,6492,152,2577,39.69500924,49,0.754775108
00BCGD,Clayhall,11855,197,4136,34.88823281,64,0.539856601
00CXFG,Clayton,14491,112,5691,39.27265199,157,1.083431095
41UEGE,Clayton,4027,31,1767,43.87881798,31,0.769803824
30ULGH,Clayton-le-Dale with Ramsgreave,2468,42,1009,40.88330632,30,1.215559157
30UGFZ,Clayton-le-Moors,5044,47,2034,40.32513878,59,1.169706582
30UEGJ,Clayton-le-Woods and Whittle-le-Woods,6881,77,2710,39.38381049,50,0.72663857
30UEGK,Clayton-le-Woods North,6867,46,2909,42.36202126,42,0.611620795
30UEGL,Clayton-le-Woods West and Cuerden,4217,46,1700,40.31301873,17,0.403130187
37UCGH,Clayworth,1905,43,799,41.94225722,26,1.364829396
00CLFF,Cleadon and East Boldon,9037,111,3681,40.73254399,51,0.564346575
00CLFG,Cleadon Park,8070,27,3228,40,35,0.433705081
16UEGH,Cleator Moor North,4160,22,1801,43.29326923,46,1.105769231
16UEGJ,Cleator Moor South,2779,16,1202,43.25296869,41,1.475350846
00CZFF,Cleckheaton,14937,80,6564,43.94456718,235,1.573274419
39UFGQ,Clee,2614,39,1035,39.5944912,41,1.568477429
23UGGK,Cleeve Grange,1944,27,905,46.55349794,17,0.874485597
23UGGL,Cleeve Hill,3460,100,1452,41.96531792,27,0.780346821
23UGGM,Cleeve St Michael's,3735,33,1694,45.35475234,31,0.829986613
23UGGN,Cleeve West,4265,44,1856,43.51699883,29,0.679953107
00BCGE,Clementswood,11286,104,3696,32.74853801,133,1.178451178
33UEGX,Clenchwarton,2200,19,913,41.5,25,1.136363636
39UFGR,Cleobury Mortimer,2774,39,1111,40.05046864,39,1.40591204
00AUGB,Clerkenwell,9773,61,4632,47.39588663,143,1.46321498
00HCNS,Clevedon Central,3076,22,1308,42.52275683,37,1.202860858
00HCNT,Clevedon East,3442,41,1437,41.74898315,51,1.481696688
00HCNU,Clevedon North,2547,18,1221,47.93875147,48,1.884570082
