Zone Code,Zone Name,people,households,rent,%rent,nocar,%nocar
34UEGP,St Michael's,3309,43,1406,42.4901783,59,1.783016017
40UDKS,St Michael's,2302,41,966,41.96350999,39,1.694178975
21UGGU,St Michaels,4615,32,1974,42.77356446,47,1.018418202
29UBHW,St Michaels,2437,39,972,39.88510464,32,1.313089865
29UMGW,St Michaels,4630,73,1802,38.92008639,47,1.01511879
43UJGD,St Michaels,4309,57,1841,42.72453005,68,1.578092365
15UEGX,St Minver,2474,29,1149,46.44300728,67,2.708164915
12UEHG,St Neots Eaton Ford,6888,135,2794,40.56329849,34,0.493612079
12UEHH,St Neots Eaton Socon,5547,34,2301,41.4818821,42,0.757166036
12UEHJ,St Neots Eynesbury,8974,46,3634,40.49476265,77,0.858034321
12UEHK,St Neots Priory Park,5963,50,2555,42.84755995,68,1.140365588
00GAQH,St Nicholas,6328,50,2756,43.55246523,65,1.027180784
20UEGU,St Nicholas,3360,24,670,19.94047619,73,2.172619048
26UHGA,St Nicholas,6128,38,2362,38.54438642,23,0.375326371
44UCGE,St Nicolas,7073,126,2665,37.67849569,25,0.353456808
45UBGB,St Nicolas,3815,63,1686,44.19397117,37,0.969855832
42UFHN,St Olaves,4688,14,1889,40.2943686,58,1.237201365
00CAGW,St Oswald,14276,27,5823,40.78873634,198,1.386943121
30UGGJ,St Oswald's,6682,58,2638,39.47919784,33,0.493864113
22UNHT,St Osyth and Point Clear,4119,21,1894,45.98203447,45,1.092498179
00AGGU,St Pancras and Somers Town,12490,37,5313,42.53803042,205,1.64131305
24UPHD,St Paul,6133,118,1938,31.59954345,44,0.717430295
46UDHM,St Paul,3582,22,1603,44.75153546,46,1.284198772
23UBGF,St Paul's,5560,19,2285,41.0971223,101,1.816546763
22UNHU,St Pauls,4552,42,2039,44.79349736,36,0.79086116
43UJGE,St Pauls,5419,182,2006,37.01789998,19,0.350618195
00HGNP,St Peter and the Waterfront,12276,54,6726,54.78983382,320,2.606712284
00AUGM,St Peter's,10933,67,5257,48.08378304,139,1.271380225
22UEGD,St Peter's,6391,53,2530,39.5869191,28,0.438116101
23UBGG,St Peter's,5865,34,2579,43.97271952,103,1.756180733
34UEGQ,St Peter's,3839,51,1594,41.52122949,25,0.651211253
47UEFZ,St Peter's Parish,5620,48,2358,41.95729537,33,0.587188612
26UGGM,St Peters,6503,80,3223,49.56174074,122,1.876057204
29UNGX,St Peters,6761,66,2950,43.63259873,70,1.0353498
00HXNQ,St Philip,9055,61,3816,42.14246273,101,1.115405853
29UEHA,St Radigunds,4868,18,2113,43.40591619,84,1.725554643
15UGGN,St Stephen,7348,38,2975,40.4872074,79,1.075122482
26UGGN,St Stephen,6424,90,2521,39.24346202,35,0.54483188
47UEGA,St Stephen,5047,55,2189,43.37230038,36,0.713295027
21UGGW,St Stephens,4189,37,1831,43.70971592,43,1.026497971
29UCGU,St Stephens,8996,98,3612,40.1511783,129,1.433970654
00MRND,St Thomas,12694,89,5886,46.36836301,334,2.63116433
18UCGL,St Thomas,6246,31,2643,42.31508165,73,1.168747999
32UGHR,St Wulfram's,4146,70,1860,44.86251809,71,1.71249397
15UHFB,St. Agnes,165,15,60,36.36363636,14,8.484848485
00EFMZ,St. Aidan's,4707,22,2117,44.9755683,31,0.658593584
00CTFM,St. Alphege,13966,324,5508,39.43863669,71,0.508377488
00CRFU,St. Andrews,12423,37,4954,39.8776463,216,1.738710456
00CMFM,St. Chad's,10006,67,4520,45.17289626,52,0.519688187
00EFNA,St. Cuthbert's,5845,30,2353,40.2566296,30,0.513259196
00BXFR,St. Gabriels,5902,12,2501,42.37546594,96,1.626567265
00EBMP,St. Hilda,6488,19,2852,43.95807645,105,1.61837238
00BPFQ,St. James,9684,24,4053,41.85254027,138,1.425030979
00CRFW,St. James's,11547,47,5062,43.83822638,265,2.29496839
00CFFT,St. John's,11476,90,4708,41.0247473,140,1.21993726
00CYFN,St. John's,11292,56,4504,39.88664541,217,1.921714488
24ULGC,St. John's,6565,77,2583,39.34501142,73,1.11195735
00KFMZ,St. Luke's,10453,39,4483,42.88720941,77,0.736630632
24ULGD,St. Mark's,6939,81,2809,40.48133737,385,5.548349906
19UGFW,St. Martin,2752,37,1113,40.44331395,36,1.308139535
00BUFQ,St. Martin's,10929,92,4843,44.3132949,120,1.097996157
15UHFC,St. Martin's,142,0,42,29.57746479,11,7.746478873
39UDGC,St. Martin's,2636,17,1074,40.74355083,44,1.669195751
00BMFN,St. Mary's,11610,117,4955,42.67872524,115,0.990525409
00BYGC,St. Mary's,12484,25,5471,43.82409484,149,1.193527715
00CKFP,St. Mary's,8907,209,3657,41.05759515,45,0.505220613
15UHFD,St. Mary's,1666,52,709,42.55702281,87,5.222088836
00BPFR,St. Marys,10785,45,3973,36.83820121,141,1.307371349
00CUFR,St. Matthew's,12214,75,4861,39.79859178,234,1.915834289
00CMFN,St. Michael's,10267,110,4365,42.51485341,68,0.662316159
00CQFL,St. Michael's,15413,99,6018,39.04496205,383,2.484915331
41UGHD,St. Michael's,4851,61,1875,38.65182437,35,0.721500722
00BXFS,St. Michaels,5998,21,2438,40.64688229,66,1.100366789
46UCJH,St. Paul Malmesbury Without and Sherston,5259,122,2137,40.63510173,206,3.917094505
00BPFS,St. Pauls,10496,59,4317,41.12995427,157,1.495807927
00CSFS,St. Pauls,11480,59,3963,34.52090592,202,1.759581882
00CMFP,St. Peter's,10264,56,4478,43.62821512,88,0.857365549
00CWFQ,St. Peter's,14472,91,5529,38.20480929,285,1.969320066
00MLNT,St. Peter's and North Laine,13804,43,7154,51.82555781,282,2.04288612
00CRFX,St. Thomas's,12702,58,5103,40.17477563,266,2.0941584
30UMGB,Stacksteads,3832,19,1684,43.94572025,69,1.800626305
30UQHC,Staina,5267,55,2328,44.19973419,47,0.892348586
16UBHP,Stainburn,1630,22,660,40.49079755,11,0.674846626
20UHGN,Staindrop,1479,15,661,44.6923597,61,4.124408384
43UHGB,Staines,7302,62,3457,47.34319365,83,1.136674884
43UHGC,Staines South,6739,40,2838,42.11307316,70,1.038729782
00CEFT,Stainforth,15932,124,6486,40.71051971,244,1.531508913
30UFGU,Staining and Weeton,3408,28,1189,34.88849765,120,3.521126761
00EFNB,Stainsby,5585,38,2271,40.66248881,34,0.6087735
00ECNZ,Stainton and Thornton,2891,19,1208,41.78484953,30,1.037703217
12UDHB,Staithe,2456,14,985,40.10586319,32,1.302931596
35UGGJ,Stakeford,3005,15,1303,43.36106489,25,0.831946755
24UHGC,Stakes,10065,54,3937,39.11574764,79,0.784898162
33UFHR,Stalham and Sutton,4177,30,1819,43.54800096,59,1.412497007
00BTFT,Stalybridge North,10686,76,4306,40.29571402,185,1.731237133
00BTFU,Stalybridge South,11047,131,4531,41.01566036,123,1.113424459
43UCFY,Stamford,5758,94,2346,40.74331365,44,0.76415422
32UGHT,Stamford St John's,6250,113,2467,39.472,34,0.544
35UEGR,Stamfordham,1542,37,570,36.96498054,97,6.290531777
26UKFX,Stanborough,6852,63,2625,38.30998249,42,0.61295972
09UEGX,Stanbridge,2171,42,868,39.98157531,28,1.289728236
38UFHF,"Standlake, Aston and Stanton Harcourt",3972,77,1549,38.9979859,64,1.611278953
00MLNW,Stanford,10056,184,3961,39.38941925,66,0.656324582
37UJHE,Stanford,2356,45,936,39.72835314,29,1.23089983
38UEHK,Stanford,2136,32,857,40.12172285,40,1.872659176
00KGNL,Stanford East and Corringham Town,8884,40,3639,40.9612787,50,0.562809545
00KGNM,Stanford-le-Hope West,6630,29,2619,39.50226244,59,0.889894419
00JANW,Stanground Central,8579,48,3693,43.04697517,97,1.13066791
00JANX,Stanground East,3057,19,1288,42.13280994,30,0.981354269
20UJGK,Stanhope,3375,34,1482,43.91111111,66,1.955555556
29UBJA,Stanhope,3276,12,1115,34.03540904,37,1.129426129
32UBGH,Staniland North,1701,9,735,43.20987654,21,1.234567901
32UBGG,Staniland South,3434,22,1579,45.98136284,45,1.31042516
00AWGR,Stanley,7529,195,3797,50.43166423,189,2.510293532
00EYNQ,Stanley,6312,45,2820,44.67680608,67,1.061470215
17UGGY,Stanley,2143,10,915,42.69715352,17,0.793280448
00DBFQ,Stanley and Altofts,17781,131,7390,41.56121703,127,0.714245543
00DBFR,Stanley and Wrenthorpe,19163,144,7668,40.01461149,126,0.65751709
20UDGX,Stanley Hall,4665,14,2190,46.94533762,33,0.707395498
13UEGH,Stanlow & Wolverham,5475,20,2347,42.86757991,79,1.442922374
00AQGS,Stanmore Park,9339,177,3877,41.51408074,244,2.612699432
35UEGS,Stannington,1646,36,706,42.89185905,69,4.191980559
26UDHG,Stanstead Abbots,2737,24,1097,40.08037998,53,1.936426745
22UQHA,Stansted North,3143,76,1231,39.16640153,38,1.209035953
22UQHB,Stansted South,2792,29,1193,42.72922636,41,1.468481375
17UFHA,Stanton,1888,21,778,41.20762712,33,1.747881356
42UFHQ,Stanton,2683,21,1082,40.32799105,119,4.435333582
31UBGQ,Stanton and Flamville,7132,106,2867,40.19910264,40,0.560852496
00MGNU,Stantonbury,8940,100,3569,39.92170022,67,0.749440716
22UGHC,Stanway,7553,87,3196,42.31431219,81,1.072421554
43UHGD,Stanwell North,7301,41,3242,44.40487604,74,1.013559786
34UDGQ,Stanwick,2160,15,833,38.56481481,10,0.462962963
16UDGT,Stanwix Rural,3976,52,1629,40.97082495,54,1.358148893
16UDGU,Stanwix Urban,5724,97,2459,42.9594689,45,0.786163522
19UDGS,Stapehill,2255,15,954,42.3059867,22,0.975609756
41UCGS,Stapenhill,7900,28,3432,43.44303797,129,1.632911392
00HDPT,Staple Hill,6823,31,3075,45.06815184,115,1.685475597
22UJGB,Staple Tye,7364,42,2960,40.1955459,47,0.638240087
37UDGQ,Stapleford North,4714,19,2039,43.25413661,52,1.103097157
37UDGR,Stapleford South East,4969,42,2158,43.42926142,53,1.066613001
37UDGS,Stapleford South West,5308,19,2323,43.76412962,58,1.092690279
40UEGU,Staplegrove,3992,80,1599,40.05511022,80,2.004008016
29UHHG,Staplehurst,6003,105,2216,36.9148759,56,0.9328669
36UDHT,Starbeck,5729,38,2462,42.97434107,66,1.152033514
20UHGP,Startforth,1312,23,384,29.26829268,14,1.067073171
16UGJN,Staveley-in-Cartmel,1638,40,744,45.42124542,42,2.564102564
16UGJP,Staveley-in-Westmorland,2044,40,906,44.32485323,34,1.663405088
34UGHK,Steane,1859,52,758,40.77461001,36,1.936525013
22UQHC,Stebbing,1510,50,578,38.2781457,20,1.324503311
45UDHN,Stedham,2287,80,957,41.84521207,82,3.585483166
11UBHU,Steeple Claydon,2890,48,1079,37.33564014,38,1.314878893
17UKGK,Stenson,4520,54,1625,35.95132743,24,0.530973451
36UGGW,Stepney,4237,50,1912,45.12626859,58,1.368893085
11UBHW,Stewkley,2955,61,1154,39.05245347,59,1.996615905
45UFGZ,Steyning,6038,127,2627,43.50778403,79,1.308380258
32UCJQ,Stickney,2175,22,864,39.72413793,42,1.931034483
00KGNN,Stifford Clays,6215,44,2550,41.02976669,42,0.675784393
36UCHJ,Stillington,1819,46,773,42.49587686,46,2.528862012
12UEHN,Stilton,3110,47,1192,38.32797428,42,1.350482315
15UDGT,Stithians,2004,30,823,41.06786427,30,1.497005988
00CNGK,Stockland Green,23060,77,9910,42.97484822,334,1.44839549
00CGGE,Stocksbridge,13663,95,5808,42.50896582,84,0.614799092
35UFHL,Stocksfield with Mickley,3857,118,1599,41.457091,49,1.270417423
44UEHK,Stockton and Napton,2449,27,957,39.07717436,35,1.429154757
00EUNX,Stockton Heath,6396,75,2698,42.18261413,64,1.000625391
00AYGN,Stockwell,13416,115,5779,43.07543232,181,1.349135361
00HBPU,Stockwood,10932,57,4411,40.34943286,119,1.088547384
00HGNR,Stoke,12146,85,5472,45.05186893,173,1.42433723
43UDGR,Stoke,5858,33,2337,39.89416183,90,1.536360533
00GLNP,Stoke and Trent Vale,12271,45,5549,45.22043843,207,1.686904083
00HBPW,Stoke Bishop,9660,223,3260,33.74741201,96,0.99378882
00HDPU,Stoke Gifford,10951,82,4464,40.7634006,109,0.995342891
47UBGP,Stoke Heath,2551,49,915,35.86828695,3,0.117600941
33UHJC,Stoke Holy Cross,2461,43,1083,44.00650142,50,2.031694433
00AMGS,Stoke Newington Central,10133,55,4316,42.59350637,111,1.095430771
42UDGF,Stoke Park,7235,42,3093,42.75051831,98,1.354526607
11UEGP,Stoke Poges,4839,93,1948,40.25625129,60,1.239925604
47UBGQ,Stoke Prior,2008,20,872,43.42629482,39,1.942231076
40UEGW,Stoke St. Gregory,1391,25,586,42.12796549,25,1.797268152
15UEGZ,Stokeclimsland,2421,46,951,39.28128872,31,1.280462619
11UFHJ,Stokenchurch and Radnage,5459,89,2188,40.08060084,78,1.42883312
18UGHL,Stokenham,1949,30,894,45.86967676,35,1.795792714
39UFHB,Stokesay,2589,15,1065,41.13557358,61,2.356122055
36UCHK,Stokesley,5530,107,2247,40.63291139,84,1.518987342
29UDGM,Stone,6252,20,2714,43.41010877,67,1.07165707
17UHHC,Stone Bench,4457,15,1761,39.51088176,52,1.166704061
00AEHA,Stonebridge,15943,102,5866,36.79357712,196,1.229379665
00BFGL,Stonecot,10327,80,3889,37.65856493,49,0.474484361
41UGHF,Stonefield and Christchurch,4253,41,1953,45.92052669,69,1.622384199
23UFHG,Stonehouse,7603,60,3003,39.49756675,106,1.394186505
43UCFZ,Stoneleigh,4700,85,1777,37.80851064,22,0.468085106
44UFGM,Stoneleigh,3049,32,841,27.58281404,158,5.182026894
38UFHG,Stonesfield and Tackley,4041,82,1651,40.85622371,112,2.77159119
00GAQJ,Stoney Street,2803,38,1136,40.52800571,52,1.855155191
00FNPA,Stoneygate,17068,231,5876,34.42699789,180,1.054605109
41UDHD,Stonnall,1470,18,621,42.24489796,16,1.088435374
00MGNW,Stony Stratford,14287,169,6075,42.52117309,154,1.077902989
41UKFT,Stonydelph,8073,48,3008,37.26000248,63,0.780379041
00KANK,Stopsley,7105,41,2865,40.32371569,44,0.619282196
22UQHD,Stort Valley,1455,46,565,38.83161512,32,2.199312715
09UCHH,Stotfold,6214,65,2577,41.47087222,77,1.239137432
39UBGS,Stottesdon,1690,34,613,36.27218935,41,2.426035503
43UDGS,Stoughton,8027,88,3261,40.62538931,80,0.996636352
19UDGT,Stour,2542,52,958,37.68686074,89,3.501180173
29UBJB,Stour,5082,58,2227,43.82133018,46,0.905155451
19UEHE,Stour Valley,3510,42,1588,45.24216524,51,1.452991453
22UCHH,Stour Valley North,2131,53,916,42.98451431,56,2.627874237
22UCHJ,Stour Valley South,2065,55,871,42.17917676,35,1.694915254
32UHGX,Stow,2159,33,866,40.11116258,41,1.899027327
41UDHE,Stowe,5123,80,2297,44.83700956,111,2.1666992
42UEHJ,Stowmarket Central,4323,50,2044,47.28198011,80,1.850566736
42UEHK,Stowmarket North,5883,41,2366,40.21757607,61,1.036885943
42UEHL,Stowmarket South,5042,41,1994,39.54779849,57,1.130503768
42UEHM,Stowupland,2207,17,905,41.00589035,42,1.903035795
42UEHN,Stradbroke and Laxfield,2324,12,1003,43.15834768,48,2.065404475
00EBMR,Stranton,4970,12,2292,46.1167002,79,1.589537223
44UEHL,Stratford Alveston,5202,128,2213,42.54133026,63,1.211072664
00BBGU,Stratford and New Town,12378,60,5529,44.66795928,231,1.866214251
44UEHM,Stratford Avenue and New Town,6362,85,2941,46.22760138,89,1.398931154
44UEHN,Stratford Guild and Hathaway,6303,116,3101,49.19879422,115,1.824528003
44UEHP,Stratford Mount Pleasant,4277,48,1826,42.69347674,47,1.098901099
33UHJD,Stratton,4619,58,1907,41.28599264,68,1.472180126
40UBHP,Stratton,2486,36,893,35.92115849,60,2.413515688
13UEGJ,Strawberry Fields,3715,32,1446,38.92328398,11,0.296096904
36UDHU,Stray,5452,149,2307,42.31474688,65,1.192223037
00AYGP,Streatham Hill,13359,118,6048,45.27284976,141,1.055468224
00AYGQ,Streatham South,13449,115,5263,39.13302104,116,0.862517659
00AYGR,Streatham Wells,12746,56,5841,45.82614153,146,1.145457398
20UHGQ,Streatlam and Whorlton,713,13,289,40.53295933,16,2.244039271
09UEGY,Streatley,2214,12,943,42.59259259,15,0.677506775
40UBHQ,Street North,4833,39,2028,41.96151459,83,1.717359818
40UBHR,Street South,4054,45,1605,39.59052787,69,1.702022694
40UBHS,Street West,2179,35,825,37.86140431,13,0.596603947
00CUFT,Streetly,13251,164,5279,39.83850275,66,0.498075617
00FFPC,Strensall,7862,131,3022,38.43805647,188,2.391249046
36UGGX,Streonshalh,4863,35,2016,41.45589143,75,1.542257866
00BUFS,Stretford,9685,75,4198,43.34537945,118,1.218378936
12UCGM,Stretham,3609,46,1417,39.26295373,46,1.2745913
41UCGT,Stretton,7763,76,3129,40.30658251,59,0.760015458
00LCPF,Strood North,13292,115,5246,39.46734878,94,0.707192296
00LCPG,Strood Rural,12092,101,4637,38.34766788,144,1.190869997
00LCPH,Strood South,14221,65,5626,39.56121229,130,0.914141059
00APGP,Stroud Green,10324,77,4895,47.4137931,145,1.404494382
00HNNH,Strouden Park,8955,86,3796,42.38972641,151,1.686208822
24UEGC,Stubbington,7805,107,2818,36.10506086,61,0.781550288
44UEHQ,Studley,5939,63,2440,41.08435764,66,1.111298198
29UCGX,Sturry North,2782,22,1137,40.86987779,24,0.862688713
29UCGY,Sturry South,2910,37,1191,40.92783505,34,1.16838488
37UCGW,Sturton,2168,38,869,40.08302583,38,1.752767528
32UHGY,Sudbrooke,2496,64,978,39.18269231,20,0.801282051
00AEHB,Sudbury,12307,122,4745,38.55529374,151,1.226944016
42UBHH,Sudbury East,3954,18,1810,45.77642893,61,1.542741528
42UBHJ,Sudbury North,4115,27,1638,39.80558931,40,0.972053463
42UBHK,Sudbury South,3864,24,1922,49.74120083,92,2.380952381
00CAGX,Sudell,14041,113,5432,38.68670323,76,0.541271989
00EXNU,Sudell,6806,28,2961,43.50573024,114,1.674992654
33UFHS,Suffield Park,3867,26,1746,45.15128006,41,1.060253426
00MBPH,Sulhamstead,2726,55,1100,40.35216434,70,2.567865004
41UDHF,Summerfield,4036,25,1561,38.67690783,28,0.693756194
46UFGX,Summerham,2188,64,933,42.6416819,32,1.462522852
38UCGS,Summertown,7041,148,2820,40.0511291,250,3.550632012
22UJGC,Sumners and Kingsmoor,7450,50,2955,39.66442953,29,0.389261745
43UHGE,Sunbury Common,7481,41,3090,41.30463842,75,1.002539767
43UHGF,Sunbury East,6308,95,2660,42.1686747,69,1.093849081
00KANL,Sundon Park,7585,37,2960,39.02439024,58,0.764667106
39UEGX,Sundorne,5123,26,2057,40.15225454,64,1.249268007
00MENX,Sunningdale,4875,129,1908,39.13846154,97,1.98974359
00MENY,Sunninghill and South Ascot,6538,173,2585,39.53808504,99,1.514224533
38UEHL,Sunningwell and Wootton,4186,94,1702,40.65934066,85,2.030578118
20UGGP,Sunnydale,3548,13,1600,45.09582864,33,0.930101466
00EXNW,Sunnyhurst,6343,57,2622,41.33690683,70,1.103578748
00AXGL,Surbiton Hill,10191,100,4758,46.68825434,139,1.363948582
32UFGT,Surfleet,2235,24,895,40.04474273,21,0.939597315
00BEGX,Surrey Docks,11346,35,5267,46.4216464,169,1.489511722
00FANU,Sutton,12881,35,5007,38.87120565,145,1.125688999
12UCGN,Sutton,3363,38,1328,39.48855189,34,1.011002081
13UEGK,Sutton,5824,65,2245,38.54739011,51,0.875686813
13UGJD,Sutton,2241,57,936,41.76706827,40,1.784917448
17UJHB,Sutton,4019,32,1755,43.667579,32,0.796217965
37UCGX,Sutton,2766,40,817,29.53723789,51,1.843817787
39UCGT,Sutton,2547,41,710,27.87593247,149,5.850019631
42UGJB,Sutton,2412,55,894,37.06467662,221,9.16252073
00BZFQ,Sutton and Bold,9394,41,3709,39.4826485,82,0.872897594
00HGNS,Sutton and Mount Gould,12553,49,5745,45.76595236,260,2.071218036
39UEGY,Sutton and Reabrook,4209,42,1852,44.00095034,50,1.187930625
32UFGU,Sutton Bridge,3936,24,1709,43.41971545,67,1.702235772
00BFGM,Sutton Central,10016,55,4981,49.73043131,110,1.098242812
38UEHM,Sutton Courtenay and Appleford,2772,47,1069,38.56421356,26,0.937950938
00CNGL,Sutton Four Oaks,28613,528,12105,42.30594485,273,0.954111767
13UEGL,Sutton Green & Manor,4068,30,1458,35.84070796,13,0.319567355
37UBGB,Sutton in Ashfield Central,11257,30,4743,42.13378342,208,1.847739185
37UBGC,Sutton in Ashfield East,11181,49,4694,41.98193364,164,1.466773992
37UBGD,Sutton in Ashfield North,10594,60,4506,42.53350953,141,1.330942043
37UBGE,Sutton in Ashfield West,9899,60,4226,42.69118093,84,0.848570563
00CNGM,Sutton New Hall,32363,385,13711,42.36628248,402,1.242159256
00BFGN,Sutton North,9675,82,4056,41.92248062,61,0.630490956
32UCJR,Sutton on Sea North,1901,10,849,44.66070489,23,1.209889532
32UCJS,Sutton on Sea South,2068,4,944,45.64796905,21,1.015473888
47UGGK,Sutton Park,7167,48,3050,42.55616018,83,1.15808567
00BFGP,Sutton South,8827,86,4931,55.86269401,126,1.427438541
29UHHH,Sutton Valence and Langley,2702,42,1025,37.93486306,52,1.92450037
00CNGN,Sutton Vesey,28818,531,11784,40.89110972,225,0.780762024
00GAQK,Sutton Walls,3090,62,1264,40.90614887,43,1.391585761
00BFGQ,Sutton West,9980,104,4764,47.73547094,68,0.681362725
29UDGN,Sutton-at-Hone and Hawley,4133,41,1663,40.2371159,36,0.871037987
36UBGT,Sutton-in-Craven,3480,41,1429,41.06321839,36,1.034482759
37UGHH,Sutton-on-Trent,2542,49,1058,41.62077105,62,2.43902439
17UKGL,Swadlincote,6522,45,2766,42.41030359,93,1.425942962
33UBHR,Swaffham,6935,65,3130,45.1333814,119,1.71593367
36UCHL,Swainby,1753,50,742,42.32743868,28,1.597261837
36UEHD,Swaledale,1116,16,491,43.99641577,58,5.197132616
00MFNY,Swallowfield,2629,48,1022,38.87409661,54,2.054012933
19UGFX,Swanage North,4169,47,1860,44.61501559,64,1.535140321
19UGFY,Swanage South,5955,67,2582,43.35852225,85,1.427371956
29UKHJ,Swanley Christchurch and Swanley Village,5766,44,2208,38.29344433,31,0.537634409
29UKHK,Swanley St Mary's,4535,11,1798,39.64718853,63,1.389195149
29UKHL,Swanley White Oak,6287,49,2691,42.80260856,69,1.097502784
24UPHG,Swanmore and Newtown,4044,105,1519,37.56181998,38,0.939663699
29UDGP,Swanscombe,6418,14,2705,42.14708632,61,0.950451854
00BXFT,Swanside,7907,40,3066,38.77576831,42,0.531174908
34UHGF,Swanspool,5703,47,2811,49.28984745,134,2.34964054
33UBHS,Swanton Morley,2863,28,984,34.36954244,146,5.099545931
17UBHA,Swanwick,5316,62,2178,40.97065463,57,1.072234763
12UGHY,Swavesey,2480,43,960,38.70967742,15,0.60483871
00MSNG,Swaythling,13394,57,4727,35.29192176,148,1.104972376
39UDGD,Sweeney and Trefonen,3776,89,1496,39.61864407,45,1.191737288
22ULGR,Sweyne Park,4325,24,1762,40.73988439,17,0.393063584
23UBGJ,Swindon Village,6008,45,2493,41.49467377,59,0.982023968
32UBGJ,Swineshead and Holland Fen,3369,38,1363,40.45710893,61,1.810626299
00BWFW,Swinley,10556,92,4648,44.03183024,110,1.042061387
00CFFU,Swinton,11281,69,4750,42.10619626,157,1.391720592
00BRFP,Swinton North,11691,29,5204,44.51287315,186,1.590967411
00BRFQ,Swinton South,12592,70,5169,41.04987294,133,1.056226175
00AGGW,Swiss Cottage,11663,96,5843,50.09860242,259,2.220697934
41UGHG,Swynnerton,4233,80,1731,40.8929837,60,1.417434444
00AZGU,Sydenham,15353,81,6760,44.03048264,140,0.911873901
26UHGC,Symonds Green,5941,49,2616,44.03299108,54,0.908937889
00ATGS,Syon,9717,55,4150,42.70865493,128,1.317278996
31UCHG,Syston East,5814,34,2386,41.03887169,44,0.756793946
31UCHH,Syston West,5794,60,2412,41.62927166,60,1.035554021
00BKGR,Tachbrook,8342,57,5028,60.27331575,460,5.514265164
24UNGY,Tadburn,5382,66,2153,40.00371609,38,0.706057228
36UHHG,Tadcaster East,3830,28,1615,42.16710183,93,2.428198433
36UHHH,Tadcaster West,3511,37,1524,43.40643691,51,1.452577613
24UBJR,Tadley North,6274,70,2540,40.48453937,48,0.765062161
24UBJS,Tadley South,5377,65,2220,41.28696299,36,0.669518319
43UFGN,Tadworth and Walton,7016,141,2781,39.63797035,62,0.883694413
22UQHE,Takeley and the Canfields,2939,34,1209,41.13644097,58,1.973460361
00BUFT,Talbot,8176,24,3674,44.93639922,99,1.210861057
00EYNR,Talbot,6913,37,3329,48.15564878,106,1.533342977
00HNNJ,Talbot and Branksome Woods,8122,120,3656,45.01354346,100,1.231223836
18UBHS,Tale Vale,2369,50,935,39.46813001,56,2.36386661
41UEGW,Talke,4077,17,1723,42.26146676,48,1.177336277
18UKGX,Tamarside,1477,9,554,37.5084631,24,1.624915369
18ULGP,Tamarside,1484,36,592,39.89218329,23,1.549865229
20UDGY,Tanfield,4505,28,1873,41.57602664,29,0.64372919
36UCHM,Tanfield,1755,35,703,40.05698006,54,3.076923077
45UDHP,Tangmere,2462,29,963,39.11454102,27,1.096669374
30UPHB,Tanhouse,4106,7,1682,40.96444228,70,1.704822211
29UCGZ,Tankerton,4583,48,1987,43.35588043,51,1.112808204
44UEHR,Tanworth,3725,62,1492,40.05369128,57,1.530201342
11UEGQ,Taplow,1584,38,725,45.77020202,43,2.714646465
47UBGR,Tardebigge,3044,42,881,28.94218134,30,0.985545335
30UNHA,Tardy Gate,3291,23,1263,38.37739289,15,0.455788514
30UPHC,Tarleton,5350,67,2216,41.42056075,72,1.345794393
13UHHL,Tarporley & Oulton,3916,97,1642,41.93054137,71,1.813074566
45UHGB,Tarring,8037,69,3580,44.54398407,57,0.709219858
13UBHF,Tarvin,4175,82,1658,39.71257485,52,1.245508982
33UHJE,Tasburgh,2285,38,894,39.12472648,26,1.13785558
43UKGM,Tatsfield and Titsey,1816,34,693,38.16079295,36,1.982378855
13UBHG,Tattenhall,3601,78,1479,41.07192447,81,2.249375174
43UFGP,Tattenhams,7274,65,3130,43.02996976,33,0.453670608
40UDKU,Tatworth and Forton,2580,17,1061,41.12403101,22,0.852713178
40UEGX,Taunton Blackbrook and Holway,6508,39,2820,43.33128457,84,1.290719115
40UEGY,Taunton Eastgate,4137,36,1985,47.9816292,128,3.09402949
40UEGZ,Taunton Fairwater,5686,51,2673,47.01020049,79,1.389377418
40UEHA,Taunton Halcon,6207,21,2590,41.72708233,119,1.917190269
40UEHB,Taunton Killams and Mountfield,3083,58,1316,42.68569575,40,1.297437561
40UEHC,Taunton Lyngford,5317,26,2451,46.09742336,122,2.294526989
40UEHD,Taunton Manor and Wilton,5181,106,2510,48.4462459,90,1.737116387
40UEHE,Taunton Pyrland and Rowbarton,5911,42,2472,41.82033497,95,1.607173067
33UCHM,Taverham North,5423,39,2076,38.28139406,19,0.35035958
33UCHN,Taverham South,4810,63,1973,41.01871102,27,0.561330561
33UBHT,Taverner,2199,27,884,40.20009095,26,1.182355616
18ULGQ,Tavistock North,4858,76,2105,43.33058872,58,1.193906958
18ULGR,Tavistock South,4437,90,1823,41.08631959,68,1.53256705
18ULGS,Tavistock South West,1723,24,763,44.28322693,24,1.392919327
18UDGZ,Taw,1508,18,615,40.78249337,34,2.25464191
18UDHA,Taw Vale,1614,16,665,41.20198265,29,1.796778191
00CHFT,Teams,9241,18,4293,46.45601125,71,0.768315117
00BDGL,Teddington,9615,164,4412,45.88663547,157,1.632865315
00EENT,Teesville,6862,20,2851,41.54765375,47,0.684931507
18UHHM,Teign Valley,2559,62,1055,41.22704181,34,1.328644002
18UHHH,Teignbridge North,2738,26,1202,43.90065741,41,1.497443389
18UHHJ,Teignmouth Central,4645,50,1985,42.73412271,59,1.270182992
