OBJECTID_1,objectid,lsoa01cd,lsoa01nm,lsoa01nmw,st_areasha,st_lengths,Shape_Length,Shape_Area,LSOA_ElecMean,LSOA_GasMean,LSOA_PrcnPost2000,Day_Jan18,Day_Jun18,Nit_Jan18,Nit_Jun18,Efficiency,Potential_Efficiency,EfficiencyDiff,AgePost2000,AgePre2000,TotalBldngs,Area_Calculate_SqM,Total_KWH_Saved,TotalKWHSaved_2,OBJECTID_12,Field1,LSOA,Field3,Field4,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,Energy_Consumption_Difference,EnergySavingKwH
617,649,E01000649,Bromley 007B,Bromley 007B,853985.236373535008170,4949.798039722541944,4949.798039720074485,853985.236373856198043,5575,22893.0000000,0.2380952,5.796585034013630,30.082952380952399,2.339476523476550,15.001940276110499,2,0,1,200,610,840,853985.2500000,65756864.0000000,65756864.0000000,618,618,E01000649,,,71.000000000000000,83.000000000000000,68.000000000000000,80.000000000000000,170.000000000000000,93.000000000000000,3.400000000000000,30.000000000000000,1.900000000000000,112.000000000000000,72.000000000000000,518.000000000000000,494.000000000000000,138.000000000000000,89.000000000000000,113.000000000000000,77,65756864.0000000
618,650,E01000650,Bromley 022A,Bromley 022A,885918.581500804983079,7070.731010393426004,7070.731010398004400,885918.581500810105354,4694,22984.0000000,0.1211718,5.624285714285740,29.402619047619101,2.094545454545480,14.953749999999999,2,0,1,91,650,751,885918.5625000,71759400.0000000,71759400.0000000,619,619,E01000650,,,68.428571430000005,79.857142859999996,64.714285709999999,76.571428569999995,195.571428599999990,114.714285700000005,4.014285714000000,34.571428570000002,2.600000000000000,110.714285700000005,77.571428569999995,649.428571400000010,565.000000000000000,129.857142900000014,97.857142859999996,128.857142900000014,81,71759408.0000000
619,651,E01000651,Bromley 020A,Bromley 020A,290550.035683989990503,3686.282763013497060,3686.282763013681233,290550.035684045695234,3986,17143.0000000,0.0030211,5.712857142857170,30.108571428571501,2.239090909090940,15.122500000000000,2,0,1,2,650,662,290550.0312500,28183354.0000000,28183354.0000000,620,620,E01000651,,,59.200000000000003,74.200000000000003,50.000000000000000,67.599999999999994,247.400000000000006,150.800000000000011,6.840000000000000,45.000000000000000,4.200000000000000,122.200000000000003,97.400000000000006,1157.599999999999909,779.200000000000045,132.599999999999994,120.000000000000000,159.800000000000011,97,28183354.0000000
620,652,E01000652,Bromley 022B,Bromley 022B,577446.944135335041210,5560.441864248872662,5560.441864252031337,577446.944135109777562,4277,19729.0000000,0.0554785,5.489291383219980,28.856267006802700,1.748076209504810,14.810166666666699,2,0,1,40,671,721,577446.9375000,98743424.0000000,98743424.0000000,621,621,E01000652,,,54.666666669999998,79.500000000000000,47.666666669999998,75.000000000000000,291.000000000000000,120.166666699999993,5.666666667000000,51.333333330000002,2.433333333000000,113.666666699999993,69.333333330000002,950.000000000000000,615.166666699999951,147.000000000000000,72.500000000000000,110.000000000000000,171,98743424.0000000
621,653,E01000653,Bromley 016D,Bromley 016D,497242.668450539989863,5051.484678285733935,5051.484678289672047,497242.668450475903228,5304,22476.0000000,0.0337621,6.533300000000030,31.110307692307700,2.379927272727310,15.171060116354299,2,0,1,21,600,622,497242.6562500,69613968.0000000,69613968.0000000,622,622,E01000653,,,57.600000000000001,77.400000000000006,49.000000000000000,71.599999999999994,271.000000000000000,131.400000000000006,6.060000000000000,47.600000000000001,3.460000000000000,114.200000000000003,78.799999999999997,969.799999999999955,781.000000000000000,187.800000000000011,94.200000000000003,132.199999999999989,140,69613976.0000000
622,654,E01000654,Bromley 039A,Bromley 039A,1059871.535567295039073,6640.254522209341303,6640.254522207377704,1059871.535567234735936,4355,15356.0000000,0.0040323,5.550000000000030,24.740555555555598,0.706666666666692,12.878830409356800,2,0,1,2,493,496,1059871.5000000,122945096.0000000,122945096.0000000,623,623,E01000654,,,68.000000000000000,84.000000000000000,66.500000000000000,83.500000000000000,225.500000000000000,109.000000000000000,3.650000000000000,37.000000000000000,1.700000000000000,75.000000000000000,75.000000000000000,664.000000000000000,537.000000000000000,119.000000000000000,63.000000000000000,99.500000000000000,116,122945096.0000000
623,655,E01000655,Bromley 039B,Bromley 039B,380557.409465954988264,4495.202789917751033,4495.202789916393158,380557.409465820353944,4387,15568.0000000,0.0194553,4.963333333333370,24.888750000000002,0.628461538461561,13.158888888888900,2,0,1,10,503,514,380557.4062500,58986396.0000000,58986396.0000000,624,624,E01000655,,,60.000000000000000,80.500000000000000,54.250000000000000,77.000000000000000,297.000000000000000,142.000000000000000,4.900000000000000,52.250000000000000,2.350000000000000,81.000000000000000,67.000000000000000,866.000000000000000,618.250000000000000,118.750000000000000,73.000000000000000,93.500000000000000,155,58986400.0000000
624,656,E01000656,Bromley 039C,Bromley 039C,3404706.043784175068140,11276.789978013084692,11276.789978010758205,3404706.043784109875560,4968,18046.0000000,0.0535714,5.780376984127010,26.762463235294099,0.655384615384642,13.662768031189101,2,0,1,30,520,560,3404706.0000000,520920032.0000000,520920032.0000000,625,625,E01000656,,,51.750000000000000,78.500000000000000,51.250000000000000,70.500000000000000,367.000000000000000,214.250000000000000,5.400000000000000,63.500000000000000,2.975000000000000,107.000000000000000,66.250000000000000,948.750000000000000,595.500000000000000,295.500000000000000,93.500000000000000,96.250000000000000,153,520920032.0000000
625,657,E01000657,Bromley 039D,Bromley 039D,307556.043101455026772,3809.094104679441443,3809.094104675143171,307556.043101443792693,4195,14445.0000000,0.0984743,5.515714285714310,25.864999999999998,0.421666666666695,12.627894736842100,2,0,1,71,640,721,307556.0312500,49516520.0000000,49516520.0000000,626,626,E01000657,,,58.500000000000000,79.750000000000000,52.750000000000000,77.000000000000000,302.000000000000000,141.250000000000000,6.875000000000000,53.250000000000000,3.175000000000000,101.500000000000000,69.000000000000000,1124.750000000000000,696.000000000000000,197.250000000000000,84.000000000000000,118.000000000000000,161,49516524.0000000
626,658,E01000658,Bromley 038A,Bromley 038A,2166103.457031394820660,9446.968104228866650,9446.968104227540607,2166103.457031357567757,4273,17781.0000000,0.0722022,4.992000000000020,26.041111111111100,0.177692307692334,13.323684210526300,2,0,1,40,514,554,2166103.5000000,179786592.0000000,179786592.0000000,627,627,E01000658,,,61.000000000000000,73.000000000000000,53.000000000000000,66.000000000000000,281.000000000000000,198.000000000000000,6.000000000000000,50.000000000000000,4.200000000000000,91.000000000000000,91.000000000000000,1043.000000000000000,938.000000000000000,107.000000000000000,73.000000000000000,120.000000000000000,83,179786592.0000000
627,659,E01000659,Bromley 039E,Bromley 039E,509203.005329750012606,4860.760501996177481,4860.760501993250728,509203.005329904844984,4617,15899.0000000,0.0749064,5.306063492063520,25.376852941176502,0.628230769230794,13.024467836257299,2,0,1,40,493,534,509203.0000000,56012328.0000000,56012328.0000000,628,628,E01000659,,,64.333333330000002,79.666666669999998,58.000000000000000,75.666666669999998,256.000000000000000,145.666666700000007,4.866666667000000,45.333333330000002,2.833333333000000,101.666666699999993,77.333333330000002,785.666666699999951,679.000000000000000,156.000000000000000,80.000000000000000,108.666666699999993,110,56012332.0000000
628,661,E01000661,Bromley 026A,Bromley 026A,937929.549997549969703,5919.626854159208051,5919.626854156646914,937929.549997338792309,2839,10086.0000000,0.4017094,5.344074074074100,28.575714285714302,1.414933954933980,14.640611111111101,2,0,1,470,670,1170,937929.5625000,68468856.0000000,68468856.0000000,629,629,E01000661,,,66.333333330000002,75.333333330000002,62.666666669999998,73.333333330000002,228.000000000000000,155.333333299999993,3.233333333000000,40.000000000000000,2.166666667000000,60.000000000000000,60.000000000000000,566.333333300000049,435.666666700000007,99.666666669999998,89.666666669999998,78.333333330000002,73,68468856.0000000
629,662,E01000662,Bromley 026B,Bromley 026B,523692.853552150016185,4623.762357793644696,4623.762357793685624,523692.853552047745325,4202,16512.0000000,0.0163205,5.165555555555580,28.918571428571500,1.566923076923100,15.239333333333400,2,3,1,11,662,674,523692.8437500,104214872.0000000,104214872.0000000,630,630,E01000662,,,46.000000000000000,70.750000000000000,42.000000000000000,65.750000000000000,367.500000000000000,168.500000000000000,5.825000000000000,68.250000000000000,2.850000000000000,91.750000000000000,62.500000000000000,1100.500000000000000,731.500000000000000,150.000000000000000,92.500000000000000,95.000000000000000,199,104214880.0000000
630,663,E01000663,Bromley 026C,Bromley 026C,319192.445494025014341,4181.155031017146030,4181.155031017005058,319192.445493910927325,3691,14143.0000000,0.0447094,5.415648148148180,27.555555555555600,1.087655677655700,14.064558823529399,2,0,1,30,631,671,319192.4375000,60646564.0000000,60646564.0000000,631,631,E01000663,,,57.250000000000000,84.750000000000000,53.250000000000000,82.000000000000000,278.250000000000000,87.750000000000000,4.825000000000000,48.500000000000000,1.600000000000000,114.250000000000000,65.750000000000000,780.000000000000000,454.500000000000000,217.250000000000000,80.000000000000000,100.500000000000000,190,60646564.0000000
631,664,E01000664,Bromley 026D,Bromley 026D,792120.983257074956782,7703.689995902048395,7703.689995895728316,792120.983257241430692,4186,15558.0000000,0.0490196,5.702500000000030,27.817619047619100,1.107380952380980,14.142500000000000,2,0,1,30,581,612,792121.0000000,133868448.0000000,133868448.0000000,632,632,E01000664,,,55.142857139999997,80.428571430000005,50.857142860000003,75.857142859999996,283.285714299999995,114.714285700000005,4.900000000000000,51.142857139999997,2.100000000000000,74.714285709999999,68.714285709999999,882.000000000000000,552.285714299999995,179.428571400000010,77.000000000000000,99.142857140000004,169,133868448.0000000
632,665,E01000665,Bromley 033A,Bromley 033A,833704.388798509957269,7133.460768588169230,7133.460768584456673,833704.388798781554215,3976,16692.0000000,0.1037614,4.812196969697000,26.824031746031800,1.081410256410290,13.979008714597001,2,0,1,80,681,771,833704.3750000,53357080.0000000,53357080.0000000,633,633,E01000665,,,70.000000000000000,78.000000000000000,65.500000000000000,75.500000000000000,198.500000000000000,134.000000000000000,4.400000000000000,35.000000000000000,3.200000000000000,100.500000000000000,83.500000000000000,734.000000000000000,612.500000000000000,118.500000000000000,119.000000000000000,147.500000000000000,64,53357080.0000000
633,666,E01000666,Bromley 033B,Bromley 033B,2982319.105487539898604,10309.891018710375647,10309.891018712725781,2982319.105487506836653,5222,22636.0000000,0.1341463,4.138991008991030,23.759176470588301,-0.107380952380925,13.144473684210601,2,0,1,110,700,820,2982319.0000000,265426384.0000000,265426384.0000000,634,634,E01000666,,,66.400000000000006,80.000000000000000,60.200000000000003,74.400000000000006,206.800000000000011,117.400000000000006,5.660000000000000,36.600000000000001,3.480000000000000,125.200000000000003,88.799999999999997,931.799999999999955,772.200000000000045,139.599999999999994,96.000000000000000,168.400000000000006,89,265426400.0000000
634,667,E01000667,Bromley 033C,Bromley 033C,1057018.073707039933652,6303.538189450361642,6303.538189453553969,1057018.073707041097805,7532,26795.0000000,0.0907716,4.517386363636390,25.678666666666700,0.765833333333362,13.972916666666700,2,0,1,60,600,661,1057018.1250000,125785160.0000000,125785160.0000000,635,635,E01000667,,,62.000000000000000,79.000000000000000,51.799999999999997,71.799999999999997,236.599999999999994,117.599999999999994,6.280000000000000,44.399999999999999,3.680000000000000,98.799999999999997,81.200000000000003,993.399999999999977,771.399999999999977,149.599999999999994,83.599999999999994,151.199999999999989,119,125785152.0000000
635,668,E01000668,Bromley 020B,Bromley 020B,701596.119976360001601,6145.424322959874189,6145.424322954627314,701596.119976550457068,3361,13457.0000000,0.1839080,5.272355820105840,29.439888888888898,1.643704351204380,14.747101851851900,2,0,1,160,700,870,701596.1250000,205567664.0000000,205567664.0000000,636,636,E01000668,,,36.750000000000000,73.750000000000000,27.750000000000000,62.250000000000000,549.000000000000000,256.000000000000000,8.750000000000000,126.500000000000000,2.750000000000000,93.250000000000000,59.500000000000000,1078.250000000000000,412.500000000000000,239.500000000000000,105.250000000000000,68.500000000000000,293,205567664.0000000
636,669,E01000669,Bromley 020C,Bromley 020C,173229.896499935013708,2212.102152842136547,2212.102152837815083,173229.896499956521438,3267,13490.0000000,0.0146082,5.491693121693150,29.339047619047602,1.810186480186510,15.003944444444500,2,0,1,11,741,753,173229.8906250,42094864.0000000,42094864.0000000,637,637,E01000669,,,54.916666669999998,83.083333330000002,48.666666669999998,81.250000000000000,342.166666700000007,98.833333330000002,4.850000000000000,59.500000000000000,1.475000000000000,83.000000000000000,58.833333330000002,806.833333300000049,442.500000000000000,137.333333299999993,70.916666669999998,86.583333330000002,243,42094864.0000000
637,670,E01000670,Bromley 018A,Bromley 018A,483943.854488825018052,4145.188252158262003,4145.188252151469896,483943.854488918033894,3777,19085.0000000,0.2644231,4.225555555555580,29.379333333333399,1.463333333333370,14.805000000000000,2,0,1,220,611,832,483943.8437500,39199452.0000000,39199452.0000000,638,638,E01000670,,,67.000000000000000,77.000000000000000,63.000000000000000,77.000000000000000,218.000000000000000,137.000000000000000,3.300000000000000,38.000000000000000,2.000000000000000,105.000000000000000,62.000000000000000,552.000000000000000,352.000000000000000,88.000000000000000,88.000000000000000,85.000000000000000,81,39199452.0000000
638,671,E01000671,Bromley 020D,Bromley 020D,342928.618235784990247,4911.885191154065978,4911.885191156422479,342928.618235894595273,3374,13184.0000000,0.2318548,4.992879629629650,29.375492063492100,1.416590909090940,14.511148148148200,2,0,1,230,761,992,342928.6250000,21261574.0000000,21261574.0000000,639,639,E01000671,,,65.500000000000000,75.500000000000000,58.500000000000000,69.000000000000000,270.000000000000000,208.000000000000000,5.750000000000000,46.500000000000000,3.900000000000000,129.000000000000000,68.000000000000000,925.500000000000000,679.500000000000000,182.500000000000000,167.500000000000000,128.500000000000000,62,21261574.0000000
639,672,E01000672,Bromley 011A,Bromley 011A,326939.362311884993687,2977.202216253470851,2977.202216249171215,326939.362311859615147,3433,15157.0000000,0.0490506,6.454444444444460,30.479333333333400,2.238571428571460,15.226000000000001,2,0,1,31,600,632,326939.3750000,35309452.0000000,35309452.0000000,640,640,E01000672,,,68.000000000000000,82.799999999999997,65.000000000000000,82.400000000000006,203.800000000000011,95.400000000000006,3.480000000000000,35.799999999999997,1.600000000000000,94.200000000000003,62.000000000000000,542.200000000000045,375.000000000000000,146.199999999999989,88.400000000000006,92.599999999999994,108,35309452.0000000
640,673,E01000673,Bromley 011B,Bromley 011B,477474.975065065023955,3525.711068306930883,3525.711068302019157,477474.975065125327092,3784,16953.0000000,0.0316265,6.000252525252550,30.422490196078499,1.370642857142890,15.158582903336800,2,0,1,21,642,664,477474.9687500,72576192.0000000,72576192.0000000,641,641,E01000673,,,56.000000000000000,79.250000000000000,49.500000000000000,74.250000000000000,266.000000000000000,114.000000000000000,7.000000000000000,47.500000000000000,2.975000000000000,130.500000000000000,79.000000000000000,1201.500000000000000,704.000000000000000,118.750000000000000,80.750000000000000,139.000000000000000,152,72576200.0000000
641,674,E01000674,Bromley 008A,Bromley 008A,201436.005849695007782,2771.994377836952026,2771.994377834703755,201436.005849801498698,3128,11883.0000000,0.0841346,6.229577020202050,30.206523809523802,2.110551948051980,15.178509803921600,2,0,1,70,761,832,201436.0000000,40287200.0000000,40287200.0000000,642,642,E01000674,,,56.428571429999998,78.428571430000005,51.857142860000003,75.285714290000001,370.714285700000005,170.857142900000014,3.857142857000000,63.714285709999999,1.800000000000000,83.285714290000001,52.714285709999999,631.142857100000015,325.571428599999990,147.571428599999990,92.714285709999999,72.285714290000001,200,40287200.0000000
642,675,E01000675,Bromley 018B,Bromley 018B,576627.655499604996294,5542.663879669075868,5542.663879665314198,576627.655499582178891,3771,17517.0000000,0.1051248,5.910000000000030,30.081428571428599,2.422727272727300,14.958000000000000,2,0,1,80,671,761,576627.6250000,61122528.0000000,61122528.0000000,643,643,E01000675,,,60.600000000000001,74.799999999999997,54.200000000000003,71.400000000000006,259.600000000000023,153.800000000000011,5.040000000000000,45.799999999999997,3.060000000000000,95.799999999999997,72.200000000000003,854.000000000000000,597.799999999999955,129.800000000000011,104.400000000000006,119.200000000000003,106,61122532.0000000
643,676,E01000676,Bromley 008B,Bromley 008B,331982.210452780011110,5077.263981737269205,5077.263981740457893,331982.210452725237701,3518,11973.0000000,0.2018164,5.910000000000030,30.081428571428599,2.422727272727300,14.958000000000000,2,0,2,200,781,991,331982.2187500,16267129.0000000,16267129.0000000,644,644,E01000676,,,68.923076920000000,74.076923080000000,66.692307690000007,72.384615380000000,227.230769199999997,178.153846200000004,2.476923077000000,40.384615380000000,1.969230769000000,54.615384620000000,50.000000000000000,409.076923099999988,321.538461499999983,99.615384620000000,90.923076920000000,62.538461540000000,49,16267128.0000000
644,677,E01000677,Bromley 018C,Bromley 018C,381655.610008570016362,3501.521398280414360,3501.521398276282980,381655.610008738643955,2771,12403.0000000,0.0973236,5.866363636363660,30.055333333333401,1.320000000000040,15.314705882353000,2,0,1,80,732,822,381655.6250000,72132912.0000000,72132912.0000000,645,645,E01000677,,,52.333333330000002,75.666666669999998,46.000000000000000,72.666666669999998,348.333333299999993,159.000000000000000,4.366666667000000,62.333333330000002,1.900000000000000,91.000000000000000,50.333333330000002,765.000000000000000,470.333333299999993,99.000000000000000,74.000000000000000,71.000000000000000,189,72132912.0000000
645,678,E01000678,Bromley 016E,Bromley 016E,299267.217172804987058,3920.966155575370976,3920.966155572571552,299267.217172749515157,3994,16258.0000000,0.1445087,5.593263888888920,30.045547619047699,2.064734848484880,14.738702380952400,2,0,1,100,591,692,299267.2187500,65240252.0000000,65240252.0000000,646,646,E01000678,,,60.000000000000000,86.000000000000000,53.000000000000000,85.000000000000000,293.000000000000000,75.000000000000000,3.600000000000000,52.000000000000000,1.000000000000000,50.000000000000000,50.000000000000000,647.000000000000000,364.000000000000000,97.000000000000000,65.000000000000000,70.000000000000000,218,65240252.0000000
646,679,E01000679,Bromley 020E,Bromley 020E,295296.407170904974919,3010.602432460823820,3010.602432453050824,295296.407170779071748,3629,14683.0000000,0.0560224,5.957500000000020,29.981428571428602,1.988333333333370,14.524666666666700,2,0,1,40,673,714,295296.4062500,58468688.0000000,58468688.0000000,647,647,E01000679,,,57.333333330000002,81.333333330000002,47.666666669999998,74.666666669999998,375.000000000000000,177.000000000000000,4.366666667000000,65.000000000000000,1.733333333000000,94.666666669999998,50.333333330000002,654.333333300000049,373.666666700000007,143.333333299999993,87.666666669999998,68.666666669999998,198,58468688.0000000
647,680,E01000680,Bromley 037A,Bromley 037A,8249031.307105614803731,20406.198426131002634,20406.198426131883025,8249031.307105579413474,5911,23459.0000000,0.0606061,4.469069264069290,25.774826627620801,0.793121424030544,12.851812240047600,2,0,1,40,610,660,8249031.5000000,2177744384.0000000,2177744384.0000000,648,648,E01000680,,,51.833333330000002,87.000000000000000,51.000000000000000,80.166666669999998,356.666666700000007,92.500000000000000,7.900000000000000,61.500000000000000,2.900000000000000,107.500000000000000,89.666666669999998,1377.000000000000000,932.500000000000000,316.833333299999993,174.500000000000000,169.500000000000000,264,2177744384.0000000
648,681,E01000681,Bromley 035A,Bromley 035A,314094.836390224983916,4272.764650288439952,4272.764650287003860,314094.836390161537565,3908,15324.0000000,0.0000000,4.887690476190500,28.525633333333399,1.129195804195830,13.374527777777800,2,0,1,0,670,670,314094.8437500,66902200.0000000,66902200.0000000,649,649,E01000681,,,56.666666669999998,84.000000000000000,50.666666669999998,81.333333330000002,313.000000000000000,99.666666669999998,4.766666667000000,55.333333330000002,1.566666667000000,98.666666669999998,63.666666669999998,658.333333300000049,458.000000000000000,264.000000000000000,74.666666669999998,87.000000000000000,213,66902200.0000000
649,682,E01000682,Bromley 035B,Bromley 035B,278146.548018380010035,3021.944415001320522,3021.944415005241353,278146.548018401430454,3500,15707.0000000,0.0015106,4.806666666666680,29.252500000000001,1.355454545454580,13.813750000000001,2,0,1,1,661,662,278146.5625000,26423924.0000000,26423924.0000000,650,650,E01000682,,,64.599999999999994,76.599999999999994,60.000000000000000,74.400000000000006,249.000000000000000,154.000000000000000,3.580000000000000,44.000000000000000,2.220000000000000,81.400000000000006,60.600000000000001,622.000000000000000,462.600000000000023,95.400000000000006,83.400000000000006,85.200000000000003,95,26423922.0000000
650,683,E01000683,Bromley 035C,Bromley 035C,260404.838222210004460,3703.337136237349569,3703.337136239033043,260404.838222038582899,3868,12904.0000000,0.1856764,4.836398809523830,28.447354166666699,1.021267482517510,13.167718545751701,2,0,1,140,613,754,260404.8437500,35415060.0000000,35415060.0000000,651,651,E01000683,,,66.250000000000000,85.750000000000000,62.250000000000000,82.750000000000000,248.500000000000000,112.250000000000000,3.300000000000000,43.000000000000000,1.275000000000000,78.750000000000000,54.500000000000000,504.750000000000000,324.500000000000000,156.250000000000000,80.750000000000000,73.750000000000000,136,35415056.0000000
651,685,E01000685,Bromley 037B,Bromley 037B,1110893.589999635005370,7470.439382822516563,7470.439382830518298,1110893.589999876683578,3990,15345.0000000,0.0015773,4.573333333333360,26.032352941176502,0.776153846153875,12.805555555555600,2,0,1,1,632,634,1110893.6250000,134418128.0000000,134418128.0000000,652,652,E01000685,,,64.333333330000002,82.000000000000000,58.333333330000002,78.000000000000000,233.666666700000007,113.000000000000000,4.300000000000000,41.333333330000002,2.133333333000000,119.333333300000007,68.333333330000002,704.333333300000049,555.333333300000049,124.333333300000007,78.666666669999998,104.666666699999993,121,134418128.0000000
652,686,E01000686,Bromley 037C,Bromley 037C,441259.058325275022071,4641.243634184248549,4641.243634182183996,441259.058325100748334,3646,16200.0000000,0.0317701,4.590933333333360,28.121264705882400,0.971270396270429,13.551063725490200,2,0,1,21,630,661,441259.0625000,70160192.0000000,70160192.0000000,653,653,E01000686,,,59.200000000000003,80.200000000000003,54.200000000000003,77.200000000000003,287.800000000000011,128.599999999999994,5.280000000000000,50.600000000000001,2.180000000000000,106.799999999999997,65.400000000000006,863.600000000000023,519.000000000000000,131.800000000000011,84.400000000000006,98.400000000000006,159,70160192.0000000
653,687,E01000687,Bromley 037D,Bromley 037D,585714.287270389962941,3993.351490028945136,3993.351490031440790,585714.287270535482094,3856,16006.0000000,0.0166163,3.970000000000050,26.997058823529400,0.658333333333365,13.563333333333400,2,0,1,11,650,662,585714.3125000,108942864.0000000,108942864.0000000,654,654,E01000687,,,60.666666669999998,84.333333330000002,56.000000000000000,82.000000000000000,281.333333299999993,95.666666669999998,3.966666667000000,49.333333330000002,1.400000000000000,83.333333330000002,55.000000000000000,619.333333300000049,439.666666700000007,162.000000000000000,68.333333330000002,78.666666669999998,186,108942856.0000000
654,688,E01000688,Bromley 037E,Bromley 037E,919938.189612559974194,5728.784252862456015,5728.784252863209076,919938.189612674061209,5347,23359.0000000,0.0767754,3.970000000000050,26.997058823529400,0.658333333333365,13.563333333333400,2,0,1,40,480,521,919938.1875000,76354872.0000000,76354872.0000000,655,655,E01000688,,,67.500000000000000,80.000000000000000,59.500000000000000,73.000000000000000,198.000000000000000,115.000000000000000,4.800000000000000,39.000000000000000,3.000000000000000,108.000000000000000,86.500000000000000,723.000000000000000,646.000000000000000,130.500000000000000,83.500000000000000,119.500000000000000,83,76354872.0000000
655,689,E01000689,Bromley 002A,Bromley 002A,1386202.892657439922914,6781.648964248724042,6781.648964248348420,1386202.892657328629866,4024,13882.0000000,0.0931677,6.118055555555580,33.052142857142897,2.290000000000030,14.240916666666701,2,0,1,60,564,644,1386202.8750000,103965216.0000000,103965216.0000000,656,656,E01000689,,,67.000000000000000,77.857142859999996,61.285714290000001,74.571428569999995,204.428571400000010,129.714285700000005,4.871428571000000,36.000000000000000,3.128571429000000,141.000000000000000,80.714285709999999,765.571428599999990,611.142857100000015,149.285714299999995,95.428571430000005,145.285714299999995,75,103965216.0000000
656,691,E01000691,Bromley 002C,Bromley 002C,241781.120846445002826,3025.473619852628872,3025.473619855707511,241781.120846554578748,3446,13746.0000000,0.0177134,7.095000000000030,32.408571428571499,2.974615384615420,15.770000000000000,2,0,1,11,600,621,241781.1250000,44004164.0000000,44004164.0000000,657,657,E01000691,,,62.500000000000000,87.000000000000000,56.000000000000000,86.000000000000000,247.500000000000000,66.000000000000000,3.750000000000000,43.500000000000000,1.050000000000000,75.000000000000000,59.000000000000000,632.000000000000000,366.000000000000000,120.000000000000000,69.000000000000000,86.000000000000000,182,44004164.0000000
657,692,E01000692,Bromley 002D,Bromley 002D,352651.528397520014551,3973.843417629574105,3973.843417633039280,352651.528397581714671,3915,16933.0000000,0.0029718,6.533750000000020,32.019285714285701,2.643076923076960,14.962000000000000,2,0,1,2,661,673,352651.5312500,56776896.0000000,56776896.0000000,658,658,E01000692,,,61.428571429999998,83.285714290000001,55.714285709999999,80.428571430000005,260.142857100000015,98.857142859999996,3.914285714000000,45.857142860000003,1.485714286000000,100.000000000000000,59.285714290000001,665.857142899999985,456.428571400000010,98.285714290000001,62.714285709999999,86.142857140000004,161,56776896.0000000
658,694,E01000694,Bromley 007C,Bromley 007C,1008696.514271114952862,5306.866239738518743,5306.866239742538710,1008696.514271102612838,5017,19781.0000000,0.3282276,6.701250000000030,31.748076923077001,2.440839160839190,15.255714285714300,2,0,1,300,574,914,1008696.5000000,76660936.0000000,76660936.0000000,659,659,E01000694,,,68.833333330000002,81.166666669999998,64.333333330000002,78.166666669999998,184.500000000000000,108.500000000000000,4.983333333000000,32.500000000000000,2.766666667000000,130.166666700000007,84.500000000000000,819.333333300000049,616.166666699999951,125.000000000000000,92.666666669999998,148.000000000000000,76,76660936.0000000
659,695,E01000695,Bromley 007D,Bromley 007D,756398.153364529949613,7378.725152657768376,7378.725152668720511,756398.153364441008307,5328,22562.0000000,0.0179739,7.290000000000030,30.550000000000001,2.813636363636390,15.548571428571501,2,0,1,11,581,612,756398.1250000,83203792.0000000,83203792.0000000,660,660,E01000695,,,61.000000000000000,75.200000000000003,55.799999999999997,73.400000000000006,276.000000000000000,166.199999999999989,4.200000000000000,48.799999999999997,2.300000000000000,84.599999999999994,61.200000000000003,714.000000000000000,466.000000000000000,108.200000000000003,89.799999999999997,88.799999999999997,110,83203800.0000000
660,696,E01000696,Bromley 007E,Bromley 007E,2058783.470411889953539,10945.229532475106680,10945.229532482382638,2058783.470412250841036,5582,23090.0000000,0.0294118,5.911857142857160,29.923333333333400,2.199538461538490,15.050483333333400,2,0,1,20,640,680,2058783.5000000,244995232.0000000,244995232.0000000,661,661,E01000696,,,64.142857140000004,82.285714290000001,59.142857139999997,78.285714290000001,215.000000000000000,96.285714290000001,6.828571429000000,38.000000000000000,3.400000000000000,130.857142900000014,91.000000000000000,1191.142857000000049,794.142857100000015,137.142857099999986,90.000000000000000,198.285714299999995,119,244995232.0000000
661,697,E01000697,Bromley 007F,Bromley 007F,518536.955794069974218,6047.822721668183476,6047.822721672737316,518536.955793887085747,4054,18340.0000000,0.0588235,6.146666666666690,30.612857142857202,2.420000000000030,15.315714285714300,2,0,1,50,770,850,518536.9687500,57039068.0000000,57039068.0000000,662,662,E01000697,,,64.500000000000000,80.500000000000000,55.500000000000000,75.250000000000000,249.250000000000000,138.750000000000000,5.025000000000000,43.500000000000000,2.500000000000000,114.500000000000000,74.750000000000000,764.750000000000000,469.500000000000000,166.250000000000000,106.250000000000000,115.750000000000000,110,57039064.0000000
