field_1,LSOA,field_3,field_4,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,JunCURRENT_ENERGY_EFFICIENCY,JunPOTENTIAL_ENERGY_EFFICIENCY,JunENVIRONMENT_IMPACT_CURRENT,JunENVIRONMENT_IMPACT_POTENTIAL,JunENERGY_CONSUMPTION_CURRENT,JunENERGY_CONSUMPTION_POTENTIAL,JunCO2_EMISSIONS_CURRENT,JunCO2_EMISS_CURR_PER_FLOOR_AREA,JunCO2_EMISSIONS_POTENTIAL,JunLIGHTING_COST_CURRENT,JunLIGHTING_COST_POTENTIAL,JunHEATING_COST_CURRENT,JunHEATING_COST_POTENTIAL,JunHOT_WATER_COST_CURRENT,JunHOT_WATER_COST_POTENTIAL,TLSOA_ElecMean,TLSOA_GasMean,TLSOA_PrcnPost2000,TAgePost2000,TAgePre2000,TTotalBldngs,TDay_Jan18,TDay_Jun18,TNit_Jan18,TNit_Jun18,TEfficiency,TPotential_Efficiency,TEfficiencyDiff
796,E01000838,,,60,79,50.66666667,72,242.3333333,120,5.633333333,45.33333333,2.933333333,123.3333333,78,916,672,124.3333333,77.33333333,124.3333333,60,79,50.66666667,72,242.3333333,120,5.633333333,45.33333333,2.933333333,123.3333333,78,916,672,124.3333333,77.33333333,4233,18978,0.0017452,0,493,494,3.806923077,26.05625,-0.09875,14.022,2,0,1
3835,E01004042,,,64,74.5,57.5,71,231,152,3.7,41,2.4,64.5,64.5,621.5,489,113,96.5,89.5,64,74.5,57.5,71,231,152,3.7,41,2.4,64.5,64.5,621.5,489,113,96.5,2768,7508,0.0680272,0,670,740,4.025843254,29.84877318,-0.198157445,15.10193885,2,3,2
667,E01000702,,,52.22222222,78.77777778,44.77777778,73.66666667,335.1111111,136.3333333,5.533333333,58.66666667,2.288888889,91.44444444,65.88888889,903.2222222,525,179.2222222,84.55555556,102.1111111,52.22222222,78.77777778,44.77777778,73.66666667,335.1111111,136.3333333,5.533333333,58.66666667,2.288888889,91.44444444,65.88888889,903.2222222,525,179.2222222,84.55555556,3678,14674,0.0320513,0,670,670,4.053030303,30.23772222,0.145595238,14.47836601,2,0,1
794,E01000836,,,55,80,48.6,76.8,287.4,114.2,5.44,50.8,2.06,105.2,68,923,505.8,141.2,79.8,106,55,80,48.6,76.8,287.4,114.2,5.44,50.8,2.06,105.2,68,923,505.8,141.2,79.8,4208,17573,0,0,472,473,4.112097902,27.31718137,0.452888889,14.49852012,2,0,1
317,E01000332,,,60.66666667,77.66666667,51.33333333,70.33333333,300,177.1666667,4.183333333,52,2.283333333,90.83333333,58.83333333,644.8333333,462.8333333,142,102.3333333,81.66666667,60.66666667,77.66666667,51.33333333,70.33333333,300,177.1666667,4.183333333,52,2.283333333,90.83333333,58.83333333,644.8333333,462.8333333,142,102.3333333,4343,13986,0.0031546,0,610,611,4.22,32.16625,2.483333333,13.99,0,2,0
2395,E01002518,,,61.125,83.25,54.625,80,284.875,122.5,4.225,49.75,1.6,101.375,57.875,658,419.125,169.625,96.625,85.5,61.125,83.25,54.625,80,284.875,122.5,4.225,49.75,1.6,101.375,57.875,658,419.125,169.625,96.625,4101,16441,0.0040404,0,700,701,4.236481481,29.37723312,1.432962963,15.52686275,1,1,3
446,E01000466,,,57.4,73.6,52.2,72.2,318.4,181.6,3.92,56,2.04,59.2,50,654.4,446.2,152.6,88.4,74.6,57.4,73.6,52.2,72.2,318.4,181.6,3.92,56,2.04,59.2,50,654.4,446.2,152.6,88.4,3393,12393,0,0,493,503,4.269444444,26.60726365,3.239259259,14.75113131,0,3,0
722,E01000759,,,54.5,74.5,46.33333333,67.66666667,294,151.5,6.016666667,56,3.25,104.1666667,69.5,988.6666667,670,117,80,108.6666667,54.5,74.5,46.33333333,67.66666667,294,151.5,6.016666667,56,3.25,104.1666667,69.5,988.6666667,670,117,80,5256,19857,0.0036563,0,631,632,4.342587709,25.4358644,0.061565152,13.29805291,2,0,1
759,E01000799,,,53.42857143,74.28571429,50.42857143,69,324,194,3.928571429,57.71428571,2.171428571,69.28571429,52.57142857,696,436.1428571,156,85.14285714,71,53.42857143,74.28571429,50.42857143,69,324,194,3.928571429,57.71428571,2.171428571,69.28571429,52.57142857,696,436.1428571,156,85.14285714,3339,12276,0.1264223,0,631,631,4.386969697,31.03358761,-0.033265873,14.47981046,2,0,1
757,E01000797,,,58,77.33333333,50.33333333,73,243.3333333,127.3333333,7.566666667,43,3.366666667,134.6666667,81,1285.333333,716.3333333,190.3333333,86,171.6666667,58,77.33333333,50.33333333,73,243.3333333,127.3333333,7.566666667,43,3.366666667,134.6666667,81,1285.333333,716.3333333,190.3333333,86,4256,18502,0.042735,0,642,643,4.422727273,30.24066667,-0.045714286,15.06176471,2,0,1
4076,E01004294,,,75.66666667,80.77777778,71.44444444,77.55555556,181.1111111,141.6666667,2.244444444,31.11111111,1.733333333,76.22222222,59.22222222,283.2222222,228.7777778,159.4444444,143.2222222,77.44444444,75.66666667,80.77777778,71.44444444,77.55555556,181.1111111,141.6666667,2.244444444,31.11111111,1.733333333,76.22222222,59.22222222,283.2222222,228.7777778,159.4444444,143.2222222,3940,8484,0.1427115,0,453,453,4.440727273,29.77408413,0.345803571,15.83563725,3,2,2
560,E01000588,,,62.14285714,80,58.57142857,77,259,130.2857143,3.728571429,45.57142857,1.814285714,82.28571429,55.14285714,576.1428571,477.7142857,163.7142857,75.71428571,76.28571429,62.14285714,80,58.57142857,77,259,130.2857143,3.728571429,45.57142857,1.814285714,82.28571429,55.14285714,576.1428571,477.7142857,163.7142857,75.71428571,3025,15202,0.2496329,0,434,434,4.444285714,31.134,2.278888889,15.43909091,1,1,3
3782,E01003983,,,73.5,85.25,73.75,86.75,151.75,70,2.325,26.75,0.925,55.5,51.25,358,257,146.25,80,76.5,73.5,85.25,73.75,86.75,151.75,70,2.325,26.75,0.925,55.5,51.25,358,257,146.25,80,2803,9965,0.0518807,0,660,660,4.453392857,30.68444444,0.38,14.91855556,3,2,2
2068,E01002174,,,56.75,77,48.75,71,312.5,154,6.05,54.75,2.825,81.75,68.75,977.25,603.75,116,81.5,103.5,56.75,77,48.75,71,312.5,154,6.05,54.75,2.825,81.75,68.75,977.25,603.75,116,81.5,3725,20051,0.0040323,0,503,503,4.467222222,30.07088889,2.148730159,14.93627451,1,1,3
2007,E01002111,,,56.33333333,86.33333333,50,84.33333333,316.6666667,81.66666667,4.6,56,1.266666667,93,57.66666667,703.3333333,402.3333333,197.6666667,69.33333333,83.33333333,56.33333333,86.33333333,50,84.33333333,316.6666667,81.66666667,4.6,56,1.266666667,93,57.66666667,703.3333333,402.3333333,197.6666667,69.33333333,3742,17896,0.042796,0,620,620,4.475277778,28.94037037,2.116666667,14.34721133,1,1,3
2079,E01002185,,,62,84,57,81.5,269.5,100,3.55,47.5,1.4,63,55,625.5,441,98,68,73.5,62,84,57,81.5,269.5,100,3.55,47.5,1.4,63,55,625.5,441,98,68,3317,11842,0.1716069,0,530,530,4.5,28.42929825,1.029444444,14.77963636,1,1,3
450,E01000470,,,59.42857143,72.28571429,54.28571429,68.28571429,282.8571429,186,4.214285714,49.57142857,2.685714286,74,57.28571429,713.7142857,589.2857143,129.4285714,85.71428571,84.28571429,59.42857143,72.28571429,54.28571429,68.28571429,282.8571429,186,4.214285714,49.57142857,2.685714286,74,57.28571429,713.7142857,589.2857143,129.4285714,85.71428571,2634,9564,0.2124183,0,560,560,4.51,27.75736842,3.352,14.81285714,0,3,0
2082,E01002188,,,58.66666667,81,53.33333333,78,267.3333333,110.3333333,4.966666667,47,2.266666667,97.33333333,75,817.3333333,561.6666667,189,117.3333333,106,58.66666667,81,53.33333333,78,267.3333333,110.3333333,4.966666667,47,2.266666667,97.33333333,75,817.3333333,561.6666667,189,117.3333333,5246,26715,0.0166414,0,511,511,4.5125,27.65,0.97,15.25636364,1,1,3
2004,E01002108,,,57.66666667,83.33333333,51.66666667,81,284.6666667,100,5,50,1.766666667,97.66666667,68.66666667,857,503.6666667,137.3333333,72,98.66666667,57.66666667,83.33333333,51.66666667,81,284.6666667,100,5,50,1.766666667,97.66666667,68.66666667,857,503.6666667,137.3333333,72,3980,20664,0.019573,0,550,550,4.516666667,28.60555556,2.104285714,14.17111111,1,1,3
2016,E01002120,,,57.5,73.5,45.5,61,373,243,5,64,3.35,63,63,776,576,175,108,85.5,57.5,73.5,45.5,61,373,243,5,64,3.35,63,63,776,576,175,108,3758,14497,0.0219123,0,663,664,4.539206349,31.72166667,3.438240741,15.75945455,1,3,3
323,E01000338,,,60.90909091,76.09090909,55.45454545,73.72727273,313.0909091,177.4545455,3.290909091,54.72727273,1.809090909,63.36363636,47.90909091,558,380.3636364,98.63636364,74.81818182,62.18181818,60.90909091,76.09090909,55.45454545,73.72727273,313.0909091,177.4545455,3.290909091,54.72727273,1.809090909,63.36363636,47.90909091,558,380.3636364,98.63636364,74.81818182,3836,12850,0.0554017,0,701,702,4.583,31.578125,2.442916667,13.94916667,0,2,0
2120,E01002229,,,68.4,77.4,66.8,78.2,235.6,159.4,2.76,41.4,1.76,88,51,448.2,337.4,110,90.2,69.2,68.4,77.4,66.8,78.2,235.6,159.4,2.76,41.4,1.76,88,51,448.2,337.4,110,90.2,3420,15739,0.0256082,0,513,514,4.587777778,29.29333333,2.295714286,14.57875,1,1,3
4492,E01004732,,,77.58823529,79.23529412,68.29411765,70.41176471,260.9411765,243.2352941,1.841176471,44.29411765,1.705882353,47.47058824,40.58823529,183.5294118,163.2352941,121.7058824,121.8235294,42.11764706,77.58823529,79.23529412,68.29411765,70.41176471,260.9411765,243.2352941,1.841176471,44.29411765,1.705882353,47.47058824,40.58823529,183.5294118,163.2352941,121.7058824,121.8235294,2616,7382,0.0632911,0,800,801,4.618571429,30.18294118,1.262857143,16.45666667,3,0,2
4026,E01004239,,,72,77,70.25,77.5,186,140.25,2.125,32.75,1.6,52,52,341.25,254,112.75,102.75,66.5,72,77,70.25,77.5,186,140.25,2.125,32.75,1.6,52,52,341.25,254,112.75,102.75,2678,7828,0.0375234,0,660,660,4.63,30.44818182,1.940909091,16.24,3,3,2
1866,E01001963,,,52.4,84.6,51.6,81.8,294.2,88.6,6.16,51.2,1.9,94.4,67.2,1381.8,510,125.4,78.8,113.6,52.4,84.6,51.6,81.8,294.2,88.6,6.16,51.2,1.9,94.4,67.2,1381.8,510,125.4,78.8,4035,19607,0.015873,0,611,612,4.632857143,31.85571429,1.7025,15.55769231,0,2,0
2401,E01002526,,,79.25,83.29166667,85.625,90.16666667,82.125,53.54166667,1.283333333,14.95833333,0.829166667,55.08333333,51,270.9583333,232.5416667,89.75,82.79166667,69.04166667,79.25,83.29166667,85.625,90.16666667,82.125,53.54166667,1.283333333,14.95833333,0.829166667,55.08333333,51,270.9583333,232.5416667,89.75,82.79166667,3576,13019,0.2496715,0,664,665,4.652222222,30.33625,1.805555556,14.58,3,1,3
2116,E01002225,,,75,77,73,75,149,139,2.8,26,2.7,152,76,384,395,145,144,109,75,77,73,75,149,139,2.8,26,2.7,152,76,384,395,145,144,6828,25026,0.0957592,0,470,470,4.654,29.89294118,0.773636364,15.01783088,3,1,2
508,E01000531,,,61,69.5,57,67,271.5,199.5,3.55,48,2.55,54.5,54.5,619.5,445.5,98.5,99,73.5,61,69.5,57,67,271.5,199.5,3.55,48,2.55,54.5,54.5,619.5,445.5,98.5,99,2887,12243,0.1020408,0,740,740,4.675,29.82333333,3.5925,15.97095238,1,3,2
2020,E01002124,,,63.25,85.25,58.25,83.25,259.25,90.75,3.65,45.5,1.35,59,55.25,649,432.5,91.75,61.25,80.75,63.25,85.25,58.25,83.25,259.25,90.75,3.65,45.5,1.35,59,55.25,649,432.5,91.75,61.25,3696,17955,0.0219123,0,561,562,4.679642857,32.08860417,2.854111111,15.47705556,1,1,3
2868,E01003013,,,77.3,83.3,79.4,83.15,147.55,117.25,1.405,25.45,1.155,54.25,51.65,225.65,164.85,137.45,105.35,68.8,77.3,83.3,79.4,83.15,147.55,117.25,1.405,25.45,1.155,54.25,51.65,225.65,164.85,137.45,105.35,5866,7071,0.251938,0,582,582,4.720238095,29.57693015,0.439642857,15.99703431,3,2,2
2563,E01002695,,,61,74.4,57.4,71.6,278,185.4,3.2,48,2.02,68.6,49.4,448.2,299.2,256.6,132.8,66.8,61,74.4,57.4,71.6,278,185.4,3.2,48,2.02,68.6,49.4,448.2,299.2,256.6,132.8,3052,7352,0.1056911,0,620,620,4.73,32.60875,0.175,16.678,0,3,2
81,E01000089,,,64.81818182,86,61.09090909,84.63636364,243.9090909,77.45454545,2.945454545,43,1.009090909,62.18181818,51.18181818,513.7272727,372.2727273,97.18181818,60.54545455,68.90909091,64.81818182,86,61.09090909,84.63636364,243.9090909,77.45454545,2.945454545,43,1.009090909,62.18181818,51.18181818,513.7272727,372.2727273,97.18181818,60.54545455,3368,11140,0.0015576,0,590,590,4.736666667,30.67111111,1.73,13.81125,0,2,0
3884,E01004091,,,56.33333333,76.66666667,48,70,262,130.3333333,7.266666667,46,3.7,139.3333333,89.66666667,1223,829.6666667,142,85.33333333,159,56.33333333,76.66666667,48,70,262,130.3333333,7.266666667,46,3.7,139.3333333,89.66666667,1223,829.6666667,142,85.33333333,4529,22776,0,0,622,642,4.739166667,29.04689394,1.065888889,13.49585213,2,0,1
3405,E01003581,,,84.85714286,94.28571429,85.71428571,95.71428571,73.57142857,12,1.5,13.14285714,0.3,76,76,216,217.4285714,104.8571429,58,115,84.85714286,94.28571429,85.71428571,95.71428571,73.57142857,12,1.5,13.14285714,0.3,76,76,216,217.4285714,104.8571429,58,3425,14741,0.020202,0,642,652,4.752321429,31.16775,2.696777778,14.80866667,3,2,2
720,E01000757,,,62.33333333,76.33333333,52.66666667,69.66666667,246.6666667,145.6666667,5.233333333,46.33333333,3.166666667,98.66666667,73.33333333,858,644.3333333,103.6666667,76.33333333,114.6666667,62.33333333,76.33333333,52.66666667,69.66666667,246.6666667,145.6666667,5.233333333,46.33333333,3.166666667,98.66666667,73.33333333,858,644.3333333,103.6666667,76.33333333,4258,20034,0.0016313,0,541,541,4.7575,27.8925,1.078333333,13.71470588,2,0,1
1083,E01001130,,,68,77.25,62.75,72,243,171.25,3.1,41.75,2.15,91.25,56.5,449.25,352.25,133.75,117.5,74.75,68,77.25,62.75,72,243,171.25,3.1,41.75,2.15,91.25,56.5,449.25,352.25,133.75,117.5,3113,10345,0.033841,0,622,623,4.808531469,30.14151099,0.636029412,14.73286111,2,0,1
2772,E01002913,,,74.57142857,78.14285714,70.14285714,74.14285714,176.8571429,153.1428571,2.442857143,30.42857143,2.071428571,89.14285714,62.14285714,303.8571429,248.4285714,154,145,80.71428571,74.57142857,78.14285714,70.14285714,74.14285714,176.8571429,153.1428571,2.442857143,30.42857143,2.071428571,89.14285714,62.14285714,303.8571429,248.4285714,154,145,5860,9505,0.35818,0,1172,1173,4.8125,32.2522381,0.571454545,16.87645455,3,3,2
2077,E01002183,,,57.77777778,81,58.33333333,81.44444444,306.7777778,127.7777778,3.611111111,53.66666667,1.311111111,59.88888889,51.77777778,715,333.8888889,145.1111111,76.11111111,65.33333333,57.77777778,81,58.33333333,81.44444444,306.7777778,127.7777778,3.611111111,53.66666667,1.311111111,59.88888889,51.77777778,715,333.8888889,145.1111111,76.11111111,3900,16339,0.059854,0,493,493,4.831690476,28.70524269,1.825849928,14.12437124,1,1,3
2255,E01002368,,,70.42857143,80.28571429,69.85714286,81.57142857,192.4285714,116.5714286,2.371428571,33.85714286,1.285714286,60.85714286,56.42857143,384,269.7142857,119.7142857,87.85714286,66.85714286,70.42857143,80.28571429,69.85714286,81.57142857,192.4285714,116.5714286,2.371428571,33.85714286,1.285714286,60.85714286,56.42857143,384,269.7142857,119.7142857,87.85714286,3209,12817,0.4483188,0,543,543,4.864,29.55444444,0.756666667,14.06555556,0,2,0
1087,E01001134,,,66.75,81.75,63,77.25,225.5,131.25,3.2,39.25,1.725,91.75,55.75,497.25,409.75,151.75,86,80.75,66.75,81.75,63,77.25,225.5,131.25,3.2,39.25,1.725,91.75,55.75,497.25,409.75,151.75,86,3797,13094,0,0,583,584,4.866923077,33.03615385,1.076666667,15.32222222,2,0,1
2005,E01002109,,,56,81.25,47.5,77.25,294.25,114.25,6.525,51.75,2.675,115.25,82.25,1043.5,633.75,196.25,86,130,56,81.25,47.5,77.25,294.25,114.25,6.525,51.75,2.675,115.25,82.25,1043.5,633.75,196.25,86,4812,22088,0.003012,0,631,631,4.893571429,29.70501634,2.650625,14.60524306,1,1,3
895,E01000938,,,58.33333333,73.33333333,53,70.66666667,347,191.3333333,5.433333333,59.33333333,2.9,83.33333333,65.66666667,847,422.3333333,197.6666667,197.6666667,89,58.33333333,73.33333333,53,70.66666667,347,191.3333333,5.433333333,59.33333333,2.9,83.33333333,65.66666667,847,422.3333333,197.6666667,197.6666667,2914,10189,0.1344873,0,782,782,4.9,32.45470833,0.1305,16.68105882,0,3,2
3940,E01004148,,,69.125,78.625,74.5,84.375,236.25,164.875,2.4875,41.75,1.6,61.875,46.375,422.25,375.75,93.125,72.375,59.5,69.125,78.625,74.5,84.375,236.25,164.875,2.4875,41.75,1.6,61.875,46.375,422.25,375.75,93.125,72.375,3183,11381,0.0483619,0,532,533,4.91,27.88538462,1.238571429,12.98894737,2,0,1
465,E01000485,,,68,77,68.2,77.4,220.4,147.4,2.6,38.6,1.7,72.4,54.6,406.8,340.8,147.6,90.8,68.2,68,77,68.2,77.4,220.4,147.4,2.6,38.6,1.7,72.4,54.6,406.8,340.8,147.6,90.8,3169,14613,0.0587084,0,531,532,4.9125,29.00866667,1.763333333,14.722,1,1,3
3571,E01003758,,,70.66666667,79.16666667,70,79.66666667,190.3333333,124.3333333,2.366666667,33.33333333,1.5,71,50.83333333,399,323.3333333,95.5,80.16666667,67.5,70.66666667,79.16666667,70,79.66666667,190.3333333,124.3333333,2.366666667,33.33333333,1.5,71,50.83333333,399,323.3333333,95.5,80.16666667,2878,11413,0.3649635,0,430,430,4.914833333,30.51341912,2.451409091,14.92459559,3,2,2
2705,E01002842,,,73,78,71,78,172,130,2.1,30,1.6,92,54,295,224,119,119,71,73,78,71,78,172,130,2.1,30,1.6,92,54,295,224,119,119,2143,1129,0,0,510,510,4.9175,32.63714286,0.722,16.992,3,3,2
2058,E01002162,,,68.66666667,81,64.33333333,78.77777778,225.1111111,132.4444444,3.2,39.33333333,1.722222222,78,60.77777778,523.7777778,355.8888889,103.8888889,87,86.44444444,68.66666667,81,64.33333333,78.77777778,225.1111111,132.4444444,3.2,39.33333333,1.722222222,78,60.77777778,523.7777778,355.8888889,103.8888889,87,3817,15400,0.0434153,0,506,506,4.93,29.19069444,1.79962963,14.10614286,1,1,3
78,E01000086,,,67.75,86.75,65,85.75,215.25,68.25,2.65,37.75,0.875,59,51,466.75,351.5,87.75,55.5,68.75,67.75,86.75,65,85.75,215.25,68.25,2.65,37.75,0.875,59,51,466.75,351.5,87.75,55.5,3218,10484,0.0770677,0,590,591,4.955166667,31.2552451,1.916503497,14.32738393,0,2,0
85,E01000093,,,61.5,78.33333333,55.83333333,71.83333333,325.5,183.6666667,3.433333333,56.16666667,1.933333333,64.16666667,52.66666667,508.5,330.6666667,176.3333333,99,70.5,61.5,78.33333333,55.83333333,71.83333333,325.5,183.6666667,3.433333333,56.16666667,1.933333333,64.16666667,52.66666667,508.5,330.6666667,176.3333333,99,3543,10840,0.0015291,0,520,520,4.992,30.02052632,1.006666667,14.84625,0,2,0
1019,E01001063,,,43.66666667,73,36.66666667,66.66666667,374.6666667,164.6666667,7.833333333,66.33333333,3.3,120.3333333,77.66666667,1324.666667,698.3333333,160.3333333,84,114.6666667,43.66666667,73,36.66666667,66.66666667,374.6666667,164.6666667,7.833333333,66.33333333,3.3,120.3333333,77.66666667,1324.666667,698.3333333,160.3333333,84,4012,20109,0,0,690,691,4.997692308,33.01653846,1.112607843,15.02200292,2,0,1
3343,E01003512,,,71.33333333,86.66666667,69,85.66666667,173.6666667,64,2.533333333,30.33333333,0.966666667,61,61,435.6666667,357,95.33333333,64.66666667,83.33333333,71.33333333,86.66666667,69,85.66666667,173.6666667,64,2.533333333,30.33333333,0.966666667,61,61,435.6666667,357,95.33333333,64.66666667,3138,10388,0.0028777,0,712,713,5.02,27.705,-0.401666667,14.67,3,2,0
4268,E01004495,,,63,77.5,58,78.5,253.5,133.5,3.15,44.5,1.6,79.5,51.5,543.5,281,87.5,89,69.5,63,77.5,58,78.5,253.5,133.5,3.15,44.5,1.6,79.5,51.5,543.5,281,87.5,89,2676,10931,0.0018484,0,692,702,5.040148148,30.31974603,1.795185185,15.2280069,2,0,1
1931,E01002031,,,61.77777778,76.33333333,57.11111111,76.22222222,267.4444444,148.1111111,3.733333333,47.33333333,1.944444444,72.22222222,55.66666667,652.3333333,380.8888889,103.4444444,87.88888889,80.11111111,61.77777778,76.33333333,57.11111111,76.22222222,267.4444444,148.1111111,3.733333333,47.33333333,1.944444444,72.22222222,55.66666667,652.3333333,380.8888889,103.4444444,87.88888889,3423,12702,0.0530504,0,610,611,5.0475,31.67642857,1.9375,15.22242424,0,3,0
1011,E01001055,,,70,82.5,67.5,82.25,180.5,86.75,2.725,32.25,1.375,85.75,65,464.75,396.25,157.25,77.5,84.5,70,82.5,67.5,82.25,180.5,86.75,2.725,32.25,1.375,85.75,65,464.75,396.25,157.25,77.5,3687,11671,0.0166389,0,581,581,5.051785714,28.54192308,0.081052632,14.44414407,2,0,1
1018,E01001062,,,51,76,45.83333333,73,297,134,6.466666667,51,2.883333333,124.8333333,82.16666667,1158.666667,712.8333333,185.8333333,102.5,127.8333333,51,76,45.83333333,73,297,134,6.466666667,51,2.883333333,124.8333333,82.16666667,1158.666667,712.8333333,185.8333333,102.5,4624,22624,0.0348837,0,552,552,5.066923077,32.96076923,1.198941176,14.99894737,2,0,1
3980,E01004189,,,67.07142857,78.92857143,71.42857143,83.21428571,238.7857143,141,2.478571429,41.71428571,1.435714286,69.35714286,47.78571429,375.5714286,322.3571429,169.3571429,123.5,62.57142857,67.07142857,78.92857143,71.42857143,83.21428571,238.7857143,141,2.478571429,41.71428571,1.435714286,69.35714286,47.78571429,375.5714286,322.3571429,169.3571429,123.5,3275,10279,0.0517464,0,573,574,5.07,30.14166667,1.996666667,13.52538462,2,0,1
4269,E01004496,,,63.16666667,77.58333333,58.16666667,76.08333333,240.4166667,131.5833333,3.6,43.41666667,1.891666667,75.5,58.08333333,592,374.3333333,118.5,91.58333333,83.83333333,63.16666667,77.58333333,58.16666667,76.08333333,240.4166667,131.5833333,3.6,43.41666667,1.891666667,75.5,58.08333333,592,374.3333333,118.5,91.58333333,3221,10960,0.2070031,0,641,651,5.071222222,29.84928571,1.444444444,15.27239496,2,0,1
3365,E01003538,,,65.6,74,61.4,72.2,277,202.8,2.56,48.4,1.74,43,43,424.4,320.4,112.6,97.4,54.8,65.6,74,61.4,72.2,277,202.8,2.56,48.4,1.74,43,43,424.4,320.4,112.6,97.4,3326,11932,0.0723589,0,572,582,5.115,29.40777778,-0.43125,14.34263158,0,3,2
458,E01000478,,,62.66666667,83.33333333,56.66666667,82.66666667,253.3333333,95.66666667,3.733333333,44.66666667,1.366666667,71.33333333,62.33333333,624.3333333,354,126.3333333,79,83.66666667,62.66666667,83.33333333,56.66666667,82.66666667,253.3333333,95.66666667,3.733333333,44.66666667,1.366666667,71.33333333,62.33333333,624.3333333,354,126.3333333,79,3473,15893,0.0021231,0,581,582,5.116666667,30.46428571,2.755,15.91923077,1,1,3
1828,E01001924,,,63.66666667,74.83333333,58.16666667,72.16666667,220.5,142.3333333,5.2,38.83333333,3.283333333,109.5,72.66666667,870.8333333,602.6666667,127,119.3333333,130.1666667,63.66666667,74.83333333,58.16666667,72.16666667,220.5,142.3333333,5.2,38.83333333,3.283333333,109.5,72.66666667,870.8333333,602.6666667,127,119.3333333,5552,18795,0.0301205,0,631,632,5.129722222,33.0347619,1.961777778,15.88375,1,3,2
121,E01000130,,,54.16666667,69.25,47.58333333,64.29166667,335.7916667,218.2916667,4.8625,58.70833333,3.145833333,105.3333333,61.75,818.125,570.4166667,153.1666667,126.2083333,86,54.16666667,69.25,47.58333333,64.29166667,335.7916667,218.2916667,4.8625,58.70833333,3.145833333,105.3333333,61.75,818.125,570.4166667,153.1666667,126.2083333,4271,10919,0.0792393,0,500,500,5.143333333,32.07875,3.034444444,15.62777778,1,3,3
4171,E01004393,,,67,74,50,57,307,254,4,52,3.3,102,68,470,371,177,148,78,67,74,50,57,307,254,4,52,3.3,102,68,470,371,177,148,2924,9469,0.0470035,0,660,670,5.155714286,30.75142857,3.02,14.62692308,0,3,2
809,E01000851,,,72.04545455,80,71.68181818,78.59090909,206.0909091,153.7727273,2.127272727,35.54545455,1.577272727,61.18181818,51.04545455,331.5,211.9090909,157.3181818,133.2272727,65.81818182,72.04545455,80,71.68181818,78.59090909,206.0909091,153.7727273,2.127272727,35.54545455,1.577272727,61.18181818,51.04545455,331.5,211.9090909,157.3181818,133.2272727,4249,11368,0.0712831,0,880,881,5.155714286,30.56875,0.162857143,16.25947368,3,1,2
3939,E01004147,,,59.28571429,81.42857143,55.28571429,79.42857143,255.4285714,99.57142857,4.2,44,1.685714286,108.7142857,65.14285714,717.4285714,511.7142857,140.7142857,76.14285714,97.14285714,59.28571429,81.42857143,55.28571429,79.42857143,255.4285714,99.57142857,4.2,44,1.685714286,108.7142857,65.14285714,717.4285714,511.7142857,140.7142857,76.14285714,3823,14370,0.0163666,0,612,612,5.156166667,29.0636859,1.370654762,13.75922523,2,0,1
1023,E01001067,,,65.25,80,58.25,75.25,211.25,112.25,5.475,37.5,3.2,109.5,95.25,1051.25,796.75,121,81.25,165.25,65.25,80,58.25,75.25,211.25,112.25,5.475,37.5,3.2,109.5,95.25,1051.25,796.75,121,81.25,5502,26488,0.0498339,0,594,604,5.160555556,27.40166667,0.090454545,12.566,2,0,1
50,E01000058,,,68,83.66666667,65.66666667,81.33333333,213.3333333,94.66666667,2.533333333,37.66666667,1.166666667,64.66666667,51.33333333,439.6666667,407.3333333,89.33333333,60.33333333,66.33333333,68,83.66666667,65.66666667,81.33333333,213.3333333,94.66666667,2.533333333,37.66666667,1.166666667,64.66666667,51.33333333,439.6666667,407.3333333,89.33333333,60.33333333,3138,10277,0.1857143,0,641,641,5.162,32.12411765,2.43,14.196,0,2,0
2660,E01002797,,,77,79,79,82,140,119,1.4,25,1.2,43,43,255,217,72,73,56,77,79,79,82,140,119,1.4,25,1.2,43,43,255,217,72,73,2978,8747,0.1,0,621,721,5.176666667,33.44125,3.01,15.59181818,3,2,2
3903,E01004110,,,62.33333333,74.33333333,56.83333333,69.16666667,282.1666667,181.3333333,4.016666667,49,2.716666667,98.66666667,65.66666667,636.5,461.6666667,141.3333333,106,94.5,62.33333333,74.33333333,56.83333333,69.16666667,282.1666667,181.3333333,4.016666667,49,2.716666667,98.66666667,65.66666667,636.5,461.6666667,141.3333333,106,3939,14596,0.1323706,0,481,491,5.178291667,28.99080128,0.951696429,13.10208772,2,0,1
