field_1,LSOA,field_3,field_4,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,JunCURRENT_ENERGY_EFFICIENCY,JunPOTENTIAL_ENERGY_EFFICIENCY,JunENVIRONMENT_IMPACT_CURRENT,JunENVIRONMENT_IMPACT_POTENTIAL,JunENERGY_CONSUMPTION_CURRENT,JunENERGY_CONSUMPTION_POTENTIAL,JunCO2_EMISSIONS_CURRENT,JunCO2_EMISS_CURR_PER_FLOOR_AREA,JunCO2_EMISSIONS_POTENTIAL,JunLIGHTING_COST_CURRENT,JunLIGHTING_COST_POTENTIAL,JunHEATING_COST_CURRENT,JunHEATING_COST_POTENTIAL,JunHOT_WATER_COST_CURRENT,JunHOT_WATER_COST_POTENTIAL,TLSOA_ElecMean,TLSOA_GasMean,TLSOA_PrcnPost2000,TAgePost2000,TAgePre2000,TTotalBldngs,TDay_Jan18,TDay_Jun18,TNit_Jan18,TNit_Jun18,TEfficiency,TPotential_Efficiency,TEfficiencyDiff
3293,E01003456,,,54.625,73.75,46.625,66.875,392.75,217,5.35,69,2.8,68.25,55,799.125,407.75,177.625,124.25,77.25,54.625,73.75,46.625,66.875,392.75,217,5.35,69,2.8,68.25,55,799.125,407.75,177.625,124.25,3859,15458,0.1641587,100,730,831,5.958755556,31.69394872,2.3155,14.85279091,2,3,1
3869,E01004076,,,78.92307692,81.30769231,85.11538462,87.57692308,101.7307692,83.73076923,1.126923077,17.61538462,0.869230769,43.38461538,42,238.4230769,207,82.5,78.34615385,55.42307692,78.92307692,81.30769231,85.11538462,87.57692308,101.7307692,83.73076923,1.126923077,17.61538462,0.869230769,43.38461538,42,238.4230769,207,82.5,78.34615385,3662,13585,0.0483619,100,540,780,5.96030303,31.52924908,2.045555556,14.4224728,3,0,2
3308,E01003471,,,51,80.5,47,79.5,330,110.5,5.5,57,2,95.5,76,900.5,417,252.5,95,115.5,51,80.5,47,79.5,330,110.5,5.5,57,2,95.5,76,900.5,417,252.5,95,3721,15321,0.0782209,100,581,682,5.962,32.55166667,1.9525,15.00692308,2,0,1
704,E01000741,,,74.64285714,77.64285714,78.14285714,81.42857143,189.0714286,162.5,1.3,33.28571429,1.078571429,37.14285714,31.35714286,220.3571429,185.5714286,94.28571429,82.71428571,36.71428571,74.64285714,77.64285714,78.14285714,81.42857143,189.0714286,162.5,1.3,33.28571429,1.078571429,37.14285714,31.35714286,220.3571429,185.5714286,94.28571429,82.71428571,2468,8953,0.1260504,100,901,1002,5.984,33.26384615,0.422857143,14.788,3,0,2
2267,E01002380,,,64,77.375,62.75,77.5,245.875,146.25,3.5625,43.25,1.9,82.5,53,648.25,456.375,103.125,78.25,78.25,64,77.375,62.75,77.5,245.875,146.25,3.5625,43.25,1.9,82.5,53,648.25,456.375,103.125,78.25,2930,11098,0.3353396,100,654,754,6.086,27.70433036,1.49625,13.69825163,0,2,0
4139,E01004361,,,53,79,43.5,69.5,366,175,5.325,62.5,2.5,79,68.25,804.25,415,249,117.75,93.5,53,79,43.5,69.5,366,175,5.325,62.5,2.5,79,68.25,804.25,415,249,117.75,3917,18095,0.0037523,100,810,911,6.121333333,29.24,2.42475,14.58947619,0,2,0
1151,E01001202,,,70.47058824,74.35294118,69,73.64705882,193.7647059,161.5294118,2.470588235,34.05882353,2.035294118,66,56.58823529,362.1176471,318.7058824,180,169.9411765,76.05882353,70.47058824,74.35294118,69,73.64705882,193.7647059,161.5294118,2.470588235,34.05882353,2.035294118,66,56.58823529,362.1176471,318.7058824,180,169.9411765,3591,10642,0.184582,100,784,954,6.234944444,32.44002381,2.598277778,16.28079365,3,3,2
1363,E01001421,,,70.33333333,79.66666667,61.66666667,72.66666667,233.3333333,169.3333333,3.866666667,40,2.4,100.3333333,64,510.6666667,372.3333333,179.3333333,131.6666667,96,70.33333333,79.66666667,61.66666667,72.66666667,233.3333333,169.3333333,3.866666667,40,2.4,100.3333333,64,510.6666667,372.3333333,179.3333333,131.6666667,3439,12635,0.0131579,100,530,640,6.267142857,30.73933333,2.501428571,15.65833333,3,2,2
2486,E01002614,,,65.45454545,82.09090909,60.27272727,77.36363636,268.9090909,138.2727273,2.863636364,46.63636364,1.490909091,61.09090909,50.63636364,444.2727273,311.2727273,134.1818182,88.45454545,64.63636364,65.45454545,82.09090909,60.27272727,77.36363636,268.9090909,138.2727273,2.863636364,46.63636364,1.490909091,61.09090909,50.63636364,444.2727273,311.2727273,134.1818182,88.45454545,3694,10446,0.0840336,100,671,772,6.268181818,30.96411765,1.956,14.718,1,1,3
2209,E01002320,,,56.8,79.6,50.2,75.6,280.6,120,5.34,49.2,2.42,105.6,67.4,941,625.4,108.2,72.2,106.6,56.8,79.6,50.2,75.6,280.6,120,5.34,49.2,2.42,105.6,67.4,941,625.4,108.2,72.2,3977,14557,0.1044521,100,622,723,6.273333333,31.138,1.438333333,14.65857143,0,2,0
3441,E01003623,,,61.125,75.625,55.5,71.375,260,154.25,3.55,45.875,2.1,76.875,54.75,616.125,516.5,93.5,70.375,77.5,61.125,75.625,55.5,71.375,260,154.25,3.55,45.875,2.1,76.875,54.75,616.125,516.5,93.5,70.375,3275,11982,0.0020243,100,601,701,6.3,29.67117647,1.505384615,15.40625,0,3,0
878,E01000921,,,62.75,76.5,61.25,77.91666667,267.75,150,3.033333333,47,1.716666667,61.83333333,46.91666667,565.4166667,307,84.5,84.91666667,65.91666667,62.75,76.5,61.25,77.91666667,267.75,150,3.033333333,47,1.716666667,61.83333333,46.91666667,565.4166667,307,84.5,84.91666667,2717,10313,0.0604839,100,932,1042,6.34,32.89,1.3,16.765,1,3,2
3629,E01003817,,,58.66666667,77.16666667,51.66666667,72.66666667,296.1666667,151.8333333,5.483333333,51.83333333,2.8,111.8333333,61.33333333,848.5,544.1666667,175.3333333,111.1666667,108.6666667,58.66666667,77.16666667,51.66666667,72.66666667,296.1666667,151.8333333,5.483333333,51.83333333,2.8,111.8333333,61.33333333,848.5,544.1666667,175.3333333,111.1666667,3900,14405,0.1122334,100,771,891,6.341281385,32.11477446,2.001079365,15.32364133,1,0,3
4361,E01004590,,,63.66666667,75.66666667,59.5,73.5,244.8333333,154,2.95,43.16666667,1.816666667,74,53.5,511.6666667,420.8333333,93.83333333,72.5,71.5,63.66666667,75.66666667,59.5,73.5,244.8333333,154,2.95,43.16666667,1.816666667,74,53.5,511.6666667,420.8333333,93.83333333,72.5,3009,10499,0.012761,100,831,951,6.35,31.19533333,0.405,16.75166667,2,3,2
1317,E01001374,,,59.14285714,72.71428571,53.42857143,69.28571429,287.5714286,184.8571429,3.842857143,50.71428571,2.314285714,74.28571429,59.57142857,671,488.2857143,104.2857143,83.42857143,81.85714286,59.14285714,72.71428571,53.42857143,69.28571429,287.5714286,184.8571429,3.842857143,50.71428571,2.314285714,74.28571429,59.57142857,671,488.2857143,104.2857143,83.42857143,3451,13244,0.0695249,100,542,643,6.359703704,32.50613095,2.621111111,15.64348148,1,3,3
1268,E01001322,,,64.5,78.5,62,78,253.5,143.5,2.9,44.5,1.5,62,47,521.5,375,89.5,74,62,64.5,78.5,62,78,253.5,143.5,2.9,44.5,1.5,62,47,521.5,375,89.5,74,3444,13348,0.1345895,100,642,743,6.405787037,33.47755556,1.856666667,15.45457672,1,1,3
2622,E01002757,,,45,69,37,59,342,191,8.3,60,4.7,147,78,1419,959,133,133,137,45,69,37,59,342,191,8.3,60,4.7,147,78,1419,959,133,133,3274,13260,0.0016892,100,802,912,6.433333333,32.43933333,2.455555556,15.91966667,0,3,0
2893,E01003039,,,64.07692308,77.07692308,59.61538462,75.76923077,233.5384615,136.9230769,3.930769231,41,2.215384615,96.76923077,63.46153846,645.6153846,402.0769231,127.6923077,106.3846154,100.9230769,64.07692308,77.07692308,59.61538462,75.76923077,233.5384615,136.9230769,3.930769231,41,2.215384615,96.76923077,63.46153846,645.6153846,402.0769231,127.6923077,106.3846154,3558,14133,0.2421796,100,700,820,6.45,31.95240476,1.761356061,16.04583333,2,0,1
2502,E01002630,,,68.81818182,73.09090909,68,74,262.2727273,213.8181818,2.418181818,45.72727273,1.890909091,46.45454545,42.81818182,399.5454545,322.5454545,115.4545455,113.6363636,60.90909091,68.81818182,73.09090909,68,74,262.2727273,213.8181818,2.418181818,45.72727273,1.890909091,46.45454545,42.81818182,399.5454545,322.5454545,115.4545455,113.6363636,3793,15406,0.0321027,100,642,742,6.460222222,32.62055147,2.577777778,15.35681818,1,3,2
4329,E01004556,,,62.71428571,78.57142857,58.14285714,72.85714286,212.7142857,127.2857143,4.442857143,39.28571429,2.514285714,113.4285714,73.28571429,724.8571429,489.2857143,134,98,119.7142857,62.71428571,78.57142857,58.14285714,72.85714286,212.7142857,127.2857143,4.442857143,39.28571429,2.514285714,113.4285714,73.28571429,724.8571429,489.2857143,134,98,4606,17361,0.0160772,100,1010,1130,6.46625,31.36352381,2.574444444,15.63555556,2,0,1
2613,E01002747,,,64,80,60.71428571,76.71428571,252.7142857,144.5714286,3.057142857,47.14285714,1.7,66.85714286,58.85714286,503,322.5714286,121.8571429,92.42857143,75.57142857,64,80,60.71428571,76.71428571,252.7142857,144.5714286,3.057142857,47.14285714,1.7,66.85714286,58.85714286,503,322.5714286,121.8571429,92.42857143,2955,12430,0.0307918,100,751,881,6.508888889,32.162,3.1075,15.2878022,0,2,0
394,E01000411,,,59.33333333,85.66666667,55.33333333,84.33333333,282,76.33333333,3.933333333,49.66666667,1.233333333,81,62,604.6666667,424.3333333,195.6666667,72.66666667,88.33333333,59.33333333,85.66666667,55.33333333,84.33333333,282,76.33333333,3.933333333,49.66666667,1.233333333,81,62,604.6666667,424.3333333,195.6666667,72.66666667,3756,14647,0.0017794,100,591,692,6.5375,34.22766667,1.536727273,14.43546154,2,2,0
258,E01000271,,,67.33333333,78.66666667,60,73,192.6666667,124,6.4,34.66666667,4.2,101,101,1130,909,107.6666667,93,185,67.33333333,78.66666667,60,73,192.6666667,124,6.4,34.66666667,4.2,101,101,1130,909,107.6666667,93,5079,22888,0.0016287,100,700,810,6.539285714,32.25878571,3.315694444,15.34425408,3,1,2
2791,E01002932,,,66.33333333,78.8,64.33333333,76.66666667,241.6666667,154.8666667,2.673333333,42.06666667,1.546666667,66,52.73333333,450.3333333,340.2,116.2666667,88,68.73333333,66.33333333,78.8,64.33333333,76.66666667,241.6666667,154.8666667,2.673333333,42.06666667,1.546666667,66,52.73333333,450.3333333,340.2,116.2666667,88,3248,9698,0.1878613,100,650,760,6.9,32.08866667,1.9625,14.59034722,2,0,1
185,E01000197,,,60.18181818,72.18181818,60.54545455,69.81818182,359.7272727,281.1818182,2.990909091,61.63636364,2.1,46.18181818,43.18181818,568.4545455,390.9090909,155.0909091,126.4545455,54.72727273,60.18181818,72.18181818,60.54545455,69.81818182,359.7272727,281.1818182,2.990909091,61.63636364,2.1,46.18181818,43.18181818,568.4545455,390.9090909,155.0909091,126.4545455,3755,17655,0.0028011,100,630,730,6.921428571,31.63392157,2.74,14.53262121,1,3,2
2639,E01002775,,,64.54545455,77.36363636,62.36363636,78.18181818,226.3636364,128.9090909,3.190909091,39.09090909,1.781818182,72.36363636,59.18181818,572.0909091,330.4545455,109.1818182,97,81.90909091,64.54545455,77.36363636,62.36363636,78.18181818,226.3636364,128.9090909,3.190909091,39.09090909,1.781818182,72.36363636,59.18181818,572.0909091,330.4545455,109.1818182,97,2673,10634,0.0273224,100,532,633,6.9415,32.68485294,3.024861111,14.66372727,0,3,2
1710,E01001800,,,83.91111111,84.08888889,92.37777778,92.6,40.8,39.44444444,0.604444444,7.244444444,0.584444444,65.28888889,63.82222222,199.6666667,198.1555556,93.88888889,92.75555556,88.8,83.91111111,84.08888889,92.37777778,92.6,40.8,39.44444444,0.604444444,7.244444444,0.584444444,65.28888889,63.82222222,199.6666667,198.1555556,93.88888889,92.75555556,2774,8827,0.0596125,100,581,682,7.01,30.39666667,2.88,15.13588235,3,2,2
2827,E01002970,,,58.08333333,74.66666667,57.08333333,70.25,317.25,203.75,3.108333333,55.33333333,1.941666667,53.58333333,45.91666667,562.25,298,151.4166667,144.5833333,58.33333333,58.08333333,74.66666667,57.08333333,70.25,317.25,203.75,3.108333333,55.33333333,1.941666667,53.58333333,45.91666667,562.25,298,151.4166667,144.5833333,3608,11776,0.0344234,100,901,1011,7.012222222,31.65875,1.923333333,14.26333333,2,0,1
4209,E01004434,,,67,90,66,90,226,43,2.4,40,0.5,90,45,263,255,231,84,61,67,90,66,90,226,43,2.4,40,0.5,90,45,263,255,231,84,3336,12343,0.038961,100,602,742,7.084666667,32.0284,2.881,14.94312987,0,2,0
3906,E01004114,,,66.66666667,78.66666667,60.66666667,75,191.3333333,117,7.566666667,32,4.9,105.6666667,105.6666667,1330,1073.333333,183.6666667,104.6666667,232.3333333,66.66666667,78.66666667,60.66666667,75,191.3333333,117,7.566666667,32,4.9,105.6666667,105.6666667,1330,1073.333333,183.6666667,104.6666667,7392,33780,0.0474683,101,682,793,2.434444444,25.89666667,0.792,12.56444444,2,0,1
2071,E01002177,,,51,72,42,63,323,181,7.2,57,4.1,117,75,1221,901,148,90,127,51,72,42,63,323,181,7.2,57,4.1,117,75,1221,901,148,90,3630,17938,0.0021053,101,660,762,4.454583333,29.10777778,2.122857143,14.43526144,1,3,3
2328,E01002445,,,69.66666667,78.33333333,66,75,189.3333333,133.3333333,3.166666667,33.33333333,2.166666667,83.66666667,65,539.3333333,502,98.33333333,76.33333333,97.66666667,69.66666667,78.33333333,66,75,189.3333333,133.3333333,3.166666667,33.33333333,2.166666667,83.66666667,65,539.3333333,502,98.33333333,76.33333333,3174,11416,0.031746,101,410,521,4.601458333,29.47911765,1.881666667,14.95005303,1,1,3
2369,E01002486,,,66.83333333,82,62.5,79.5,226.8333333,112.1666667,3.25,40,1.516666667,64.5,54.83333333,583.5,429.8333333,119.8333333,79.5,78.16666667,66.83333333,82,62.5,79.5,226.8333333,112.1666667,3.25,40,1.516666667,64.5,54.83333333,583.5,429.8333333,119.8333333,79.5,3651,13453,0.14367,101,571,682,4.63,31.39242647,1.663333333,15.07318182,1,1,3
3735,E01003926,,,61,79.4,60.8,74.4,280.8,184.2,2.38,49.8,1.46,45,46.6,421.8,223,153.2,94.4,53.6,61,79.4,60.8,74.4,280.8,184.2,2.38,49.8,1.46,45,46.6,421.8,223,153.2,94.4,3025,7422,0.1069519,101,571,742,4.7725,31.48875,0.667142857,14.60714286,2,0,1
43,E01000050,,,58.2,82.6,52.4,79.6,291,111.2,4.42,51.2,1.5,88,57.8,668.8,378.6,188.2,98,81.6,58.2,82.6,52.4,79.6,291,111.2,4.42,51.2,1.5,88,57.8,668.8,378.6,188.2,98,3631,12380,0.0016077,101,610,712,4.917916667,29.14333333,1.53230303,14.87,0,2,0
898,E01000941,,,72.66666667,76.33333333,64.66666667,69.66666667,238,208,2.433333333,41,2.1,58.33333333,49,266,206.6666667,167.6666667,167.6666667,60.33333333,72.66666667,76.33333333,64.66666667,69.66666667,238,208,2.433333333,41,2.1,58.33333333,49,266,206.6666667,167.6666667,167.6666667,2098,7483,0,101,630,751,5.245,31.862,-0.027294118,16.50863777,3,3,2
2170,E01002280,,,68,87,65.33333333,86.66666667,226.6666667,75.33333333,2.766666667,40,0.966666667,70.33333333,56,455.6666667,350.3333333,117.6666667,72.33333333,69.66666667,68,87,65.33333333,86.66666667,226.6666667,75.33333333,2.766666667,40,0.966666667,70.33333333,56,455.6666667,350.3333333,117.6666667,72.33333333,3268,9439,0.0158479,101,572,673,5.37452381,27.22440476,1.110545455,13.09388889,0,2,0
2882,E01003028,,,52.5,67,47,61.5,299,193.5,8.7,53,6.15,138.5,75,1409.5,1183,187,91.5,153.5,52.5,67,47,61.5,299,193.5,8.7,53,6.15,138.5,75,1409.5,1183,187,91.5,4024,16754,0.1587302,101,814,925,5.483333333,30.52214286,2.669292929,14.85215909,2,3,1
4391,E01004621,,,50.77777778,76,52.33333333,77.33333333,473,196.5555556,2.9,80.33333333,1.422222222,45.66666667,36.33333333,602,261.2222222,129.3333333,81.55555556,48.33333333,50.77777778,76,52.33333333,77.33333333,473,196.5555556,2.9,80.33333333,1.422222222,45.66666667,36.33333333,602,261.2222222,129.3333333,81.55555556,4726,16245,0.0712251,101,640,751,5.66325,30.01704762,2.237777778,14.93152778,2,3,1
2999,E01003148,,,57.92857143,76.35714286,53.07142857,73.57142857,271.6428571,147,4.871428571,47.42857143,2.485714286,97.57142857,66,857.9285714,483.5714286,115.3571429,101.0714286,101.2857143,57.92857143,76.35714286,53.07142857,73.57142857,271.6428571,147,4.871428571,47.42857143,2.485714286,97.57142857,66,857.9285714,483.5714286,115.3571429,101.0714286,3185,13235,0.023753,101,712,833,6.056,30.68380952,1.866,15.02955556,2,0,1
1170,E01001222,,,73,76.625,74.375,79.0625,177.9375,146.625,1.775,31,1.43125,54,46,307.5,245.1875,105.75,106,57.6875,73,76.625,74.375,79.0625,177.9375,146.625,1.775,31,1.43125,54,46,307.5,245.1875,105.75,106,3264,11138,0.3355705,101,661,762,6.222,31.48066667,1.705,16.01727273,3,1,2
2376,E01002496,,,66.42857143,81,60.28571429,76.71428571,269.7142857,153.4285714,3.285714286,47,1.642857143,76.14285714,58.28571429,523.5714286,393.2857143,115.2857143,86.28571429,80.28571429,66.42857143,81,60.28571429,76.71428571,269.7142857,153.4285714,3.285714286,47,1.642857143,76.14285714,58.28571429,523.5714286,393.2857143,115.2857143,86.28571429,4549,13171,0.0012642,101,602,703,6.256666667,30.52625,1.176666667,15.35,1,1,3
4484,E01004724,,,56.28571429,79,57.28571429,74.71428571,305.2857143,186.5714286,3.885714286,52.14285714,2.142857143,94,60.14285714,735.8571429,299.5714286,196.2857143,149.8571429,94.28571429,56.28571429,79,57.28571429,74.71428571,305.2857143,186.5714286,3.885714286,52.14285714,2.142857143,94,60.14285714,735.8571429,299.5714286,196.2857143,149.8571429,3516,10477,0.0009872,101,943,1054,6.364,30.934375,0.695604396,16.68702614,1,1,3
1459,E01001526,,,68.5,77.5,66,77.75,215.25,138.25,2.925,37.75,1.9,84.75,60.5,475.25,365.25,117.25,93.25,86,68.5,77.5,66,77.75,215.25,138.25,2.925,37.75,1.9,84.75,60.5,475.25,365.25,117.25,93.25,3985,18697,0.0769231,101,532,633,6.413690476,32.09032967,2.266607143,15.0661746,3,3,2
952,E01000996,,,66.2,84.8,62,83.2,217.4,78.6,3.3,38.2,1.24,66.2,66.2,570.4,401.4,109.6,73.8,91.6,66.2,84.8,62,83.2,217.4,78.6,3.3,38.2,1.24,66.2,66.2,570.4,401.4,109.6,73.8,3805,14962,0,101,592,703,6.416121212,32.70525641,1.710296296,14.58942002,2,0,1
622,E01000653,,,57.6,77.4,49,71.6,271,131.4,6.06,47.6,3.46,114.2,78.8,969.8,781,187.8,94.2,132.2,57.6,77.4,49,71.6,271,131.4,6.06,47.6,3.46,114.2,78.8,969.8,781,187.8,94.2,5304,22476,0.0337621,101,522,633,6.5333,31.11030769,2.379927273,15.17106012,2,0,1
3725,E01003915,,,65,77,63.5,79.5,251.5,141,2.2,44.5,1.25,70.5,39,379.5,225.5,86,82.5,51,65,77,63.5,79.5,251.5,141,2.2,44.5,1.25,70.5,39,379.5,225.5,86,82.5,2537,7406,0.0367734,110,701,871,3.9525,32.03533333,1.436153846,16.35375,2,3,2
3849,E01004056,,,60.5,75,55,61.5,314.5,253.5,3.525,53.25,2.85,73.25,57.25,517,373,193.75,124.25,65.5,60.5,75,55,61.5,314.5,253.5,3.525,53.25,2.85,73.25,57.25,517,373,193.75,124.25,4374,8531,0.2057613,110,722,922,4.055833333,29.41564338,0.319591575,15.48585673,0,3,2
448,E01000468,,,70.28571429,83.28571429,68,75.42857143,266.8571429,206.4285714,1.957142857,45.57142857,1.357142857,49.57142857,40.85714286,294.4285714,224.2857143,140.8571429,95.57142857,49,70.28571429,83.28571429,68,75.42857143,266.8571429,206.4285714,1.957142857,45.57142857,1.357142857,49.57142857,40.85714286,294.4285714,224.2857143,140.8571429,95.57142857,3829,9897,0.0714286,110,770,900,4.104285714,29.23250774,2.852363636,15.20947619,3,2,0
4083,E01004302,,,71,74.4,71.4,76,200.6,168.4,1.8,35.4,1.5,43.4,39.4,318,268.8,87.4,81.2,50.2,71,74.4,71.4,76,200.6,168.4,1.8,35.4,1.5,43.4,39.4,318,268.8,87.4,81.2,3103,8649,0.5405405,110,480,600,4.556818182,29.91470588,-0.538125,15.67753676,3,3,2
2095,E01002201,,,61.8,83,56.2,81,262.4,105.6,4.02,46.4,1.6,96.8,58.8,681.4,424.8,102.6,77,86.8,61.8,83,56.2,81,262.4,105.6,4.02,46.4,1.6,96.8,58.8,681.4,424.8,102.6,77,3947,20189,0.0019531,110,531,641,4.5575,30.89117647,2.5525,15.05888889,1,1,3
652,E01000685,,,64.33333333,82,58.33333333,78,233.6666667,113,4.3,41.33333333,2.133333333,119.3333333,68.33333333,704.3333333,555.3333333,124.3333333,78.66666667,104.6666667,64.33333333,82,58.33333333,78,233.6666667,113,4.3,41.33333333,2.133333333,119.3333333,68.33333333,704.3333333,555.3333333,124.3333333,78.66666667,3990,15345,0.0015773,110,700,820,4.573333333,26.03235294,0.776153846,12.80555556,2,0,1
3804,E01004007,,,77.66666667,83,78,84,126.6666667,87,1.8,22.33333333,1.233333333,62.66666667,62.66666667,252.6666667,247.3333333,140,99.33333333,81,77.66666667,83,78,84,126.6666667,87,1.8,22.33333333,1.233333333,62.66666667,62.66666667,252.6666667,247.3333333,140,99.33333333,2763,7277,0.1270417,110,582,702,4.604285714,30.41777778,0.11,14.836,3,0,2
4503,E01004743,,,70,78.6,70.1,80,223.8,147.1,2.36,39.1,1.62,68.7,50.3,418.5,264.9,101.2,101.7,61.8,70,78.6,70.1,80,223.8,147.1,2.36,39.1,1.62,68.7,50.3,418.5,264.9,101.2,101.7,5405,7822,0.2130045,110,751,862,4.618571429,30.18294118,1.262857143,16.45666667,3,3,2
2769,E01002910,,,62.75,76.25,56.5,73,343.25,193.25,3.2,59,1.875,77.5,54,397.5,227,235.5,180.5,70.75,62.75,76.25,56.5,73,343.25,193.25,3.2,59,1.875,77.5,54,397.5,227,235.5,180.5,5469,13124,0.1711984,110,561,711,4.7075,31.86733333,0.420909091,16.76090909,1,3,2
3923,E01004131,,,61.71428571,82,57,80.28571429,253.4285714,101.7142857,3.571428571,44.57142857,1.428571429,88,58,606.5714286,419.2857143,116.1428571,73.14285714,81.71428571,61.71428571,82,57,80.28571429,253.4285714,101.7142857,3.571428571,44.57142857,1.428571429,88,58,606.5714286,419.2857143,116.1428571,73.14285714,3348,13321,0.0595238,110,551,681,4.977833333,27.92029915,1.224880952,12.72237817,2,0,1
3922,E01004130,,,59.66666667,83,53.33333333,80.33333333,268,93.33333333,4.1,47.33333333,1.533333333,78,59.66666667,706.6666667,461.6666667,105.3333333,68.33333333,88.66666667,59.66666667,83,53.33333333,80.33333333,268,93.33333333,4.1,47.33333333,1.533333333,78,59.66666667,706.6666667,461.6666667,105.3333333,68.33333333,3690,14626,0.0316742,110,681,831,4.986,28.05166667,1.258571429,12.60263158,2,0,1
1471,E01001538,,,55,82.83333333,48.16666667,79.33333333,302.3333333,98,4.9,53.16666667,1.683333333,101.6666667,63.83333333,809.8333333,485.1666667,139,67.16666667,92.33333333,55,82.83333333,48.16666667,79.33333333,302.3333333,98,4.9,53.16666667,1.683333333,101.6666667,63.83333333,809.8333333,485.1666667,139,67.16666667,3979,16154,0.0016287,110,710,820,5.29,29.36428571,1.56,13.8625,0,2,0
628,E01000659,,,64.33333333,79.66666667,58,75.66666667,256,145.6666667,4.866666667,45.33333333,2.833333333,101.6666667,77.33333333,785.6666667,679,156,80,108.6666667,64.33333333,79.66666667,58,75.66666667,256,145.6666667,4.866666667,45.33333333,2.833333333,101.6666667,77.33333333,785.6666667,679,156,80,4617,15899,0.0749064,110,860,971,5.306063492,25.37685294,0.628230769,13.02446784,2,0,1
2375,E01002495,,,62.04347826,82.26086957,60.30434783,81.7826087,275.5217391,112.6956522,3.3,49.39130435,1.226086957,70.7826087,52.56521739,542.0434783,374.9130435,162.3913043,81.26086957,68.95652174,62.04347826,82.26086957,60.30434783,81.7826087,275.5217391,112.6956522,3.3,49.39130435,1.226086957,70.7826087,52.56521739,542.0434783,374.9130435,162.3913043,81.26086957,3929,13677,0.260218,110,772,892,5.346,31.77333333,0.91,15.23923077,1,1,3
3953,E01004161,,,54,76.83333333,49.83333333,74.83333333,330.5,144.1666667,4.366666667,57.83333333,1.766666667,62,58.5,727,445.1666667,156.5,73.66666667,73.5,54,76.83333333,49.83333333,74.83333333,330.5,144.1666667,4.366666667,57.83333333,1.766666667,62,58.5,727,445.1666667,156.5,73.66666667,3616,13582,0.1489362,110,652,763,5.364,29.66833333,0.755,13.39842105,2,0,1
4332,E01004559,,,60.6,75.8,55.2,73.2,256.4,146.8,4.22,45.2,2.32,91.6,63.6,686.6,471,148.8,89.2,108.4,60.6,75.8,55.2,73.2,256.4,146.8,4.22,45.2,2.32,91.6,63.6,686.6,471,148.8,89.2,5623,21056,0.0018727,110,700,820,5.432222222,26.61615385,2.294444444,14.52294118,2,3,1
2952,E01003100,,,40.33333333,74,41.66666667,64.66666667,466.3333333,248.6666667,4.533333333,79.33333333,2.4,50.33333333,46.66666667,980.3333333,299,149.3333333,113.3333333,56.33333333,40.33333333,74,41.66666667,64.66666667,466.3333333,248.6666667,4.533333333,79.33333333,2.4,50.33333333,46.66666667,980.3333333,299,149.3333333,113.3333333,2713,9722,0.0690827,110,651,771,5.456388889,30.9154902,1.076300366,15.66827096,2,3,1
118,E01000127,,,60.83333333,81.33333333,56,79.66666667,289.3333333,122.1666667,3.616666667,51,1.583333333,77.16666667,56.16666667,597,429.3333333,127,78.83333333,71,60.83333333,81.33333333,56,79.66666667,289.3333333,122.1666667,3.616666667,51,1.583333333,77.16666667,56.16666667,597,429.3333333,127,78.83333333,3127,12678,0,110,681,792,5.669555556,31.91166667,3.078888889,15.70427609,1,1,3
2901,E01003047,,,57,60.30769231,59.88461538,63.88461538,357.4230769,339.1923077,2.138461538,62.88461538,1.730769231,36.42307692,31.38461538,424.6923077,363.5769231,103.3846154,103.1153846,33.46153846,57,60.30769231,59.88461538,63.88461538,357.4230769,339.1923077,2.138461538,62.88461538,1.730769231,36.42307692,31.38461538,424.6923077,363.5769231,103.3846154,103.1153846,2619,9449,0.0973236,110,691,831,5.678214286,32.63714286,1.974335664,16.34957576,2,3,2
916,E01000959,,,72.75,75,70.5,73.5,174,157.75,2.575,30.75,2.275,73.75,60.25,373,327.25,135.75,135.75,82,72.75,75,70.5,73.5,174,157.75,2.575,30.75,2.275,73.75,60.25,373,327.25,135.75,135.75,2253,5285,0.0285307,110,583,703,5.76,32.67071429,0.188230769,16.64611464,3,3,2
1787,E01001883,,,69.66666667,79.33333333,66.83333333,80,215,124.6666667,2.383333333,38.16666667,1.483333333,73.33333333,59.5,505,356.8333333,121.6666667,111.6666667,96.16666667,69.66666667,79.33333333,66.83333333,80,215,124.6666667,2.383333333,38.16666667,1.483333333,73.33333333,59.5,505,356.8333333,121.6666667,111.6666667,2739,10313,0.0140647,110,490,601,5.76547619,32.61601709,1.684114478,15.56212963,3,1,2
